iso3c,year,Total_Access,Urban_Access,Rural_Access,Country Name,BEC (toe/m2),BCE (tCO2e/m2),DBE (tCO2e/m2),total_building_stock_m2,Building Energy Consumption (toe),Building Carbon Emissions (tCO2e),Direct Building Emissions (tCO2e)
AFG,2020,33.8,84.2,16.6,Afghanistan,NA,NA,NA,18765834.78233831,NA,NA,NA
AFG,2021,34.17382613,85.11278935,16.79794417,Afghanistan,NA,NA,NA,19482666.693572804,NA,NA,NA
AFG,2022,34.55178676,86.035474,16.9982487,Afghanistan,NA,NA,NA,20226880.70610597,NA,NA,NA
AFG,2023,34.93392761,86.96816122,17.20094173,Afghanistan,NA,NA,NA,20999522.78267995,NA,NA,NA
AFG,2024,35.32029491,87.910959449999993,17.40605174,Afghanistan,NA,NA,NA,21801678.840532925,NA,NA,NA
AFG,2025,35.71093542,88.86397831,17.61360755,Afghanistan,NA,NA,NA,22634476.27761195,NA,NA,NA
AFG,2026,36.10589639,89.82732858,17.82363833,Afghanistan,NA,NA,NA,24063816.388905283,NA,NA,NA
AFG,2027,36.50522561,90.80112227,18.0361736,Afghanistan,NA,NA,NA,25583417.619064122,NA,NA,NA
AFG,2028,36.90897138,91.78547259,18.2512432,Afghanistan,NA,NA,NA,27198979.84981325,NA,NA,NA
AFG,2029,37.31718256,92.78049399,18.46887737,Afghanistan,NA,NA,NA,28916562.903592624,NA,NA,NA
AFG,2030,37.72990854,93.78630214,18.68910669,Afghanistan,NA,NA,NA,30742609.273383096,NA,NA,NA
AFG,2031,38.14719924,94.80301399,18.9119621,Afghanistan,NA,NA,NA,32787218.2442172,NA,NA,NA
AFG,2032,38.56910515,95.83074773,19.13747491,Afghanistan,NA,NA,NA,34967808.70596642,NA,NA,NA
AFG,2033,38.99567732,96.86962286,19.36567681,Afghanistan,NA,NA,NA,37293424.425011165,NA,NA,NA
AFG,2034,39.42696736,97.91976015,19.59659988,Afghanistan,NA,NA,NA,39773710.64451951,NA,NA,NA
AFG,2035,39.86302743,98.9812817,19.83027655,Afghanistan,NA,NA,NA,42418954.08706468,NA,NA,NA
AFG,2036,40.30391031,100,20.06673966,Afghanistan,NA,NA,NA,45290424.62710544,NA,NA,NA
AFG,2037,40.74966933,100,20.30602245,Afghanistan,NA,NA,NA,48356273.91220903,NA,NA,NA
AFG,2038,41.20035842,100,20.54815852,Afghanistan,NA,NA,NA,51629660.04238219,NA,NA,NA
AFG,2039,41.6560321,100,20.79318191,Afghanistan,NA,NA,NA,55124631.83022332,NA,NA,NA
AFG,2040,42.11674551,100,21.04112704,Afghanistan,NA,NA,NA,58856189.0960199,NA,NA,NA
AFG,2041,42.58255439,100,21.29202875,Afghanistan,NA,NA,NA,62795244.67900802,NA,NA,NA
AFG,2042,43.05351509,100,21.54592231,Afghanistan,NA,NA,NA,66997928.592749186,NA,NA,NA
AFG,2043,43.52968458,100,21.80284338,Afghanistan,NA,NA,NA,71481884.63416667,NA,NA,NA
AFG,2044,44.01112048,100,22.06282806,Afghanistan,NA,NA,NA,76265937.44280778,NA,NA,NA
AFG,2045,44.49788104,100,22.3259129,Afghanistan,NA,NA,NA,81370171.53084578,NA,NA,NA
AFG,2046,44.99002514,100,22.59213485,Afghanistan,NA,NA,NA,86641490.62082542,NA,NA,NA
AFG,2047,45.48761233,100,22.86153132,Afghanistan,NA,NA,NA,92254296.08628668,NA,NA,NA
AFG,2048,45.99070281,100,23.13414017,Afghanistan,NA,NA,NA,98230710.08349611,NA,NA,NA
AFG,2049,46.49935744,100,23.4099997,Afghanistan,NA,NA,NA,104594287.8853335,NA,NA,NA
AFG,2050,47.01363776,100,23.68914868,Afghanistan,NA,NA,NA,111370110.72139306,NA,NA,NA
AGO,2020,49.7,76.7,8.2,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,82145036.54481328,636000,7000000,3500000
AGO,2021,50.20241774,77.46445792,8.280916007,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,84617959.8145509,655146.3692233568,7210730.478873424,3605365.239436712
AGO,2022,50.70991443,78.23653508,8.362630477,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,87165328.8421241,674869.1275260171,7427804.862707736,3713902.431353868
AGO,2023,51.22254141,79.01630743,8.445151289,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,89789384.76898983,695185.626728938,7651414.130664412,3825707.065332206
AGO,2024,51.74035053,79.80385166,8.528486401,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,92492436.20472118,716113.7410184396,7881755.011209241,3940877.5056046206
AGO,2025,52.2633942,80.59924522,8.612643848,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,95276861.2580913,737671.8826716763,8119030.155191407,4059515.0775957033
AGO,2026,52.79172531,81.40256636,8.697631743,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,99153431.17158179,767685.8502670883,8449372.565832732,4224686.282916366
AGO,2027,53.32539733,82.21389409,8.783458283,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,103187728.72319707,798921.008844534,8793155.757722858,4396577.878861429
AGO,2028,53.86446425,83.0333082,8.870131743,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,107386171.44399768,831427.0455175166,9150926.601607887,4575463.300803944
AGO,2029,54.4089806,83.8608893,8.957660479,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,111755437.97784229,865255.6690401221,9523254.218995055,4761627.109497528
AGO,2030,54.95900147,84.69671878,9.046052932,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,116302478.7053942,900460.6920623635,9910730.887478843,4955365.443739422
AGO,2031,55.5145825,85.54087885,9.135317625,Angola,0.007742403275370601,0.08521513038929907,0.04260756519464953,121275895.18759461,938966.8881239342,10334541.221489841,5167270.610744921
