"","Country Name","iso3c","Population","year","Average household size (number of members)","gdp_ppp","GDP","average_household_size","num_households","gdp_per_capita","avg_m2_capita","residential_building_stock_m2","total_building_stock_m2"
"966","Central African Republic","CAF",11094632,2048,5.59,20.923990872945,20923990872.945,5.59,1984728.44364937,1885.95627804013,1.88595627804013,20923990.872945,41847981.7458899
"967","Central African Republic","CAF",11314636,2049,5.59,22.3535249187125,22353524918.7125,5.59,2024085.15205725,1975.62916904375,1.97562916904375,22353524.9187125,44707049.8374249
"968","Central African Republic","CAF",11533423,2050,5.59,23.880725208,23880725208,5.59,2063224.15026834,2070.56701275935,2.07056701275935,23880725.208,47761450.416
"969","Central African Republic","CAF",5343020,2020,5.59,4.467464653,4467464653,5.59,955817.531305903,836.130999509641,0.836130999509641,4467464.653,8934929.306
"970","Central African Republic","CAF",5457154,2021,5.59,4.59613107576501,4596131075.76501,5.59,976235.062611807,842.221252280036,0.842221252280036,4596131.07576501,9192262.15153001
"971","Central African Republic","CAF",5579144,2022,5.59,4.72850319060214,4728503190.60214,5.59,998057.960644007,847.532021149148,0.847532021149148,4728503.19060214,9457006.38120428
"972","Central African Republic","CAF",5742315,2023,5.59,4.86468772429714,4864687724.29714,5.59,1027247.76386404,847.164902012018,0.847164902012018,4864687.72429714,9729375.44859428
"973","Central African Republic","CAF",5915627,2024,5.59,5.00479447744936,5004794477.44936,5.59,1058251.69946333,846.029419611711,0.846029419611711,5004794.47744936,10009588.9548987
"974","Central African Republic","CAF",6097449,2025,5.59,5.148936413,5148936413,5.59,1090777.99642218,844.441079047976,0.844441079047976,5148936.413,10297872.826
"975","Central African Republic","CAF",6286949,2026,5.59,5.44339836828099,5443398368.28099,5.59,1124677.81753131,865.825119351372,0.865825119351372,5443398.36828099,10886796.736562
"976","Central African Republic","CAF",6483409,2027,5.59,5.75470027576821,5754700275.76821,5.59,1159822.71914132,887.604079237977,0.887604079237977,5754700.27576821,11509400.5515364
"977","Central African Republic","CAF",6685708,2028,5.59,6.08380519362666,6083805193.62666,5.59,1196012.16457961,909.971717823551,0.909971717823551,6083805.19362666,12167610.3872533
"978","Central African Republic","CAF",6892981,2029,5.59,6.43173125624823,6431731256.24823,5.59,1233091.41323792,933.084141135487,0.933084141135487,6431731.25624823,12863462.5124965
"979","Central African Republic","CAF",7104274,2030,5.59,6.799554824,6799554824,5.59,1270889.80322004,957.107626197976,0.957107626197976,6799554.824,13599109.648
"980","Central African Republic","CAF",7318809,2031,5.59,7.20410020766193,7204100207.66193,5.59,1309268.15742397,984.326849855206,0.984326849855206,7204100.20766193,14408200.4153239
"981","Central African Republic","CAF",7535935,2032,5.59,7.63271436813033,7632714368.13033,5.59,1348110.01788909,1012.84238361004,1.01284238361004,7632714.36813033,15265428.7362607
"982","Central African Republic","CAF",7755423,2033,5.59,8.08682929805758,8086829298.05758,5.59,1387374.41860465,1042.73220146181,1.04273220146181,8086829.29805758,16173658.5961152
"983","Central African Republic","CAF",7977059,2034,5.59,8.56796218773501,8567962187.73501,5.59,1427023.07692308,1074.07531870267,1.07407531870267,8567962.18773501,17135924.37547
"984","Central African Republic","CAF",8200171,2035,5.59,9.077720494,9077720494,5.59,1466935.77817531,1107.0159993005,1.1070159993005,9077720.494,18155440.988
"985","Central African Republic","CAF",8423550,2036,5.59,9.66077659466374,9660776594.66374,5.59,1506896.24329159,1146.87709987639,1.14687709987639,9660776.59466374,19321553.1893275
"986","Central African Republic","CAF",8646900,2037,5.59,10.2812820105764,10281282010.5764,5.59,1546851.52057245,1189.01363616746,1.18901363616746,10281282.0105764,20562564.0211527
"987","Central African Republic","CAF",8870492,2038,5.59,10.9416420869714,10941642086.9714,5.59,1586850.08944544,1233.48762244207,1.23348762244207,10941642.0869714,21883284.1739429
"988","Central African Republic","CAF",9093368,2039,5.59,11.644416662847,11644416662.847,5.59,1626720.5724508,1280.53947259662,1.28053947259662,11644416.662847,23288833.325694
"989","Central African Republic","CAF",9316419,2040,5.59,12.392329994,12392329994,5.59,1666622.36135957,1330.16022508219,1.33016022508219,12392329.994,24784659.988
"990","Central African Republic","CAF",9540435,2041,5.59,13.2260567954368,13226056795.4368,5.59,1706696.77996422,1386.31590650079,1.38631590650079,13226056.7954368,26452113.5908737
"991","Central African Republic","CAF",9763939,2042,5.59,14.1158747742205,14115874774.2205,5.59,1746679.60644007,1445.71517440047,1.44571517440047,14115874.7742205,28231749.548441
"992","Central African Republic","CAF",9986569,2043,5.59,15.065557612774,15065557612.774,5.59,1786506.0822898,1508.5819376779,1.5085819376779,15065557.612774,30131115.225548
"993","Chad","TCD",16644701,2020,5.97,24.489300487,24489300487,5.97,2788057.11892797,1471.29711053386,1.47129711053386,24489300.487,48978600.974
"994","Chad","TCD",17179740,2021,5.97,25.1282586569808,25128258656.9808,5.97,2877678.3919598,1462.66815778241,1.46266815778241,25128258.6569808,50256517.3139615
"995","Chad","TCD",17723315,2022,5.97,25.7838880888949,25783888088.8949,5.97,2968729.48073702,1454.80053189231,1.45480053189231,25783888.0888949,51567776.1777899
"996","Chad","TCD",18278568,2023,5.97,26.4566237579687,26456623757.9687,5.97,3061736.68341709,1447.41227857503,1.44741227857503,26456623.7579686,52913247.5159373
"997","Chad","TCD",18847148,2024,5.97,27.1469119885057,27146911988.5057,5.97,3156976.21440536,1440.37241011243,1.44037241011243,27146911.9885057,54293823.9770114
"998","Chad","TCD",19425960,2025,5.97,27.85521075,27855210750,5.97,3253929.64824121,1433.91681801054,1.43391681801054,27855210.75,55710421.5
"999","Chad","TCD",20013209,2026,5.97,29.6672201944089,29667220194.4089,5.97,3352296.31490787,1482.381970548,1.482381970548,29667220.1944089,59334440.3888179
"1000","Chad","TCD",20610497,2027,5.97,31.5971026736369,31597102673.6369,5.97,3452344.5561139,1533.05874543622,1.53305874543622,31597102.6736369,63194205.3472738
"1001","Chad","TCD",21217718,2028,5.97,33.6525259470217,33652525947.0217,5.97,3554056.61641541,1586.05774414674,1.58605774414674,33652525.9470217,67305051.8940434
"1002","Chad","TCD",21833626,2029,5.97,35.8416565693495,35841656569.3495,5.97,3657223.78559464,1641.58058626403,1.64158058626403,35841656.5693495,71683313.1386991
"1003","Chad","TCD",22460393,2030,5.97,38.173192338,38173192338,5.97,3762209.88274707,1699.57811236874,1.69957811236874,38173192.338,76346384.676
"1004","Chad","TCD",23097491,2031,5.97,40.7560354265676,40756035426.5676,5.97,3868926.46566164,1764.52219102792,1.76452219102792,40756035.4265676,81512070.8531352
"1005","Chad","TCD",23742563,2032,5.97,43.5136367161547,43513636716.1547,5.97,3976978.72696817,1832.72701924197,1.83272701924197,43513636.7161547,87027273.4323094
"1006","Chad","TCD",24395658,2033,5.97,46.4578205521731,46457820552.1731,5.97,4086374.87437186,1904.34791929667,1.90434791929667,46457820.5521731,92915641.1043462
"1007","Chad","TCD",25057645,2034,5.97,49.6012113291516,49601211329.1516,5.97,4197260.46901173,1979.48415859318,1.97948415859318,49601211.3291516,99202422.6583031
"1008","Chad","TCD",25729890,2035,5.97,52.957287623,52957287623,5.97,4309864.32160804,2058.20108920015,2.05820108920015,52957287.623,105914575.246
"1009","Chad","TCD",26409296,2036,5.97,56.5892215895862,56589221589.5862,5.97,4423667.67169179,2142.77660372265,2.14277660372265,56589221.5895862,113178443.179172
"1010","Chad","TCD",27095478,2037,5.97,60.4702420356678,60470242035.6678,5.97,4538606.03015075,2231.74664184436,2.23174664184436,60470242.0356678,120940484.071336
"1011","Chad","TCD",27791218,2038,5.97,64.6174318913969,64617431891.3969,5.97,4655145.39363484,2325.10255187077,2.32510255187077,64617431.8913969,129234863.782794
"1012","Chad","TCD",28494382,2039,5.97,69.0490456740107,69049045674.0107,5.97,4772928.30820771,2423.25121050215,2.42325121050215,69049045.6740107,138098091.348021
"1013","Chad","TCD",29202529,2040,5.97,73.784589838,73784589838,5.97,4891545.8961474,2526.65068282271,2.52665068282271,73784589.838,147569179.676
"1014","Chad","TCD",29916883,2041,5.97,78.7588983879445,78758898387.9445,5.97,5011203.18257956,2632.59038008554,2.63259038008554,78758898.3879445,157517796.775889
"1015","Chad","TCD",30634772,2042,5.97,84.0685580675,84068558067.5,5.97,5131452.59631491,2744.22013219161,2.74422013219161,84068558.0675,168137116.135
"1016","Chad","TCD",31353517,2043,5.97,89.7361771204056,89736177120.4056,5.97,5251845.39363484,2862.0769121501,2.8620769121501,89736177.1204056,179472354.240811
"1017","Chad","TCD",32075501,2044,5.97,95.7858879620518,95785887962.0518,5.97,5372780.73701843,2986.26319077765,2.98626319077765,95785887.9620518,191571775.924104
"1018","Chad","TCD",32800555,2045,5.97,102.243449934,102243449934,5.97,5494230.31825796,3117.12560760024,3.11712560760024,102243449.934,204486899.868
"1019","Chad","TCD",33528227,2046,5.97,108.928493643696,108928493643.696,5.97,5616118.42546064,3248.85934599811,3.24885934599811,108928493.643696,217856987.287392
"1020","Chad","TCD",34258637,2047,5.97,116.050629503837,116050629503.837,5.97,5738465.15912898,3387.48530783163,3.38748530783163,116050629.503837,232101259.007674
"1021","Chad","TCD",34991776,2048,5.97,123.638436167948,123638436167.948,5.97,5861269.01172529,3533.35698559422,3.53335698559422,123638436.167948,247276872.335896
"1022","Chad","TCD",35722806,2049,5.97,131.722360864491,131722360864.491,5.97,5983719.59798995,3687.3464213447,3.6873464213447,131722360.864491,263444721.728982
"1023","Chad","TCD",36452035,2050,5.97,140.334841571,140334841571,5.97,6105868.50921273,3849.84930391403,3.84984930391403,140334841.571,280669683.142
"1024","Chile","CHL",19300315,2020,3.04,441.044457602,441044457602,3.04,6348787.82894737,22851.6714676418,22.8516714676419,441044457.602,882088915.204
"1025","Chile","CHL",19493184,2021,3.04,457.375425901066,457375425901.066,3.04,6412231.57894737,23463.3513899559,23.4633513899559,457375425.901066,914750851.802132
"1026","Chile","CHL",19603733,2022,3.04,474.311096336137,474311096336.137,3.04,6448596.38157895,24194.9375833744,24.1949375833744,474311096.336137,948622192.672275
"1027","Chile","CHL",19629590,2023,3.04,491.873859782426,491873859782.426,3.04,6457101.97368421,25057.7755206515,25.0577755206515,491873859.782426,983747719.564853
"1028","Chile","CHL",19658839,2024,3.04,510.08693620316,510086936203.16,3.04,6466723.35526316,25946.9512010938,25.9469512010938,510086936.20316,1020173872.40632
"1029","Chile","CHL",19690323,2025,3.04,528.974405349,528974405349,3.04,6477079.93421053,26864.6890835158,26.8646890835158,528974405.349,1057948810.698
"1030","Chile","CHL",19726828,2026,3.04,540.089303591582,540089303591.582,3.04,6489088.15789474,27378.4160125278,27.3784160125278,540089303.591582,1080178607.18316
"1031","Chile","CHL",19768916,2027,3.04,551.437749925892,551437749925.892,3.04,6502932.89473684,27894.1824592655,27.8941824592655,551437749.925892,1102875499.85178
"1032","Chile","CHL",19815709,2028,3.04,563.024651703306,563024651703.306,3.04,6518325.32894737,28413.0460183537,28.4130460183537,563024651.703306,1126049303.40661
"1033","Chile","CHL",19869597,2029,3.04,574.855019389278,574855019389.278,3.04,6536051.64473684,28931.3879586626,28.9313879586626,574855019.389278,1149710038.77856
"1034","Chile","CHL",19933769,2030,3.04,586.93396873,586933968730,3.04,6557160.85526316,29444.2043915528,29.4442043915528,586933968.73,1173867937.46
"1035","Chile","CHL",20007762,2031,3.04,596.8129197219,596812919721.9,3.04,6581500.65789474,29829.0693242902,29.8290693242902,596812919.7219,1193625839.4438
"1036","Chile","CHL",20088390,2032,3.04,606.858147804409,606858147804.409,3.04,6608023.02631579,30209.3969603542,30.2093969603542,606858147.804409,1213716295.60882
"1037","Chile","CHL",20169162,2033,3.04,617.072451662417,617072451662.417,3.04,6634592.76315789,30594.8482967422,30.5948482967422,617072451.662417,1234144903.32483
"1038","Chile","CHL",20245117,2034,3.04,627.458677086743,627458677086.743,3.04,6659577.96052632,30993.0872262553,30.9930872262553,627458677.086743,1254917354.17349
"1039","Chile","CHL",20315156,2035,3.04,638.019717767,638019717767,3.04,6682617.10526316,31406.0949257293,31.4060949257293,638019717.767,1276039435.534
"1040","Chile","CHL",20379048,2036,3.04,648.402878287331,648402878287.331,3.04,6703634.21052632,31817.1328850755,31.8171328850755,648402878.287331,1296805756.57466
"1041","Chile","CHL",20436429,2037,3.04,658.955014811677,658955014811.677,3.04,6722509.53947368,32244.1369190125,32.2441369190125,658955014.811677,1317910029.62335
"1042","Chile","CHL",20487618,2038,3.04,669.678877262846,669678877262.846,3.04,6739348.02631579,32687.0052566797,32.6870052566797,669678877.262846,1339357754.52569
"1043","Chile","CHL",20532535,2039,3.04,680.577260316009,680577260316.009,3.04,6754123.35526316,33146.285167224,33.146285167224,680577260.316009,1361154520.63202
"1044","Chile","CHL",20571208,2040,3.04,691.653004127,691653004127,3.04,6766844.73684211,33622.3815405979,33.6223815405979,691653004.127,1383306008.254
"1045","Chile","CHL",20603919,2041,3.04,702.646973638527,702646973638.527,3.04,6777604.93421053,34102.5886210544,34.1025886210544,702646973.638527,1405293947.27705
"1046","Chile","CHL",20630732,2042,3.04,713.815694600419,713815694600.419,3.04,6786425,34599.630037384,34.599630037384,713815694.600419,1427631389.20084
"1047","Chile","CHL",20652665,2043,3.04,725.161944723618,725161944723.618,3.04,6793639.80263158,35112.2697590659,35.1122697590659,725161944.723618,1450323889.44724
"1048","Chile","CHL",20669717,2044,3.04,736.688545871362,736688545871.362,3.04,6799249.01315789,35640.9594708705,35.6409594708705,736688545.871362,1473377091.74272
"1049","Chile","CHL",20675378,2050,3.04,807.498298462,807498298462,3.04,6801111.18421053,39056.0355637512,39.0560355637512,807498298.462,1614996596.924
"1050","Chile","CHL",20681489,2045,3.04,748.398364761,748398364761,3.04,6803121.38157895,36186.8705276008,36.1868705276008,748398364.761,1496796729.522
"1051","Chile","CHL",20685213,2049,3.04,795.316254715766,795316254715.766,3.04,6804346.38157895,38448.5407385346,38.4485407385346,795316254.715766,1590632509.43153
"1052","Chile","CHL",20688625,2046,3.04,759.861756292444,759861756292.444,3.04,6805468.75,36728.4803263844,36.7284803263844,759861756.292444,1519723512.58489
"1053","Chile","CHL",20690521,2048,3.04,783.317991158441,783317991158.441,3.04,6806092.43421053,37858.7852455934,37.8587852455934,783317991.158441,1566635982.31688
"1054","Chile","CHL",20691596,2047,3.04,771.500735253779,771500735253.779,3.04,6806446.05263158,37285.7045562739,37.2857045562739,771500735.253779,1543001470.50756
"1055","China","CHN",1291395968,2050,2.76,53926.228082774,53926228082774,2.76,467897089.855072,41758.0892453073,41.7580892453073,53926228082.774,107852456165.548
"1056","China","CHN",1300755584,2049,2.76,53029.9713758331,53029971375833.1,2.76,471288255.072464,40768.5902164331,40.7685902164331,53029971375.8331,106059942751.666
"1057","China","CHN",1309373312,2048,2.76,52148.6105018347,52148610501834.7,2.76,474410620.289855,39827.1524430114,39.8271524430114,52148610501.8347,104297221003.669
"1058","China","CHN",1317446272,2047,2.76,51281.8978912629,51281897891262.9,2.76,477335605.797101,38925.2290443787,38.9252290443787,51281897891.2629,102563795782.526
"1059","China","CHN",1324939776,2046,2.76,50429.5900892198,50429590089219.9,2.76,480050643.478261,38061.7979795784,38.0617979795784,50429590089.2199,100859180178.44
"1060","China","CHN",1331850368,2045,2.76,49591.447687041,49591447687041,2.76,482554481.15942,37234.9994252815,37.2349994252815,49591447687.041,99182895374.082
"1061","China","CHN",1338208512,2044,2.76,48662.7625210084,48662762521008.4,2.76,484858156.521739,36364.1107380793,36.3641107380793,48662762521.0084,97325525042.0167
"1062","China","CHN",1344025600,2043,2.76,47751.4685822505,47751468582250.5,2.76,486965797.101449,35528.6897677027,35.5286897677027,47751468582.2505,95502937164.501
"1063","China","CHN",1349490176,2042,2.76,46857.2401901199,46857240190119.9,2.76,488945715.942029,34722.1795485823,34.7221795485823,46857240190.1199,93714480380.2399
"1064","China","CHN",1354616320,2041,2.76,45979.7577628997,45979757762899.6,2.76,490803014.492754,33943.0118211625,33.9430118211625,45979757762.8996,91959515525.7993
"1065","China","CHN",1359600384,2040,2.76,45118.70770359,45118707703590,2.76,492608834.782609,33185.2713742614,33.1852713742614,45118707703.59,90237415407.18
"1066","China","CHN",1364531712,2039,2.76,44146.1233225186,44146123322518.6,2.76,494395547.826087,32352.5814272307,32.3525814272307,44146123322.5186,88292246645.0371
"1067","China","CHN",1369422336,2038,2.76,43194.5040893081,43194504089308.1,2.76,496167513.043478,31542.1349234573,31.5421349234573,43194504089.3081,86389008178.6163
"1068","China","CHN",1374247424,2037,2.76,42263.3980766675,42263398076667.5,2.76,497915733.333333,30753.84922582,30.75384922582,42263398076.6675,84526796153.335
"1069","China","CHN",1378979328,2036,2.76,41352.3630991054,41352363099105.4,2.76,499630191.304348,29987.6599013857,29.9876599013857,41352363099.1054,82704726198.2107
"1070","China","CHN",1383543424,2035,2.76,40460.966502935,40460966502935,2.76,501283849.275362,29244.4500122426,29.2444500122426,40460966502.935,80921933005.87
"1071","China","CHN",1387823616,2034,2.76,39309.317214493,39309317214493,2.76,502834643.478261,28324.4331349475,28.3244331349475,39309317214.493,78618634428.986
"1072","China","CHN",1391793280,2033,2.76,38190.447570192,38190447570192,2.76,504272927.536232,27439.7413171818,27.4397413171818,38190447570.192,76380895140.384
"1073","China","CHN",1395370240,2032,2.76,37103.4245558925,37103424555892.5,2.76,505568927.536232,26590.3797374183,26.5903797374183,37103424555.8925,74206849111.7849
"1074","China","CHN",1398609152,2031,2.76,36047.341714039,36047341714039,2.76,506742446.376812,25773.706444357,25.773706444357,36047341714.039,72094683428.0781
"1075","China","CHN",1401531648,2030,2.76,35021.318387775,35021318387775,2.76,507801321.73913,24987.8898116577,24.9878898116577,35021318387.775,70042636775.55
"1076","China","CHN",1404127488,2029,2.76,33785.867274951,33785867274951,2.76,508741843.478261,24061.8231347886,24.0618231347886,33785867274.951,67571734549.902
"1077","China","CHN",1406370816,2028,2.76,32593.9993144024,32593999314402.4,2.76,509554643.478261,23175.9639375241,23.1759639375241,32593999314.4024,65187998628.8047
"1078","China","CHN",1408257536,2027,2.76,31444.1770182087,31444177018208.7,2.76,510238237.681159,22328.4280143264,22.3284280143264,31444177018.2087,62888354036.4173
"1079","China","CHN",1409745664,2026,2.76,30334.9171365892,30334917136589.2,2.76,510777414.492754,21518.0070499505,21.5180070499505,30334917136.5892,60669834273.1784
"1080","China","CHN",1410828672,2025,2.76,29264.788744538,29264788744538,2.76,511169808.695652,20742.9784532604,20.7429784532604,29264788744.538,58529577489.076
"1081","China","CHN",1411100000,2020,2.76,22961.74944433,22961749444330,2.76,511268115.942029,16272.2340332577,16.2722340332577,22961749444.33,45923498888.66
"1082","China","CHN",1411514112,2024,2.76,27879.0075478663,27879007547866.3,2.76,511418156.521739,19751.1362520946,19.7511362520946,27879007547.8663,55758015095.7325
"1083","China","CHN",1411878144,2023,2.76,26558.8475159947,26558847515994.8,2.76,511550052.173913,18811.0054885833,18.8110054885833,26558847515.9948,53117695031.9895
"1084","China","CHN",1412175000,2022,2.76,25301.2012772258,25301201277225.8,2.76,511657608.695652,17916.4772618307,17.9164772618307,25301201277.2258,50602402554.4515
"1085","China","CHN",1412360000,2021,2.76,24103.1086038341,24103108603834.1,2.76,511724637.681159,17065.8391655343,17.0658391655343,24103108603.8341,48206217207.6681
"1086","Colombia","COL",50930662,2020,3.53,677.577723526,677577723526,3.53,14427949.5750708,13303.9253156772,13.3039253156772,677577723.526,1355155447.052
"1087","Colombia","COL",51516562,2021,3.53,709.216582203203,709216582203.203,3.53,14593926.9121813,13766.7684851175,13.7667684851175,709216582.203203,1418433164.40641
"1088","Colombia","COL",51874024,2022,3.53,742.332787823258,742332787823.258,3.53,14695190.9348442,14310.2988853006,14.3102988853006,742332787.823258,1484665575.64652
"1089","Colombia","COL",52085168,2023,3.53,776.995323721241,776995323721.241,3.53,14755005.0991501,14917.7847275301,14.9177847275301,776995323.721241,1553990647.44248
"1090","Colombia","COL",52340774,2024,3.53,813.276394344603,813276394344.603,3.53,14827414.7308782,15538.1040858242,15.5381040858242,813276394.344603,1626552788.68921
"1091","Colombia","COL",52610722,2025,3.53,851.25157566,851251575660,3.53,14903887.2521246,16180.1918563292,16.1801918563292,851251575.66,1702503151.32
"1092","Colombia","COL",52902741,2026,3.53,869.533238327502,869533238327.502,3.53,14986612.1813031,16436.4496411916,16.4364496411916,869533238.327502,1739066476.655
"1093","Colombia","COL",53213060,2027,3.53,888.207521930394,888207521930.394,3.53,15074521.2464589,16691.5325284882,16.6915325284882,888207521.930394,1776415043.86079
"1094","Colombia","COL",53527052,2028,3.53,907.282858480673,907282858480.673,3.53,15163470.8215297,16949.9874284254,16.9499874284254,907282858.480673,1814565716.96135
"1095","Colombia","COL",53833603,2029,3.53,926.767861078043,926767861078.043,3.53,15250312.4645892,17215.4158263946,17.2154158263946,926767861.078043,1853535722.15609
"1096","Colombia","COL",54129764,2030,3.53,946.671327799,946671327799,3.53,15334210.7648725,17488.9239827279,17.4889239827279,946671327.799,1893342655.598
"1097","Colombia","COL",54413737,2031,3.53,970.236130462447,970236130462.447,3.53,15414656.3739377,17830.72040177,17.83072040177,970236130.462447,1940472260.92489
"1098","Colombia","COL",54684075,2032,3.53,994.387514665084,994387514665.084,3.53,15491239.3767705,18184.2248344712,18.1842248344712,994387514.665084,1988775029.33017
"1099","Colombia","COL",54939194,2033,3.53,1019.14008175567,1019140081755.67,3.53,15563511.0481586,18550.3282366259,18.5503282366259,1019140081.75567,2038280163.51134
"1100","Colombia","COL",55178639,2034,3.53,1044.50879654374,1044508796543.74,3.53,15631342.4929178,18929.5860766654,18.9295860766654,1044508796.54374,2089017593.08749
"1101","Colombia","COL",55403609,2035,3.53,1070.508996347,1070508996347,3.53,15695073.3711048,19322.0083613506,19.3220083613506,1070508996.347,2141017992.694
"1102","Colombia","COL",55614410,2036,3.53,1097.24581618968,1097245816189.68,3.53,15754790.368272,19729.5236286726,19.7295236286726,1097245816.18968,2194491632.37937
"1103","Colombia","COL",55809100,2037,3.53,1124.65040952866,1124650409528.66,3.53,15809943.3427762,20151.7388656806,20.1517388656806,1124650409.52866,2249300819.05732
"1104","Colombia","COL",55987723,2038,3.53,1152.73945454199,1152739454541.99,3.53,15860544.7592068,20589.1469196201,20.5891469196201,1152739454.54199,2305478909.08398
"1105","Colombia","COL",56150514,2039,3.53,1181.53004595861,1181530045958.61,3.53,15906661.1898017,21042.1946619867,21.0421946619867,1181530045.95861,2363060091.91722
"1106","Colombia","COL",56298077,2040,3.53,1211.039705462,1211039705462,3.53,15948463.7393768,21511.2090855608,21.5112090855608,1211039705.462,2422079410.924
"1107","Colombia","COL",56431283,2041,3.53,1238.91549775415,1238915497754.15,3.53,15986199.1501416,21954.4095383078,21.9544095383078,1238915497.75415,2477830995.50829
"1108","Colombia","COL",56549346,2042,3.53,1267.43293688282,1267432936882.82,3.53,16019644.7592068,22412.8663996011,22.4128663996011,1267432936.88282,2534865873.76563
"1109","Colombia","COL",56651603,2043,3.53,1296.60679231747,1296606792317.47,3.53,16048612.7478754,22887.3804739023,22.8873804739023,1296606792.31747,2593213584.63493
"1110","Colombia","COL",56738474,2044,3.53,1326.45217349218,1326452173492.18,3.53,16073222.0963173,23378.3547561075,23.3783547561075,1326452173.49218,2652904346.98436
"1111","Colombia","COL",56812317,2045,3.53,1356.984537631,1356984537631,3.53,16094140.7932011,23885.3933317136,23.8853933317136,1356984537.631,2713969075.262
"1112","Colombia","COL",56873465,2046,3.53,1385.24281763277,1385242817632.77,3.53,16111463.1728045,24356.5750325353,24.3565750325353,1385242817.63277,2770485635.26554
"1113","Colombia","COL",56921552,2047,3.53,1414.08955709484,1414089557094.84,3.53,16125085.5524079,24842.7793587716,24.8427793587716,1414089557.09484,2828179114.18969
"1114","Colombia","COL",56956823,2048,3.53,1443.53701028523,1443537010285.23,3.53,16135077.3371105,25344.4088741612,25.3444088741612,1443537010.28523,2887074020.57045
"1115","Colombia","COL",56978269,2049,3.53,1473.59768665872,1473597686658.72,3.53,16141152.6912181,25862.4509400017,25.8624509400017,1473597686.65872,2947195373.31744
"1116","Colombia","COL",56987651,2050,3.53,1504.284356171,1504284356171,3.53,16143810.4815864,26396.6724329627,26.3966724329627,1504284356.171,3008568712.342
"1117","Comoros","COM",1004456,2033,5.37,4.15503580006775,4155035800.06775,5.37,187049.534450652,4136.60309666899,4.13660309666899,4155035.80006775,8310071.6001355
"1118","Comoros","COM",1019412,2034,5.37,4.32859430318821,4328594303.18821,5.37,189834.636871508,4246.16769587587,4.24616769587587,4328594.30318821,8657188.60637642
"1119","Comoros","COM",1034321,2035,5.37,4.509402456,4509402456,5.37,192610.986964618,4359.77076362174,4.35977076362174,4509402.456,9018804.912
"1120","Comoros","COM",1049114,2036,5.37,4.7148124403724,4714812440.3724,5.37,195365.73556797,4494.08971796431,4.49408971796431,4714812.4403724,9429624.88074481
"1121","Comoros","COM",1063780,2037,5.37,4.92957915484188,4929579154.84188,5.37,198096.834264432,4634.02127774717,4.63402127774717,4929579.15484188,9859158.30968376
"1122","Comoros","COM",1078375,2038,5.37,5.15412881237163,5154128812.37163,5.37,200814.711359404,4779.53291978359,4.77953291978359,5154128.81237163,10308257.6247433
"1123","Comoros","COM",1092920,2039,5.37,5.38890704055881,5388907040.55881,5.37,203523.277467412,4930.74245192586,4.93074245192586,5388907.04055881,10777814.0811176
"1124","Comoros","COM",1107417,2040,5.37,5.634379766,5634379766,5.37,206222.905027933,5087.85738886075,5.08785738886075,5634379.766,11268759.532
"1125","Comoros","COM",1121845,2041,5.37,5.90335226387879,5903352263.87879,5.37,208909.683426443,5262.18173087975,5.26218173087975,5903352.26387879,11806704.5277576
"1126","Comoros","COM",1136167,2042,5.37,6.18516489813811,6185164898.13811,5.37,211576.722532588,5443.88712058888,5.44388712058888,6185164.89813811,12370329.7962762
"1127","Comoros","COM",1150372,2043,5.37,6.48043062773685,6480430627.73685,5.37,214221.973929236,5633.33480625124,5.63333480625124,6480430.62773685,12960861.2554737
"1128","Comoros","COM",1164502,2044,5.37,6.78979167290297,6789791672.90297,5.37,216853.258845438,5830.63976953494,5.83063976953494,6789791.67290297,13579583.3458059
"1129","Comoros","COM",1178543,2045,5.37,7.113920912,7113920912,5.37,219467.970204842,6036.19970760507,6.03619970760507,7113920.912,14227841.824
"1130","Comoros","COM",1192453,2046,5.37,7.45573463906824,7455734639.06824,5.37,222058.286778398,6252.43480377696,6.25243480377696,7455734.63906824,14911469.2781365
"1131","Comoros","COM",1206213,2047,5.37,7.81397202693586,7813972026.93586,5.37,224620.670391061,6478.10297761329,6.47810297761329,7813972.02693586,15627944.0538717
"1132","Comoros","COM",1219782,2048,5.37,8.18942220901879,8189422209.01879,5.37,227147.48603352,6713.84084124769,6.71384084124769,8189422.20901879,16378844.4180376
"1133","Comoros","COM",1233111,2049,5.37,8.58291223546514,8582912235.46514,5.37,229629.608938547,6960.37277703722,6.96037277703722,8582912.23546514,17165824.4709303
"1134","Comoros","COM",1246207,2050,5.37,8.995308895,8995308895,5.37,232068.34264432,7218.14986996542,7.21814986996542,8995308.895,17990617.79
"1135","Comoros","COM",806166,2020,5.37,2.568600183,2568600183,5.37,150124.022346369,3186.19264890854,3.18619264890854,2568600.183,5137200.366
"1136","Comoros","COM",821625,2021,5.37,2.6586493569279,2658649356.9279,5.37,153002.793296089,3235.84281993354,3.23584281993354,2658649.3569279,5317298.7138558
"1137","Comoros","COM",836774,2022,5.37,2.75185544635349,2751855446.35349,5.37,155823.836126629,3288.64836425784,3.28864836425784,2751855.44635349,5503710.89270698
"1138","Comoros","COM",852075,2023,5.37,2.84832912542319,2848329125.42319,5.37,158673.184357542,3342.81504025255,3.34281504025255,2848329.12542319,5696658.25084639
"1139","Comoros","COM",867605,2024,5.37,2.94818494826268,2948184948.26268,5.37,161565.176908752,3398.0727961027,3.3980727961027,2948184.94826268,5896369.89652537
