Country,Year,Total_Access,Urban_Access,Rural_Access
DOM,2022,93.13852026,97.52023049,76.63115749
DOM,2023,94.07161759,98.49476141,77.40840336
DOM,2024,95.01406305,99.47903092,78.19353259
DOM,2025,95.96595029,100,78.98662515
DOM,2026,96.9273739,100,79.78776179
DOM,2027,97.89842942,100,80.59702411
DOM,2028,98.87921334,100,81.41449453
DOM,2029,99.86982313,100,82.2402563
DOM,2030,100,100,83.0743935
DOM,2031,100,100,83.91699111
DOM,2032,100,100,84.76813491
DOM,2033,100,100,85.6279116
DOM,2034,100,100,86.49640874
DOM,2035,100,100,87.37371477
DOM,2036,100,100,88.25991904
DOM,2037,100,100,89.15511181
DOM,2038,100,100,90.05938423
DOM,2039,100,100,90.97282841
DOM,2040,100,100,91.89553737
DOM,2041,100,100,92.82760507
DOM,2042,100,100,93.76912645
DOM,2043,100,100,94.72019738
DOM,2044,100,100,95.68091473
DOM,2045,100,100,96.65137633
DOM,2046,100,100,97.63168103
DOM,2047,100,100,98.62192864
DOM,2048,100,100,99.62222003
DOM,2049,100,100,100
DOM,2050,100,100,100
DZA,2020,99.7,99.9,98.9
DZA,2021,100,100,99.89726984
DZA,2022,100,100,100
DZA,2023,100,100,100
DZA,2024,100,100,100
DZA,2025,100,100,100
DZA,2026,100,100,100
DZA,2027,100,100,100
DZA,2028,100,100,100
DZA,2029,100,100,100
DZA,2030,100,100,100
DZA,2031,100,100,100
DZA,2032,100,100,100
DZA,2033,100,100,100
DZA,2034,100,100,100
DZA,2035,100,100,100
DZA,2036,100,100,100
DZA,2037,100,100,100
DZA,2038,100,100,100
DZA,2039,100,100,100
DZA,2040,100,100,100
DZA,2041,100,100,100
DZA,2042,100,100,100
DZA,2043,100,100,100
DZA,2044,100,100,100
DZA,2045,100,100,100
DZA,2046,100,100,100
DZA,2047,100,100,100
DZA,2048,100,100,100
DZA,2049,100,100,100
DZA,2050,100,100,100
ECU,2020,94.6,99,86
ECU,2021,95.54587465,99.98973217,86.86323815
ECU,2022,96.5012068,100,87.73514119
ECU,2023,97.466091,100,88.61579609
ECU,2024,98.44062276,100,89.5052907
ECU,2025,99.42489855,100,90.40371374
ECU,2026,100,100,91.31115485
ECU,2027,100,100,92.22770453
ECU,2028,100,100,93.15345422
ECU,2029,100,100,94.08849626
ECU,2030,100,100,95.03292394
ECU,2031,100,100,95.98683144
ECU,2032,100,100,96.95031395
ECU,2033,100,100,97.92346755
ECU,2034,100,100,98.90638933
ECU,2035,100,100,99.89917734
ECU,2036,100,100,100
ECU,2037,100,100,100
ECU,2038,100,100,100
ECU,2039,100,100,100
ECU,2040,100,100,100
ECU,2041,100,100,100
ECU,2042,100,100,100
ECU,2043,100,100,100
ECU,2044,100,100,100
ECU,2045,100,100,100
ECU,2046,100,100,100
ECU,2047,100,100,100
ECU,2048,100,100,100
ECU,2049,100,100,100
ECU,2050,100,100,100
EGY,2020,99.9,99.9,99.9
EGY,2021,100,100,100
EGY,2022,100,100,100
EGY,2023,100,100,100
EGY,2024,100,100,100
EGY,2025,100,100,100
EGY,2026,100,100,100
EGY,2027,100,100,100
EGY,2028,100,100,100
EGY,2029,100,100,100
EGY,2030,100,100,100
EGY,2031,100,100,100
EGY,2032,100,100,100
EGY,2033,100,100,100
EGY,2034,100,100,100
EGY,2035,100,100,100
EGY,2036,100,100,100
EGY,2037,100,100,100
EGY,2038,100,100,100
EGY,2039,100,100,100
EGY,2040,100,100,100
EGY,2041,100,100,100
EGY,2042,100,100,100
EGY,2043,100,100,100
EGY,2044,100,100,100
EGY,2045,100,100,100
EGY,2046,100,100,100
EGY,2047,100,100,100
EGY,2048,100,100,100
EGY,2049,100,100,100
EGY,2050,100,100,100
ERI,2020,11.1,23.8,0.9
ERI,2021,11.21521833,24.04440553,0.909062117
ERI,2022,11.33163262,24.2913209,0.91821548
ERI,2023,11.4492553,24.54077187,0.927461009
ERI,2024,11.56809891,24.79278449,0.936799632
ERI,2025,11.68817612,25.04738507,0.946232285
ERI,2026,11.80949973,25.30460017,0.955759915
ERI,2027,11.93208269,25.56445665,0.96538348
ERI,2028,12.05593806,25.82698164,0.975103944
ERI,2029,12.18107905,26.09220253,0.984922284
ERI,2030,12.30751901,26.36014701,0.994839485
ERI,2031,12.43527142,26.63084305,1.004856543
ERI,2032,12.5643499,26.9043189,1.014974462
ERI,2033,12.69476822,27.18060312,1.025194259
ERI,2034,12.82654029,27.45972454,1.035516959
ERI,2035,12.95968016,27.74171229,1.045943599
ERI,2036,13.09420202,28.02659582,1.056475225
ERI,2037,13.23012022,28.31440485,1.067112894
ERI,2038,13.36744926,28.60516944,1.077857674
ERI,2039,13.50620378,28.89891993,1.088710643
ERI,2040,13.64639857,29.19568698,1.099672891
ERI,2041,13.78804859,29.49550158,1.110745518
ERI,2042,13.93116894,29.79839502,1.121929635
ERI,2043,14.07577489,30.10439891,1.133226366
ERI,2044,14.22188184,30.41354519,1.144636843
ERI,2045,14.3695054,30.72586614,1.156162213
ERI,2046,14.51866129,31.04139437,1.167803632
ERI,2047,14.66936542,31.36016279,1.179562269
ERI,2048,14.82163386,31.68220469,1.191439304
ERI,2049,14.97548286,32.00755369,1.203435928
ERI,2050,15.13092881,32.33624373,1.215553347
ESP,2020,100,100,100
ESP,2021,100,100,100
ESP,2022,100,100,100
ESP,2023,100,100,100
ESP,2024,100,100,100
ESP,2025,100,100,100
ESP,2026,100,100,100
ESP,2027,100,100,100
ESP,2028,100,100,100
ESP,2029,100,100,100
ESP,2030,100,100,100
ESP,2031,100,100,100
ESP,2032,100,100,100
ESP,2033,100,100,100
ESP,2034,100,100,100
ESP,2035,100,100,100
ESP,2036,100,100,100
ESP,2037,100,100,100
ESP,2038,100,100,100
ESP,2039,100,100,100
ESP,2040,100,100,100
ESP,2041,100,100,100
ESP,2042,100,100,100
ESP,2043,100,100,100
ESP,2044,100,100,100
ESP,2045,100,100,100
ESP,2046,100,100,100
ESP,2047,100,100,100
ESP,2048,100,100,100
ESP,2049,100,100,100
ESP,2050,100,100,100
EST,2020,100,100,100
EST,2021,100,100,100
EST,2022,100,100,100
EST,2023,100,100,100
EST,2024,100,100,100
EST,2025,100,100,100
EST,2026,100,100,100
EST,2027,100,100,100
EST,2028,100,100,100
EST,2029,100,100,100
EST,2030,100,100,100
EST,2031,100,100,100
EST,2032,100,100,100
EST,2033,100,100,100
EST,2034,100,100,100
EST,2035,100,100,100
EST,2036,100,100,100
EST,2037,100,100,100
EST,2038,100,100,100
EST,2039,100,100,100
EST,2040,100,100,100
EST,2041,100,100,100
EST,2042,100,100,100
EST,2043,100,100,100
EST,2044,100,100,100
EST,2045,100,100,100
EST,2046,100,100,100
EST,2047,100,100,100
EST,2048,100,100,100
EST,2049,100,100,100
EST,2050,100,100,100
ETH,2020,6.8,25,0.4
ETH,2021,6.870936779,25.27802049,0.403853851
ETH,2022,6.942613562,25.55913279,0.407744833
ETH,2023,7.015038068,25.84337129,0.411673303
ETH,2024,7.088218098,26.13077076,0.415639622
ETH,2025,7.162161534,26.42136634,0.419644155
ETH,2026,7.236876338,26.71519358,0.42368727
ETH,2027,7.312370558,27.01228843,0.427769339
ETH,2028,7.388652325,27.31268721,0.431890738
ETH,2029,7.465729854,27.61642667,0.436051844
ETH,2030,7.543611446,27.92354397,0.440253042
ETH,2031,7.62230549,28.23407666,0.444494716
ETH,2032,7.701820461,28.54806273,0.448777257
ETH,2033,7.782164922,28.86554058,0.453101059
ETH,2034,7.863347526,29.18654904,0.457466519
ETH,2035,7.945377018,29.51112739,0.461874039
ETH,2036,8.028262232,29.83931531,0.466324024
ETH,2037,8.112012094,30.17115294,0.470816882
ETH,2038,8.196635625,30.50668089,0.475353027
ETH,2039,8.282141938,30.84594018,0.479932877
ETH,2040,8.368540243,31.18897231,0.484556852
ETH,2041,8.455839844,31.53581924,0.489225377
ETH,2042,8.544050145,31.88652339,0.493938881
ETH,2043,8.633180644,32.24112766,0.498697799
ETH,2044,8.723240942,32.59967542,0.503502566
ETH,2045,8.814240738,32.96221053,0.508353626
ETH,2046,8.906189834,33.32877732,0.513251424
ETH,2047,8.999098131,33.69942063,0.518196411
ETH,2048,9.092975636,34.07418581,0.523189041
ETH,2049,9.18783246,34.45311867,0.528229772
ETH,2050,9.283678818,34.83626559,0.53331907
FIN,2020,100,100,100
FIN,2021,100,100,100
FIN,2022,100,100,100
FIN,2023,100,100,100
FIN,2024,100,100,100
FIN,2025,100,100,100
FIN,2026,100,100,100
FIN,2027,100,100,100
FIN,2028,100,100,100
FIN,2029,100,100,100
FIN,2030,100,100,100
FIN,2031,100,100,100
FIN,2032,100,100,100
FIN,2033,100,100,100
FIN,2034,100,100,100
FIN,2035,100,100,100
FIN,2036,100,100,100
FIN,2037,100,100,100
FIN,2038,100,100,100
FIN,2039,100,100,100
FIN,2040,100,100,100
FIN,2041,100,100,100
FIN,2042,100,100,100
FIN,2043,100,100,100
FIN,2044,100,100,100
FIN,2045,100,100,100
FIN,2046,100,100,100
FIN,2047,100,100,100
FIN,2048,100,100,100
FIN,2049,100,100,100
FIN,2050,100,100,100
FJI,2020,49.8,67.7,25.6
FJI,2021,50.29665954,68.37375334,25.85849381
FJI,2022,50.7982723,69.0542119,26.11959774
FJI,2023,51.30488769,69.74144242,26.38333814
FJI,2024,51.8165556,70.43551228,26.64974163
FJI,2025,52.33332641,71.13648955,26.91883512
FJI,2026,52.85525102,71.84444299,27.19064575
FJI,2027,53.38238083,72.559442,27.46520097
FJI,2028,53.91476775,73.28155672,27.74252848
FJI,2029,54.4524642,74.01085795,28.02265629
FJI,2030,54.99552315,74.74741722,28.30561266
FJI,2031,55.54399807,75.49130677,28.59142616
FJI,2032,56.09794298,76.24259953,28.88012564
FJI,2033,56.65741243,77.00136919,29.17174024
FJI,2034,57.22246151,77.76769016,29.46629939
FJI,2035,57.79314587,78.54163759,29.76383282
FJI,2036,58.36952171,79.32328737,30.06437058
FJI,2037,58.9516458,80.11271617,30.36794298
FJI,2038,59.53957546,80.9100014,30.67458069
FJI,2039,60.13336859,81.71522125,30.98431464
FJI,2040,60.73308367,82.52845468,31.2971761
FJI,2041,61.33877976,83.34978144,31.61319666
FJI,2042,61.95051651,84.17928209,31.93240821
FJI,2043,62.56835415,85.01703796,32.25484296
FJI,2044,63.19235355,85.86313121,32.58053348
FJI,2045,63.82257614,86.71764482,32.90951263
FJI,2046,64.45908399,87.58066258,33.24181361
FJI,2047,65.10193979,88.45226914,33.57746998
FJI,2048,65.75120684,89.33254996,33.91651561
FJI,2049,66.40694909,90.22159138,34.25898472
FJI,2050,67.06923111,91.11948057,34.60491188
FRA,2020,100,100,100
FRA,2021,100,100,100
FRA,2022,100,100,100
FRA,2023,100,100,100
FRA,2024,100,100,100
FRA,2025,100,100,100
FRA,2026,100,100,100
FRA,2027,100,100,100
FRA,2028,100,100,100
FRA,2029,100,100,100
FRA,2030,100,100,100
FRA,2031,100,100,100
FRA,2032,100,100,100
FRA,2033,100,100,100
FRA,2034,100,100,100
FRA,2035,100,100,100
FRA,2036,100,100,100
FRA,2037,100,100,100
FRA,2038,100,100,100
FRA,2039,100,100,100
FRA,2040,100,100,100
FRA,2041,100,100,100
FRA,2042,100,100,100
FRA,2043,100,100,100
FRA,2044,100,100,100
FRA,2045,100,100,100
FRA,2046,100,100,100
FRA,2047,100,100,100
FRA,2048,100,100,100
FRA,2049,100,100,100
FRA,2050,100,100,100
FSM,2020,13.2,34.1,3.7
FSM,2021,13.32886447,34.43739633,3.736205717
FSM,2022,13.45898696,34.77813097,3.772765719
FSM,2023,13.59037978,35.12223695,3.809683473
FSM,2024,13.72305531,35.46974762,3.846962479
FSM,2025,13.85702608,35.82069667,3.884606272
FSM,2026,13.99230474,36.17511813,3.922618423
FSM,2027,14.12890405,36.53304634,3.961002534
FSM,2028,14.2668369,36.89451601,3.999762247
FSM,2029,14.40611632,37.25956218,4.038901237
FSM,2030,14.54675544,37.62822023,4.078423214
FSM,2031,14.68876756,38.0005259,4.118331927
FSM,2032,14.83216605,38.37651529,4.158631159
FSM,2033,14.97696447,38.75622483,4.199324733
FSM,2034,15.12317648,39.13969135,4.240416507
FSM,2035,15.27081588,39.526952,4.281910378
FSM,2036,15.4198966,39.91804433,4.323810279
FSM,2037,15.57043272,40.31300626,4.366120185
FSM,2038,15.72243844,40.71187607,4.408844108
FSM,2039,15.8759281,41.11469242,4.451986098
FSM,2040,16.03091621,41.52149436,4.495550246
FSM,2041,16.18741738,41.93232134,4.539540684
FSM,2042,16.34544639,42.34721317,4.583961583
FSM,2043,16.50501814,42.76621007,4.628817155
FSM,2044,16.66614772,43.18935266,4.674111654
FSM,2045,16.82885031,43.61668196,4.719849374
FSM,2046,16.99314128,44.04823939,4.766034653
FSM,2047,17.15903613,44.48406679,4.81267187
FSM,2048,17.32655052,44.92420641,4.859765447
FSM,2049,17.49570027,45.36870091,4.907319851
FSM,2050,17.66650134,45.81759338,4.95533959
GAB,2020,89.3,94.6,49.1
GAB,2021,90.27991522,95.58328375,49.63966727
GAB,2022,91.27058334,96.57678787,50.18526613
GAB,2023,92.27212236,97.58061859,50.73686177
GAB,2024,93.28465155,98.59488325,51.29452009
GAB,2025,94.30829153,99.6196903,51.85830775
GAB,2026,95.34316421,100,52.4282921
GAB,2027,96.38939285,100,53.00454125
GAB,2028,97.44710207,100,53.58712406
GAB,2029,98.51641785,100,54.17611016
GAB,2030,99.59746754,100,54.7715699
GAB,2031,100,100,55.37357446
GAB,2032,100,100,55.98219576
GAB,2033,100,100,56.59750654
GAB,2034,100,100,57.2195803
GAB,2035,100,100,57.8484914
GAB,2036,100,100,58.48431498
GAB,2037,100,100,59.12712701
GAB,2038,100,100,59.77700431
GAB,2039,100,100,60.43402453
GAB,2040,100,100,61.09826619
GAB,2041,100,100,61.76980865
GAB,2042,100,100,62.44873215
GAB,2043,100,100,63.13511783
GAB,2044,100,100,63.82904771
GAB,2045,100,100,64.5306047
GAB,2046,100,100,65.23987263
GAB,2047,100,100,65.95693626
GAB,2048,100,100,66.68188127
GAB,2049,100,100,67.41479428
GAB,2050,100,100,68.15576288
GBR,2020,100,100,100
GBR,2021,100,100,100
GBR,2022,100,100,100
GBR,2023,100,100,100
GBR,2024,100,100,100
GBR,2025,100,100,100
GBR,2026,100,100,100
GBR,2027,100,100,100
GBR,2028,100,100,100
GBR,2029,100,100,100
GBR,2030,100,100,100
GBR,2031,100,100,100
GBR,2032,100,100,100
GBR,2033,100,100,100
GBR,2034,100,100,100
GBR,2035,100,100,100
GBR,2036,100,100,100
GBR,2037,100,100,100
GBR,2038,100,100,100
GBR,2039,100,100,100
GBR,2040,100,100,100
GBR,2041,100,100,100
GBR,2042,100,100,100
GBR,2043,100,100,100
GBR,2044,100,100,100
GBR,2045,100,100,100
GBR,2046,100,100,100
GBR,2047,100,100,100
GBR,2048,100,100,100
GBR,2049,100,100,100
GBR,2050,100,100,100
GEO,2020,89.3,97.2,78.9
GEO,2021,90.19995048,98.17252967,79.76571363
GEO,2022,91.10897052,99.15478994,80.64092612
GEO,2023,92.0271515,100,81.5257417
GEO,2024,92.95458576,100,82.42026573
GEO,2025,93.89136655,100,83.32460474
GEO,2026,94.83758805,100,84.23886641
GEO,2027,95.79334542,100,85.16315963
GEO,2028,96.75873476,100,86.09759447
GEO,2029,97.73385312,100,87.04228219
GEO,2030,98.71879857,100,87.9973353
GEO,2031,99.71367013,100,88.96286752
GEO,2032,100,100,89.93899385
GEO,2033,100,100,90.92583052
GEO,2034,100,100,91.92349504
GEO,2035,100,100,92.93210623
GEO,2036,100,100,93.95178419
GEO,2037,100,100,94.98265036
GEO,2038,100,100,96.02482748
GEO,2039,100,100,97.07843968
GEO,2040,100,100,98.14361241
GEO,2041,100,100,99.22047253
GEO,2042,100,100,100
GEO,2043,100,100,100
GEO,2044,100,100,100
GEO,2045,100,100,100
GEO,2046,100,100,100
GEO,2047,100,100,100
GEO,2048,100,100,100
GEO,2049,100,100,100
GEO,2050,100,100,100
GHA,2020,28.7,44.2,11.1
GHA,2021,29.00202094,44.65690815,11.22137239
GHA,2022,29.30722016,45.11853948,11.34407193
GHA,2023,29.61563111,45.58494284,11.46811311
GHA,2024,29.92728759,46.05616754,11.59351062
GHA,2025,30.24222374,46.53226342,11.72027928
GHA,2026,30.56047408,47.01328085,11.84843408
GHA,2027,30.8820735,47.49927069,11.97799019
GHA,2028,31.20705722,47.99028435,12.10896292
GHA,2029,31.53546087,48.48637376,12.24136777
GHA,2030,31.86732044,48.98759138,12.37522039
GHA,2031,32.20267229,49.49399024,12.51053661
GHA,2032,32.54155318,50.00562389,12.64733245
GHA,2033,32.88400023,50.52254645,12.78562407
GHA,2034,33.23005099,51.04481258,12.92542783
GHA,2035,33.57974337,51.57247753,13.06676028
GHA,2036,33.93311569,52.1055971,13.20963811
GHA,2037,34.29020669,52.64422768,13.35407823
GHA,2038,34.65105549,53.18842625,13.50009773
GHA,2039,35.01570163,53.73825035,13.64771387
GHA,2040,35.38418509,54.29375814,13.79694411
GHA,2041,35.75654623,54.85500837,13.94780611
GHA,2042,36.13282588,55.42206041,14.10031769
GHA,2043,36.51306525,55.99497423,14.25449691
GHA,2044,36.89730603,56.57381043,14.41036199
GHA,2045,37.28559032,57.15863022,14.56793137
GHA,2046,37.67796067,57.74949547,14.72722368
GHA,2047,38.07446009,58.34646865,14.88825777
GHA,2048,38.47513201,58.94961293,15.05105267
GHA,2049,38.88002036,59.55899207,15.21562765
GHA,2050,39.2891695,60.17467055,15.38200217
GIN,2020,0.9,2.2,0.1
GIN,2021,0.909002485,2.221794147,0.100994006
GIN,2022,0.91809502,2.243804196,0.101997893
GIN,2023,0.927278505,2.266032287,0.103011758
GIN,2024,0.936553851,2.288480578,0.104035701
GIN,2025,0.945921976,2.311151252,0.105069823
GIN,2026,0.955383807,2.334046511,0.106114223
GIN,2027,0.964940284,2.35716858,0.107169005
GIN,2028,0.974592351,2.380519707,0.108234271
GIN,2029,0.984340966,2.40410216,0.109310127
GIN,2030,0.994187093,2.427918231,0.110396676
GIN,2031,1.00413171,2.451970234,0.111494026
GIN,2032,1.014175799,2.476260506,0.112602283
GIN,2033,1.024320358,2.500791409,0.113721557
GIN,2034,1.03456639,2.525565325,0.114851956
GIN,2035,1.044914911,2.550584663,0.115993592
GIN,2036,1.055366945,2.575851852,0.117146575
GIN,2037,1.065923529,2.601369349,0.118311019
GIN,2038,1.076585707,2.627139634,0.119487038
GIN,2039,1.087354537,2.65316521,0.120674747
GIN,2040,1.098231085,2.679448607,0.121874261
GIN,2041,1.109216429,2.705992378,0.123085699
GIN,2042,1.120311656,2.732799103,0.124309178
GIN,2043,1.131517866,2.759871388,0.125544819
GIN,2044,1.142836169,2.787211862,0.126792742
GIN,2045,1.154267686,2.814823182,0.12805307
GIN,2046,1.165813551,2.842708032,0.129325925
GIN,2047,1.177474905,2.870869122,0.130611433
GIN,2048,1.189252906,2.899309187,0.131909719
GIN,2049,1.201148719,2.928030992,0.133220909
GIN,2050,1.213163523,2.957037328,0.134545133
GMB,2020,1.8,2.5,0.2
GMB,2021,1.819178,2.525159407,0.203838942
GMB,2022,1.83856033,2.550572012,0.207751571
GMB,2023,1.858149169,2.576240363,0.211739303
GMB,2024,1.877946715,2.602167035,0.215803577
GMB,2025,1.897955194,2.628354626,0.219945864
GMB,2026,1.918176852,2.654805763,0.224167662
GMB,2027,1.93861396,2.681523099,0.228470495
GMB,2028,1.959268815,2.708509311,0.23285592
GMB,2029,1.980143735,2.735767106,0.237325522
GMB,2030,2.001241066,2.763299217,0.241880916
GMB,2031,2.022563177,2.791108404,0.24652375
GMB,2032,2.044112464,2.819197457,0.251255702
GMB,2033,2.065891346,2.847569191,0.256078483
GMB,2034,2.08790227,2.876226451,0.260993835
GMB,2035,2.110147709,2.905172112,0.266003536
GMB,2036,2.13263016,2.934409074,0.271109397
GMB,2037,2.155352149,2.963940271,0.276313263
GMB,2038,2.178316228,2.993768663,0.281617016
GMB,2039,2.201524977,3.02389724,0.287022573
GMB,2040,2.224981002,3.054329024,0.292531889
GMB,2041,2.248686938,3.085067066,0.298146953
GMB,2042,2.272645448,3.116114449,0.303869798
GMB,2043,2.296859222,3.147474286,0.30970249
GMB,2044,2.32133098,3.17914972,0.31564714
GMB,2045,2.346063472,3.211143928,0.321705895
GMB,2046,2.371059474,3.243460119,0.327880947
GMB,2047,2.396321795,3.276101532,0.334174527
GMB,2048,2.421853272,3.30907144,0.34058891
GMB,2049,2.447656773,3.34237315,0.347126415
GMB,2050,2.473735196,3.37601,0.353789406
GNB,2020,1,2,0.1
GNB,2021,1.009852025,2.020286335,0.100984375
GNB,2022,1.019801112,2.040778438,0.10197844
GNB,2023,1.029848218,2.061478396,0.10298229
GNB,2024,1.039994308,2.082388317,0.103996022
GNB,2025,1.050240358,2.103510331,0.105019733
GNB,2026,1.060587352,2.124846589,0.106053521
GNB,2027,1.071036285,2.146399264,0.107097485
GNB,2028,1.081588161,2.168170551,0.108151726
GNB,2029,1.092243994,2.190162669,0.109216345
GNB,2030,1.103004809,2.212377856,0.110291443
GNB,2031,1.11387164,2.234818375,0.111377125
GNB,2032,1.124845531,2.257486513,0.112473493
GNB,2033,1.135927537,2.280384577,0.113580654
GNB,2034,1.147118723,2.3035149,0.114698714
GNB,2035,1.158420166,2.326879838,0.115827779
GNB,2036,1.16983295,2.35048177,0.116967959
GNB,2037,1.181358173,2.3743231,0.118119362
GNB,2038,1.192996943,2.398406258,0.1192821
GNB,2039,1.204750379,2.422733694,0.120456283
GNB,2040,1.216619609,2.447307888,0.121642024
GNB,2041,1.228605776,2.472131343,0.122839438
GNB,2042,1.24071003,2.497206585,0.124048639
GNB,2043,1.252933536,2.52253617,0.125269742
GNB,2044,1.265277469,2.548122677,0.126502866
GNB,2045,1.277743014,2.573968713,0.127748129
GNB,2046,1.29033137,2.600076909,0.12900565
GNB,2047,1.303043746,2.626449925,0.130275549
GNB,2048,1.315881366,2.653090447,0.131557949
GNB,2049,1.328845461,2.680001188,0.132852973
GNB,2050,1.34193728,2.707184889,0.134160744
GNQ,2020,23.9,31.3,4.1
GNQ,2021,24.24575403,31.72178005,4.178555299
GNQ,2022,24.59650998,32.14924376,4.258615705
GNQ,2023,24.95234021,32.58246771,4.340210054
GNQ,2024,25.31331813,33.02152953,4.423367736
GNQ,2025,25.6795182,33.46650789,4.508118706
GNQ,2026,26.05101598,33.9174825,4.59449349
GNQ,2027,26.42788811,34.37453418,4.6825232
GNQ,2028,26.81021233,34.83774481,4.772239544
GNQ,2029,27.19806751,35.3071974,4.863674838
GNQ,2030,27.59153368,35.78297604,4.956862017
GNQ,2031,27.99069201,36.26516599,5.051834646
GNQ,2032,28.39562484,36.75385365,5.148626934
GNQ,2033,28.80641571,37.24912657,5.247273746
GNQ,2034,29.22314936,37.75107348,5.347810615
GNQ,2035,29.64591178,38.25978434,5.450273752
GNQ,2036,30.07479016,38.77535028,5.554700065
GNQ,2037,30.50987301,39.29786367,5.661127169
GNQ,2038,30.95125006,39.82741814,5.769593398
GNQ,2039,31.39901238,40.36410858,5.880137822
GNQ,2040,31.85325234,40.90803113,5.992800257
GNQ,2041,32.31406366,41.45928325,6.107621286
GNQ,2042,32.78154139,42.01796372,6.224642266
GNQ,2043,33.25578198,42.58417263,6.343905348
GNQ,2044,33.73688326,43.15801144,6.46545349
GNQ,2045,34.22494449,43.73958295,6.589330474
GNQ,2046,34.72006635,44.32899137,6.715580919
GNQ,2047,35.22235099,44.92634231,6.844250302
GNQ,2048,35.73190203,45.53174279,6.975384968
GNQ,2049,36.24882459,46.14530128,7.109032152
GNQ,2050,36.77322531,46.76712772,7.245239993
GRC,2020,100,100,100
GRC,2021,100,100,100
GRC,2022,100,100,100
GRC,2023,100,100,100
GRC,2024,100,100,100
GRC,2025,100,100,100
GRC,2026,100,100,100
GRC,2027,100,100,100
GRC,2028,100,100,100
GRC,2029,100,100,100
GRC,2030,100,100,100
GRC,2031,100,100,100
GRC,2032,100,100,100
GRC,2033,100,100,100
GRC,2034,100,100,100
GRC,2035,100,100,100
GRC,2036,100,100,100
GRC,2037,100,100,100
GRC,2038,100,100,100
GRC,2039,100,100,100
GRC,2040,100,100,100
GRC,2041,100,100,100
GRC,2042,100,100,100
GRC,2043,100,100,100
GRC,2044,100,100,100
GRC,2045,100,100,100
GRC,2046,100,100,100
GRC,2047,100,100,100
GRC,2048,100,100,100
GRC,2049,100,100,100
GRC,2050,100,100,100
GRD,2020,88.7,94.4,87.8
GRD,2021,89.58378348,95.34243134,88.67441982
GRD,2022,90.47637275,96.29427133,89.55754818
GRD,2023,91.37785554,97.2556139,90.44947181
GRD,2024,92.28832047,98.22655392,91.35027831
GRD,2025,93.20785703,99.20718721,92.26005614
GRD,2026,94.13655561,100,93.17889466
GRD,2027,95.0745075,100,94.10688409
GRD,2028,96.0218049,100,95.04411558
GRD,2029,96.97854092,100,95.99068116
GRD,2030,97.9448096,100,96.9466738
GRD,2031,98.92070593,100,97.91218739
GRD,2032,99.90632584,100,98.88731674
GRD,2033,100,100,99.87215762
GRD,2034,100,100,100
GRD,2035,100,100,100
GRD,2036,100,100,100
GRD,2037,100,100,100
GRD,2038,100,100,100
GRD,2039,100,100,100
GRD,2040,100,100,100
GRD,2041,100,100,100
GRD,2042,100,100,100
GRD,2043,100,100,100
GRD,2044,100,100,100
GRD,2045,100,100,100
GRD,2046,100,100,100
GRD,2047,100,100,100
GRD,2048,100,100,100
GRD,2049,100,100,100
GRD,2050,100,100,100
GTM,2020,47.3,72.4,11.9
GTM,2021,47.76629503,73.11894364,12.0134159
GTM,2022,48.23718691,73.8450265,12.12791274
GTM,2023,48.71272096,74.57831949,12.24350082
GTM,2024,49.19294294,75.31889419,12.36019055
GTM,2025,49.67789906,76.06682291,12.47799241
GTM,2026,50.167636,76.82217869,12.59691701
GTM,2027,50.66220089,77.58503528,12.71697505
GTM,2028,51.16164133,78.35546715,12.83817734
GTM,2029,51.66600536,79.13354953,12.96053477
GTM,2030,52.17534155,79.9193584,13.08405837
GTM,2031,52.68969889,80.71297048,13.20875923
GTM,2032,53.2091269,81.51446325,13.33464859
GTM,2033,53.73367555,82.32391497,13.46173776
GTM,2034,54.26339534,83.14140468,13.5900382
GTM,2035,54.79833723,83.9670122,13.71956143
GTM,2036,55.33855271,84.80081812,13.85031911
GTM,2037,55.88409377,85.64290388,13.98232301
GTM,2038,56.4350129,86.49335168,14.11558501
GTM,2039,56.99136313,87.35224457,14.2501171
GTM,2040,57.553198,88.2196664,14.38593137
GTM,2041,58.12057158,89.09570187,14.52304006
GTM,2042,58.69353846,89.98043651,14.6614555
GTM,2043,59.2721538,90.87395671,14.80119014
GTM,2044,59.85647326,91.77634971,14.94225655
GTM,2045,60.44655309,92.68770361,15.08466743
GTM,2046,61.04245007,93.60810741,15.2284356
GTM,2047,61.64422155,94.53765096,15.37357398
GTM,2048,62.25192544,95.47642503,15.52009564
GTM,2049,62.86562023,96.42452128,15.66801377
GTM,2050,63.48536497,97.38203228,15.81734166
GUY,2020,81,84.85,79.9
GUY,2021,81.83306748,85.70864469,80.74881829
GUY,2022,82.67470288,86.57597848,81.606654
GUY,2023,83.52499432,87.45208931,82.47360294
GUY,2024,84.38403083,88.33706599,83.34976191
GUY,2025,85.25190234,89.23099825,84.23522877
GUY,2026,86.12869972,90.13397671,85.13010239
GUY,2027,87.01451477,91.04609292,86.03448271
GUY,2028,87.90944023,91.96743934,86.94847072
GUY,2029,88.81356981,92.89810938,87.87216849
GUY,2030,89.72699817,93.8381974,88.80567917
GUY,2031,90.64982095,94.78779869,89.74910701
GUY,2032,91.58213475,95.74700952,90.70255736
GUY,2033,92.5240372,96.71592715,91.6661367
GUY,2034,93.47562691,97.6946498,92.63995263
