Country,iso3c,year,urb_land_2.1,density_2.2,Embodied_Building_4.1,Average_4.2,Construction_5.1,Const_Import_5.2,Ratio_5.3
Afghanistan,AFG,2042,2474.4576484,8215.383283340741,3594925757.2126575,9.0999022292003,659384.8457081249,1814216.389155626,0.2665687728541438
Afghanistan,AFG,2043,2535.5925231,8264.506543969466,3835522584.6979413,9.0999022292003,703515.3542870433,1935636.061516562,0.2665687728541438
Afghanistan,AFG,2044,2596.7273978,8313.835336851469,4092221784.611873,9.099902229200298,750599.3759776294,2065181.9623276212,0.2665687728541438
Afghanistan,AFG,2045,2657.8622725,8363.148546102853,4371272472.016586,9.0999022292003,801783.1296587539,2206007.7720064563,0.2665687728541438
Afghanistan,AFG,2046,2718.9971471999997,8412.246781337852,4654452064.682294,9.0999022292003,853724.2112354551,2348917.2763426127,0.2665687728541438
Afghanistan,AFG,2047,2780.1320219,8460.980922741985,4955976586.01938,9.099902229200298,909030.137812706,2501084.7382837986,0.2665687728541438
Afghanistan,AFG,2048,2841.2668966,8509.247416682832,5277034456.439046,9.0999022292003,967918.8906403007,2663109.906457057,0.2665687728541438
Afghanistan,AFG,2049,2902.4017713,8556.975896853843,5618891084.554457,9.0999022292003,1030622.5722203502,2835631.3823802024,0.2665687728541438
Afghanistan,AFG,2050,2963.536646,8604.082906960619,5987475574.033173,9.099902229200298,1098228.7046245346,3021641.349417553,0.2665687728541438
Angola,AGO,2020,1756.365926,12489.967309921498,12140125719.818691,46.605632547670005,9749439.65461727,12994.135870584556,0.9986689655316028
Angola,AGO,2021,1782.0123079,12831.08870720724,12505596363.607399,46.605632547670005,10042940.238497991,13385.315938378071,0.9986689655316028
Angola,AGO,2022,1807.6586898,13177.410721619954,12882069265.078932,46.60563254766999,10345276.467891688,13788.272229458998,0.9986689655316028
Angola,AGO,2023,1833.3050716999999,13528.814916221781,13269875640.094742,46.60563254767,10656714.334199794,14203.359259423425,0.9986689655316028
Angola,AGO,2024,1858.9514536,13885.066740185044,13669356675.555882,46.605632547670005,10977527.83632311,14630.94221633051,0.9986689655316028
Angola,AGO,2025,1884.5978355,14245.950246927363,14268608680.635672,46.605632547670005,11458772.544678658,15272.349245749916,0.9986689655316028
Angola,AGO,2026,1910.2442174,14611.361597518426,14849161591.261955,46.605632547670005,11925000.46513778,15893.741772882158,0.9986689655316028
Angola,AGO,2027,1935.8905993,14981.21536954973,15453335703.477016,46.605632547670005,12410197.998002429,16540.417160336838,0.9986689655316028
Angola,AGO,2028,1961.5369812,15355.300098177931,16082092103.091095,46.60563254767,12915136.967908205,17213.404102535238,0.9986689655316028
Angola,AGO,2029,1987.1833631,15733.374473921993,16736430980.018896,46.60563254767,13440620.603045795,17913.773148823213,0.9986689655316028
Angola,AGO,2030,2012.829745,16115.189116504238,17617156494.798615,46.60563254767,14147909.84014233,18856.454243554836,0.9986689655316028
Angola,AGO,2031,2040.6424399,16482.98660379145,18370514956.76811,46.605632547670005,14752913.695355827,19662.808513684453,0.9986689655316028
Angola,AGO,2032,2068.4551348,16853.689699859377,19156089115.543648,46.60563254766999,15383789.193021044,20503.64472832804,0.9986689655316028
Angola,AGO,2033,2096.2678297,17227.001477749192,19975256603.6509,46.60563254767,16041642.676308144,21380.43743104727,0.9986689655316028
Angola,AGO,2034,2124.0805246,17602.61090244733,20829453965.00235,46.60563254767,16727627.798689036,22294.72422097528,0.9986689655316028
Angola,AGO,2035,2151.8932194999998,17980.190024944684,21877082345.795994,46.60563254767,17568952.66753599,23416.049142651333,0.9986689655316028
Angola,AGO,2036,2179.7059144,18359.43635130965,22882813649.221252,46.60563254767,18376631.012703132,24492.529692162734,0.9986689655316028
Angola,AGO,2037,2207.5186093,18740.015520466215,23934780343.57761,46.605632547670005,19221439.875641964,25618.49811071716,0.9986689655316028
Angola,AGO,2038,2235.3313042,19121.519445323214,25035107958.186108,46.60563254767,20105086.2172463,26796.22945027306,0.9986689655316028
Angola,AGO,2039,2263.1439990999997,19503.477470966554,26186019737.014652,46.60563254767,21029355.470665917,28028.103351277237,0.9986689655316028
Angola,AGO,2040,2290.956694,19885.316522705078,27589875959.480934,46.605632547670005,22156758.253847174,29530.71534381308,0.9986689655316028
Angola,AGO,2041,2319.3368373,20264.774501109074,28946407980.434723,46.605632547670005,23246156.121964354,30982.6740631776,0.9986689655316028
Angola,AGO,2042,2347.7169806,20646.26162375511,30369637623.60963,46.605632547670005,24389117.228054404,32506.022320458625,0.9986689655316028
Angola,AGO,2043,2376.0971239,21029.516216906522,31862844260.772213,46.60563254766999,25588275.155811682,34104.27017834318,0.9986689655316028
Angola,AGO,2044,2404.4772672,21414.278147848734,33429468503.008,46.60563254767,26846392.976305418,35781.10028138986,0.9986689655316028
Angola,AGO,2045,2432.8574105,21800.301477224617,35324727461.19245,46.60563254767,28368429.343072806,37809.68326157988,0.9986689655316028
Angola,AGO,2046,2461.2375538,22187.37436201068,37116443939.31593,46.60563254767,29807313.262794614,39727.43995501299,0.9986689655316028
Angola,AGO,2047,2489.6176971,22575.3042587496,38999038625.67204,46.60563254767,31319179.260917585,41742.467781604326,0.9986689655316028
Angola,AGO,2048,2517.9978404,22963.92557303164,40977120982.099434,46.60563254767,32907729.084118262,43859.70046072418,0.9986689655316028
Angola,AGO,2049,2546.3779837,23353.091874283942,43055534268.38294,46.60563254766999,34576852.236516595,46084.321956456064,0.9986689655316028
Angola,AGO,2050,2574.758127,23742.649206132595,45558844831.137054,46.605632547670005,36587200.055937834,48763.7305828094,0.9986689655316028
Albania,ALB,2020,592.6520013,3083.364260968707,159939786.86300048,2.8991204017826693,2314913.136688553,25000.433181743316,0.9893156595595413
Albania,ALB,2021,601.98074908,3080.3593019111167,166352504.44621998,2.8991204017826697,2407728.592219853,26002.81489424363,0.9893156595595413
Albania,ALB,2022,611.3094968600001,3075.157526025678,173022337.20764935,2.8991204017826697,2504265.443879997,27045.386674261994,0.9893156595595413
Albania,ALB,2023,620.63824464,3067.914387236077,179959594.07076883,2.8991204017826697,2604672.8994606016,28129.759925425373,0.9893156595595413
Albania,ALB,2024,629.96699242,3058.9205834378913,187174997.2909518,2.8991204017826697,2709106.149176094,29257.610659902308,0.9893156595595413
Albania,ALB,2025,639.2957402,3048.402918171048,194679699.02783036,2.89912040178267,2817726.605526399,30430.682088854854,0.9893156595595413
Albania,ALB,2026,648.62448798,3036.3546805539772,199498561.23738855,2.8991204017826697,2887473.1498453156,31183.925825419803,0.9893156595595413
Albania,ALB,2027,657.95323576,3022.655550440119,204436703.6446801,2.8991204017826697,2958946.114475873,31955.814432481493,0.9893156595595413
Albania,ALB,2028,667.2819835399999,3007.2953406507017,209497078.76524755,2.8991204017826697,3032188.233106477,32746.809422268925,0.9893156595595413
Albania,ALB,2029,676.61073132,2990.2363446894906,214682712.19757771,2.8991204017826693,3107243.297202786,33557.383730718095,0.9893156595595413
Albania,ALB,2030,685.9394791,2971.4647751056964,221839172.2572011,2.8991204017826697,3210823.4240063783,34676.02096944145,0.9893156595595413
Albania,ALB,2031,695.9143916099999,2948.2764327567293,226668338.75963166,2.89912040178267,3280719.1090950947,35430.875385815925,0.9893156595595413
Albania,ALB,2032,705.88930412,2923.5830433395686,231602630.28967068,2.8991204017826697,3352136.3374606827,36202.16205635307,0.9893156595595413
