Country.Name,iso3c,year,total_building_stock_m2,Construction Comparative,Total_Cost,Construction_Intensity,Building_Intensity,Embodied_Carbon_Buildings,Embodied_Carbon_Construction
Mongolia,MNG,2044,228404238.039839,498.32,113818399900.01257,367489.6482,14047106.88,1598819228.3060582,41827083.73794253
Mongolia,MNG,2045,237550483.186,498.32,118376156781.24751,367489.6482,14047106.88,1662842526.3498206,43502012.210808694
Mongolia,MNG,2046,246256175.794492,498.32,122714377521.91125,367489.6482,14047106.88,1723781976.762957,45096263.424609154
Mongolia,MNG,2047,255280912.518479,498.32,127211584326.20845,367489.6482,14047106.88,1786954721.404383,46748940.37100297
Mongolia,MNG,2048,264636385.609481,498.32,131873603676.91658,367489.6482,14047106.88,1852442605.5004082,48462184.2220963
Mongolia,MNG,2049,274334715.813821,498.32,136706475584.34329,367489.6482,14047106.88,1920330473.7213807,50238214.619152196
Mongolia,MNG,2050,284388468.076,498.32,141716461411.6323,367489.6482,14047106.88,1990706280.1045947,52079332.54830963
Montenegro,MNE,2050,47930726.38,721.8599999999999,34599274144.666794,429531.0633,4688629.699,162223184.31852755,14861463.012766926
Montenegro,MNE,2049,47322703.8699954,721.8599999999999,34160367015.594875,429531.0633,4688629.699,160165311.31805813,14672938.766926715
Montenegro,MNE,2048,46722394.3950435,721.8599999999999,33727027618.006096,429531.0633,4688629.699,158133543.3487766,14486806.034710625
Montenegro,MNE,2047,46129700.1118758,721.8599999999999,33299185322.758663,429531.0633,4688629.699,156127549.25679117,14303034.47870828
Montenegro,MNE,2046,45544524.418409,721.8599999999999,32876770396.672714,429531.0633,4688629.699,154147002.0890437,14121594.146352792
Montenegro,MNE,2045,44966771.938,721.8599999999999,32459713991.164677,429531.0633,4688629.699,152191579.04002053,13942455.46503885
Montenegro,MNE,2044,44315888.9462071,721.8599999999999,31989867594.709053,429531.0633,4688629.699,149988643.27163056,13740641.842781592
Montenegro,MNE,2043,43674427.3260348,721.8599999999999,31526822109.571476,429531.0633,4688629.699,147817594.45802665,13541749.423194185
Montenegro,MNE,2042,43042250.7054402,721.8599999999999,31070479094.229057,429531.0633,4688629.699,145677971.04336095,13345735.922584627
Montenegro,MNE,2041,42419224.6863324,721.8599999999999,30620741532.0759,429531.0633,4688629.699,143569318.15269384,13152559.669307034
Montenegro,MNE,2040,41805216.816,721.8599999999999,30177513810.797756,429531.0633,4688629.699,141491187.49528903,12962179.594902392
Montenegro,MNE,2039,41105978.6061603,721.8599999999999,29672761716.642868,429531.0633,4688629.699,139124591.836002,12745372.891197143
Montenegro,MNE,2038,40418435.924088,721.8599999999999,29176452156.16216,429531.0633,4688629.699,136797580.0908345,12532192.517957909
Montenegro,MNE,2037,39742393.149224,721.8599999999999,28688443918.69883,429531.0633,4688629.699,134509490.17530727,12322577.820821127
Montenegro,MNE,2036,39077657.9329776,721.8599999999999,28208598155.499207,429531.0633,4688629.699,132259671.0790302,12116469.159933992
Montenegro,MNE,2035,38424041.144,721.8599999999999,27736778340.207836,429531.0633,4688629.699,130047482.68047838,11913807.89298588
Montenegro,MNE,2034,37683646.8267116,721.8599999999999,27202317298.330032,429531.0633,4688629.699,127541592.76657163,11684240.27337568
Montenegro,MNE,2033,36957519.1958193,721.8599999999999,26678154806.69412,429531.0633,4688629.699,125083988.94118564,11459096.20100133
Montenegro,MNE,2032,36245383.3459978,721.8599999999999,26164092422.14197,429531.0633,4688629.699,122673740.7778357,11238290.438362112
Montenegro,MNE,2031,35546969.6690827,721.8599999999999,25659935525.324036,429531.0633,4688629.699,120309935.77845944,11021739.390401876
Montenegro,MNE,2030,34862013.752,721.8599999999999,25165493247.018715,429531.0633,4688629.699,117991679.0279559,10809361.072860919
Montenegro,MNE,2029,34060463.4966164,721.8599999999999,24586886179.66751,429531.0633,4688629.699,115278804.74792175,10560831.36398866
Montenegro,MNE,2028,33277342.5498916,721.8599999999999,24021582493.064747,429531.0633,4688629.699,112628305.09396183,10318015.870394766
Montenegro,MNE,2027,32512227.1836623,721.8599999999999,23469276314.798466,429531.0633,4688629.699,110038745.94360137,10080783.21037689
Montenegro,MNE,2026,31764703.4121573,721.8599999999999,22929668805.099865,429531.0633,4688629.699,107508726.14782506,9849005.022971384
Montenegro,MNE,2025,31034366.768,721.8599999999999,22402467995.148476,429531.0633,4688629.699,105036876.77295013,9622555.898500344
Montenegro,MNE,2024,29164992.6610869,721.8599999999999,21053041602.332184,429531.0633,4688629.699,98709916.11097723,9042935.345148878
Montenegro,MNE,2023,27408221.4494648,721.8599999999999,19784898735.51066,429531.0633,4688629.699,92764063.80302282,8498228.591146719
Montenegro,MNE,2022,25757270.428708,721.8599999999999,18593143231.667152,429531.0633,4688629.699,87176363.55375545,7986332.58238719
Montenegro,MNE,2021,24205765.4547502,721.8599999999999,17473173851.165977,429531.0633,4688629.699,81925241.85436702,7505270.943517079
Montenegro,MNE,2020,22747716.334,721.8599999999999,16420666512.861237,429531.0633,4688629.699,76990424.68957596,7053186.34736399
Morocco,MAR,2020,559032176.538,513.06,286817048494.58624,938445.1,15011385,4305521139.515904,269162053.75620687
Morocco,MAR,2021,578926431.213843,513.06,297023994798.5743,938445.1,15011385,4458741540.159396,278740712.5011475
Morocco,MAR,2022,599528661.898434,513.06,307594175273.61053,938445.1,15011385,4617414588.789647,288660246.5740609
Morocco,MAR,2023,620864063.304374,513.06,318540516318.9421,938445.1,15011385,4781734328.562422,298932786.6909812
Morocco,MAR,2024,642958726.747447,513.06,329876404345.0451,938445.1,15011385,4951901708.0391445,309570895.2632263
Morocco,MAR,2025,665839672.054,513.06,341615702144.0252,938445.1,15011385,5128124826.929287,320587581.7601199
Morocco,MAR,2026,687524169.676734,513.06,352741150494.3451,938445.1,15011385,5295133215.413555,331028204.2497808
Morocco,MAR,2027,709914869.493308,513.06,364228922942.2365,938445.1,15011385,5467580590.421246,341808848.01341945
Morocco,MAR,2028,733034770.493473,513.06,376090819349.3812,938445.1,15011385,5645644084.21901,352940586.573412
Morocco,MAR,2029,756907620.678432,513.06,388339023865.27625,938445.1,15011385,5829506597.76585,364434854.08515155
Morocco,MAR,2030,781557941.454,513.06,400986117442.3892,938445.1,15011385,6019356988.58292,376303457.0818347
Morocco,MAR,2031,807999864.328462,513.06,414552410392.36066,938445.1,15011385,6223005835.077726,389034678.2258999
Morocco,MAR,2032,835336378.951295,513.06,428577682584.7514,938445.1,15011385,6433544595.687498,402196626.19101524
Morocco,MAR,2033,863597751.441951,513.06,443077462354.8074,938445.1,15011385,6651206372.23102,415803873.4673034
Morocco,MAR,2034,892815271.893096,513.06,458067803397.47174,938445.1,15011385,6876232152.903756,429871485.5661207
Morocco,MAR,2035,923021289.014,513.06,473565302541.5228,938445.1,15011385,7108871079.092278,444415037.7001096
Morocco,MAR,2036,954091909.150437,513.06,489506394908.72314,938445.1,15011385,7348168953.936883,459374877.7207562
Morocco,MAR,2037,986208424.378518,513.06,505984094211.6424,938445.1,15011385,7595522042.087235,474838293.8908542
Morocco,MAR,2038,1019406041.48002,513.06,523016463641.739,938445.1,15011385,7851201497.064646,490822237.5239181
Morocco,MAR,2039,1053721152.36272,513.06,540622174431.2171,938445.1,15011385,8115487599.924156,507344230.546321
Morocco,MAR,2040,1089191373.954,513.06,558820526320.8392,938445.1,15011385,8388670066.504751,524422384.70521253
Morocco,MAR,2041,1124761958.61121,513.06,577070370485.0674,938445.1,15011385,8662625503.443983,541548861.5368961
Morocco,MAR,2042,1161494200.00122,513.06,595916214252.6259,938445.1,15011385,8945527719.888655,559234651.2759268
Morocco,MAR,2043,1199426035.26726,513.06,615377521654.2203,938445.1,15011385,9237668897.897337,577498019.8465469
Morocco,MAR,2044,1238596640.49585,513.06,635474392372.8008,938445.1,15011385,9539350761.549175,596357829.6977322
Morocco,MAR,2045,1279046471.178,513.06,656227582502.5846,938445.1,15011385,9850884888.565561,615833559.2843963
Morocco,MAR,2046,1319222395.05318,513.06,676840242005.9845,938445.1,15011385,10160309456.245007,635177408.5933303
Morocco,MAR,2047,1360660278.4393,513.06,698100362456.0673,938445.1,15011385,10479453309.467571,655128864.4551202
Morocco,MAR,2048,1403399760.54444,513.06,720028281144.9303,938445.1,15011385,10808621739.154789,675707012.3018821
Morocco,MAR,2049,1447481725.67754,513.06,742644974176.1187,938445.1,15011385,11148129625.672773,696931537.0552051
Morocco,MAR,2050,1492948342.358,513.06,765972076530.1954,938445.1,15011385,11498301740.044228,718822741.956587
Mozambique,MOZ,2020,75784312.844,624,47289411214.656,899792.8,62727133,2966329186.7534184,42550671.727186725
Mozambique,MOZ,2021,79342812.9706729,624,49509915293.69989,899792.8,62727133,3105615041.446647,44548665.30988104
Mozambique,MOZ,2022,83068404.7113794,624,51834684539.90074,899792.8,62727133,3251441151.147398,46640475.939274006
Mozambique,MOZ,2023,86968933.9580645,624,54268614789.832245,899792.8,62727133,3404114617.6475744,48830508.85386457
Mozambique,MOZ,2024,91052615.0114698,624,56816831767.15715,899792.8,62727133,3563956962.8970914,51123376.14289928
Mozambique,MOZ,2025,95328047.88,624,59484701877.119995,899792.8,62727133,3731304806.1114554,53523906.45917906
Mozambique,MOZ,2026,102415051.493569,624,63906992131.98706,899792.8,62727133,4008702395.093106,57503051.390018605
Mozambique,MOZ,2027,110028926.487972,624,68658050128.49453,899792.8,62727133,4306722641.930743,61778019.16765846
Mozambique,MOZ,2028,118208842.231122,624,73762317552.22012,899792.8,62727133,4626898703.486345,66370802.24480129
Mozambique,MOZ,2029,126996880.071803,624,79246053164.80507,899792.8,62727133,4970877716.593799,71305028.06610881
Mozambique,MOZ,2030,136438249.826,624,85137467891.424,899792.8,62727133,5340429271.708582,76606080.6189345
Mozambique,MOZ,2031,145955454.989852,624,91076203913.66765,899792.8,62727133,5712949156.027751,81949712.53284998
Mozambique,MOZ,2032,156136529.664244,624,97429194510.48825,899792.8,62727133,6111454042.142266,87666087.73033686
Mozambique,MOZ,2033,167027781.848155,624,104225335873.24872,899792.8,62727133,6537756505.290944,93781206.79633091
Mozambique,MOZ,2034,178678749.739779,624,111495539837.6221,899792.8,62727133,6993795556.301319,100322883.97800554
Mozambique,MOZ,2035,191142427.058,624,119272874484.192,899792.8,62727133,7481645461.062218,107320873.69617967
Mozambique,MOZ,2036,203794409.976991,624,127167711825.64238,899792.8,62727133,7976865972.9927435,114424591.49318787
Mozambique,MOZ,2037,217283845.23059,624,135585119423.88815,899792.8,62727133,8504865818.923117,121998514.24475472
Mozambique,MOZ,2038,231666164.952814,624,144559686930.55594,899792.8,62727133,9067814708.531343,130073765.47036833
Mozambique,MOZ,2039,247000470.407676,624,154128293534.38983,899792.8,62727133,9668025967.594711,138683528.79853055
Mozambique,MOZ,2040,263349774.854,624,164330259508.896,899792.8,62727133,10307966044.139034,147863184.32823616
Mozambique,MOZ,2041,279923165.831434,624,174672055478.81482,899792.8,62727133,10956677255.402996,157168657.88103813
Mozambique,MOZ,2042,297539569.997861,624,185664691678.66528,899792.8,62727133,11646213808.33163,167059752.78668296
Mozambique,MOZ,2043,316264627.300705,624,197349127435.63992,899792.8,62727133,12379144964.089336,177573323.95287126
Mozambique,MOZ,2044,336168108.606103,624,209768899770.20828,899792.8,62727133,13158201675.149525,188748545.67715508
Mozambique,MOZ,2045,357324175.67,624,222970285618.08002,899792.8,62727133,13986286761.013292,200627057.61309198
Mozambique,MOZ,2046,378678489.317926,624,236295377334.3858,899792.8,62727133,14822131561.339203,212616879.19876355
Mozambique,MOZ,2047,401308973.856106,624,250416799686.21014,899792.8,62727133,15707927899.351261,225323233.35669416
Mozambique,MOZ,2048,425291895.474499,624,265382142776.08737,899792.8,62727133,16646660965.740623,238788941.31849545
Mozambique,MOZ,2049,450708078.163102,624,281241840773.77563,899792.8,62727133,17641494351.38145,253059383.38698977
Mozambique,MOZ,2050,477643176.094,624,298049341882.656,899792.8,62727133,18695780708.83583,268182651.8707523
Myanmar,MMR,2020,526727695.736,351.7,185250130590.3512,367489.6482,14047106.88,2602228383.9366207,68077505.31965221
Myanmar,MMR,2021,517938786.548092,351.7,182159071228.96396,367489.6482,14047106.88,2558807942.71479,66941573.00237071
Myanmar,MMR,2022,509296527.945181,351.7,179119588878.32016,367489.6482,14047106.88,2516112009.275423,65824594.7026225
Myanmar,MMR,2023,500798472.934854,351.7,176130822931.18814,367489.6482,14047106.88,2474128494.576755,64726254.15615882
Myanmar,MMR,2024,492442215.354897,351.7,173191927140.3173,367489.6482,14047106.88,2432845511.29321,63646240.375875235
Myanmar,MMR,2025,484225389.192,351.7,170302069378.8264,367489.6482,14047106.88,2392251370.4495497,62584247.563756905
Myanmar,MMR,2026,498785004.663838,351.7,175422686140.27182,367489.6482,14047106.88,2464181221.389093,64466021.2159875
Myanmar,MMR,2027,513782396.442784,351.7,180697268828.92712,367489.6482,14047106.88,2538273848.1640325,66404375.75264326
Myanmar,MMR,2028,529230727.520361,351.7,186130446868.91095,367489.6482,14047106.88,2614594280.7897534,68401012.43916488
Myanmar,MMR,2029,545143556.670925,351.7,191726988881.16434,367489.6482,14047106.88,2693209504.5942874,70457683.6943844
Myanmar,MMR,2030,561534850.352,351.7,197491806868.7984,367489.6482,14047106.88,2774188519.0103292,72576194.62859707
Myanmar,MMR,2031,579446463.698358,351.7,203791321282.71252,367489.6482,14047106.88,2862678471.274682,74891200.9643972
Myanmar,MMR,2032,597929414.500385,351.7,210291775079.7854,367489.6482,14047106.88,2953991040.5306664,77280050.44342385
Myanmar,MMR,2033,617001927.050998,351.7,216999577743.83597,367489.6482,14047106.88,3048216261.4825335,79745098.48463082
Myanmar,MMR,2034,636682806.954298,351.7,223921343205.8266,367489.6482,14047106.88,3145447040.725408,82288775.63918068
Myanmar,MMR,2035,656991459.668,351.7,231063896365.2356,367489.6482,14047106.88,3245779248.351708,84913589.98698169
Myanmar,MMR,2036,678227078.675383,351.7,238532463570.13217,367489.6482,14047106.88,3350691010.1193533,87658211.12166719
Myanmar,MMR,2037,700149086.383853,351.7,246242433681.20108,367489.6482,14047106.88,3458993784.3111434,90491545.32541642
Myanmar,MMR,2038,722779668.605315,351.7,254201609448.48926,367489.6482,14047106.88,3570797176.990947,93416460.02809912
Myanmar,MMR,2039,746141728.253002,351.7,262418045826.5808,367489.6482,14047106.88,3686214336.966718,96435915.34214164
Myanmar,MMR,2040,770258908.52,351.7,270900058126.48398,367489.6482,14047106.88,3805362070.300933,99552967.05826116
Myanmar,MMR,2041,794842748.113752,351.7,279546194511.60657,367489.6482,14047106.88,3926815272.2018075,102730332.67671907
Myanmar,MMR,2042,820211213.711159,351.7,288468283862.2146,367489.6482,14047106.88,4052144814.902708,106009108.15338299
Myanmar,MMR,2043,846389347.696802,351.7,297675133584.9653,367489.6482,14047106.88,4181474416.9862847,109392530.11902688
Myanmar,MMR,2044,873402991.716342,351.7,307175832186.63745,367489.6482,14047106.88,4314931745.67864,112883938.50580963
Myanmar,MMR,2045,901278812.186,351.7,316979758245.81616,367489.6482,14047106.88,4452648542.875541,116486779.84427603
Myanmar,MMR,2046,929128136.195971,351.7,326774365500.123,367489.6482,14047106.88,4590234437.824413,120086196.61841843
Myanmar,MMR,2047,957837998.407135,351.7,336871624039.78937,367489.6482,14047106.88,4732071707.726099,123796834.60694486
Myanmar,MMR,2048,987434989.26727,351.7,347280885725.2988,367489.6482,14047106.88,4878291719.16434,127622130.52177447
Myanmar,MMR,2049,1017946520.86334,351.7,358011791387.63666,367489.6482,14047106.88,5029029897.922397,131565627.26849438
Myanmar,MMR,2050,1049400852.31,351.7,369074279757.42694,367489.6482,14047106.88,5184425854.411596,135630977.2277252
Namibia,NAM,2020,44644655.848,757.6800000000001,33826362842.91264,899792.8,62727133,2121830760.9536395,30436717.736240327
Namibia,NAM,2021,45939779.3596631,757.6800000000001,34807652025.22954,899792.8,62727133,2183384218.0042925,31319674.67720696
Namibia,NAM,2022,47272473.8835472,757.6800000000001,35817408012.086044,899792.8,62727133,2246723316.0893874,32228245.84393734
Namibia,NAM,2023,48643829.3396069,757.6800000000001,36856456614.03336,899792.8,62727133,2311899855.9372,33163174.2948196
Namibia,NAM,2024,50054967.2659367,757.6800000000001,37925647598.054924,899792.8,62727133,2378967140.994322,34125224.644067116
Namibia,NAM,2025,51507041.736,757.6800000000001,39025855382.532486,899792.8,62727133,2447980021.018881,35115183.68704397
Namibia,NAM,2026,52975055.4758663,757.6800000000001,40138140032.954384,899792.8,62727133,2517750448.2197537,36116009.40704412
Namibia,NAM,2027,54484909.4043322,757.6800000000001,41282126157.47443,899792.8,62727133,2589509418.0026774,37145359.88518716
Namibia,NAM,2028,56037796.0179897,757.6800000000001,42458717286.91044,899792.8,62727133,2663313606.26543,38204048.11199755
Namibia,NAM,2029,57634941.8010436,757.6800000000001,43668842703.81472,899792.8,62727133,2739221304.2382655,39292910.24922502
Namibia,NAM,2030,59277608.194,757.6800000000001,44913458176.429924,899792.8,62727133,2817292464.5228567,40412806.290252775
Namibia,NAM,2031,61221042.5108135,757.6800000000001,46385959489.59318,899792.8,62727133,2909658250.236324,41737752.36982762
Namibia,NAM,2032,63228192.9096154,757.6800000000001,47906737203.7574,899792.8,62727133,3005052276.176139,43106137.207433045
Namibia,NAM,2033,65301148.3414286,757.6800000000001,49477374075.333626,899792.8,62727133,3103573824.114204,44519384.955891855
Namibia,NAM,2034,67442066.2441673,757.6800000000001,51099504751.880684,899792.8,62727133,3205325430.8053517,45978966.45930803
Namibia,NAM,2035,69653174.788,757.6800000000001,52774817473.37185,899792.8,62727133,3310412994.70292,47486400.78385418
Namibia,NAM,2036,72071216.1188225,757.6800000000001,54606919028.90944,899792.8,62727133,3425335472.646633,49134912.572395705
Namibia,NAM,2037,74573200.8434008,757.6800000000001,56502622815.02793,899792.8,62727133,3544247536.167092,50840653.19007787
Namibia,NAM,2038,77162043.0944526,757.6800000000001,58464136811.804855,899792.8,62727133,3667287685.524279,52605609.361476965
Namibia,NAM,2039,79840758.1701254,757.6800000000001,60493745650.340614,899792.8,62727133,3794599229.0770874,54431836.7812078
Namibia,NAM,2040,82612466.046,757.6800000000001,62593813273.73329,899792.8,62727133,3926330450.1986337,56321462.50824965
Namibia,NAM,2041,85488797.9866522,757.6800000000001,64773152458.52664,899792.8,62727133,4063034149.095278,58282416.215484574
Namibia,NAM,2042,88465275.6538368,757.6800000000001,67028370057.39907,899792.8,62727133,4204497483.363689,60311644.77338327
Namibia,NAM,2043,91545385.8379347,757.6800000000001,69362107941.68637,899792.8,62727133,4350886170.0185175,62411525.318752214
Namibia,NAM,2044,94732736.7294862,757.6800000000001,71777099965.19711,899792.8,62727133,4502371695.871214,64584517.75356461
Namibia,NAM,2045,98031062.146,757.6800000000001,74276175166.78128,899792.8,62727133,4659131518.417986,66833167.626608595
Namibia,NAM,2046,101375801.816732,757.6800000000001,76810417520.50151,899792.8,62727133,4818097275.594028,69113460.64994112
Namibia,NAM,2047,104834661.269704,757.6800000000001,79431126150.82933,899792.8,62727133,4982486814.402848,71471555.40640794
Namibia,NAM,2048,108411534.178561,757.6800000000001,82141251216.41211,899792.8,62727133,5152485189.838295,73910106.42751886
Namibia,NAM,2049,112110447.065906,757.6800000000001,84943843532.89566,899792.8,62727133,5328283770.819136,76431858.81522608
Namibia,NAM,2050,115935563.836,757.6800000000001,87842058007.26048,899792.8,62727133,5510080455.615143,79039651.33211532
Nepal,NPL,2020,218178472.296,527.97,115191688018.11913,576581.4669,14274132.53,1644261421.1250453,66417392.452174276
Nepal,NPL,2021,227690341.635724,527.97,120213669673.41321,576581.4669,14274132.53,1715945852.8359418,69312974.00172864
Nepal,NPL,2022,237616897.435501,527.97,125454593339.02147,576581.4669,14274132.53,1790755491.8184476,72334793.45675597
Nepal,NPL,2023,247976218.671607,527.97,130924004172.04836,576581.4669,14274132.53,1868826586.9100912,75488354.37794136
Nepal,NPL,2024,258787172.504684,527.97,136631863467.29802,576581.4669,14274132.53,1950301326.953077,78779400.26325521
Nepal,NPL,2025,270069448.642,527.97,142588566799.51675,576581.4669,14274132.53,2035328099.7590601,82213925.00843401
Nepal,NPL,2026,283471077.109397,527.97,149664224581.44833,576581.4669,14274132.53,2136326976.675277,86293618.15162252
Nepal,NPL,2027,297537733.207581,527.97,157090997001.60654,576581.4669,14274132.53,2242337710.470764,90575757.4879698
Nepal,NPL,2028,312302417.534261,527.97,164886307385.56378,576581.4669,14274132.53,2353609004.0038557,95070388.98409268
Nepal,NPL,2029,327799768.272412,527.97,173068443654.78537,576581.4669,14274132.53,2470401901.4892435,99788057.11657614
Nepal,NPL,2030,344066142.452,527.97,181656601230.38245,576581.4669,14274132.53,2592990400.91184,104739829.60948226
Nepal,NPL,2031,361574016.02078,527.97,190900233238.49124,576581.4669,14274132.53,2724935229.2541347,110069536.51220141
Nepal,NPL,2032,379972781.191726,527.97,200614229285.7956,576581.4669,14274132.53,2863594096.2292533,115670446.60261697
Nepal,NPL,2033,399307771.159856,527.97,210822523939.2692,576581.4669,14274132.53,3009308647.018226,121556360.10846418
Nepal,NPL,2034,419626625.90876,527.97,221550269681.04803,576581.4669,14274132.53,3162437911.48452,127741779.48478927
Nepal,NPL,2035,440979409.592,527.97,232823898882.28827,576581.4669,14274132.53,3323359188.7971015,134241945.14692706
Nepal,NPL,2036,463798692.691384,527.97,244871795780.27002,576581.4669,14274132.53,3495332465.8266687,141188539.21342534
Nepal,NPL,2037,487798801.175907,527.97,257543133056.84363,576581.4669,14274132.53,3676204813.4448094,148494597.44793677
Nepal,NPL,2038,513040839.006816,527.97,270870171770.42868,576581.4669,14274132.53,3866436730.2749634,156178720.97884873
Nepal,NPL,2039,539589072.081176,527.97,284886842386.69855,576581.4669,14274132.53,4066512544.2809563,164260473.48383173
Nepal,NPL,2040,567511091.852,527.97,299628831165.10046,576581.4669,14274132.53,4276941645.8596377,172760430.99870604
Nepal,NPL,2041,596252305.46871,527.97,314803329718.3148,576581.4669,14274132.53,4493544449.2845125,181509765.63399032
Nepal,NPL,2042,626449098.319062,527.97,330746330439.5152,576581.4669,14274132.53,4721116954.504812,190702204.37660778
Nepal,NPL,2043,658175187.224262,527.97,347496753598.79364,576581.4669,14274132.53,4960214714.6139345,200360187.9329803
Nepal,NPL,2044,691508022.343833,527.97,365095490556.87354,576581.4669,14274132.53,5211421418.314177,210507293.50385723
Nepal,NPL,2045,726528976.248,527.97,383585503589.6566,576581.4669,14274132.53,5475350314.825549,221168292.34129944
Nepal,NPL,2046,761655900.986993,527.97,402131466044.10266,576581.4669,14274132.53,5740077840.796716,231861550.57835627
Nepal,NPL,2047,798481176.214346,527.97,421574106605.8883,576581.4669,14274132.53,6017604668.908798,243071816.79388005
Nepal,NPL,2048,837086915.420004,527.97,441956778734.29956,576581.4669,14274132.53,6308549632.185277,254824087.7890212
Nepal,NPL,2049,877559202.19624,527.97,463324931983.5488,576581.4669,14274132.53,6613561483.586412,267144568.93441734
Nepal,NPL,2050,919988282.188,527.97,485726213346.79834,576581.4669,14274132.53,6933320342.607254,280060732.60327935
Netherlands,NLD,2020,1889747169.218,1611,3044382689610.1978,390311.15806,3881820.4016000004,11817746834.806746,1188256533.1595738
Netherlands,NLD,2021,1932335633.71259,1611,3112992705910.9824,390311.15806,3881820.4016000004,12084078595.837242,1215035788.0764484
Netherlands,NLD,2022,1975883897.1356,1611,3183148958285.4517,390311.15806,3881820.4016000004,12356412567.604256,1242418556.185877
Netherlands,NLD,2023,2020413590.0857,1611,3254886293628.063,390311.15806,3881820.4016000004,12634884019.493626,1270418438.6195903
Netherlands,NLD,2024,2065946830.64155,1611,3328240344163.537,390311.15806,3881820.4016000004,12919631269.402225,1299049343.032483
Netherlands,NLD,2025,2112506235.348,1611,3403247545145.628,390311.15806,3881820.4016000004,13210795752.441418,1328325490.510642
Netherlands,NLD,2026,2129343873.86222,1611,3430372980792.0366,390311.15806,3881820.4016000004,13316091821.935936,1338912850.710674
Netherlands,NLD,2050,2570028275.748,1611,4140315552230.0283,390311.15806,3881820.4016000004,16071961379.708298,1616011357.9247308
Netherlands,NLD,2027,2146315716.03747,1611,3457714618536.3643,390311.15806,3881820.4016000004,13422227149.145021,1349584597.0019195
Netherlands,NLD,2049,2549392436.03898,1611,4107071214458.797,390311.15806,3881820.4016000004,15942912831.110249,1603035721.9503036
Netherlands,NLD,2028,2163422831.53815,1611,3485274181607.9595,390311.15806,3881820.4016000004,13529208423.335522,1360341401.9800212
Netherlands,NLD,2048,2528922290.18029,1611,4074093809480.4478,390311.15806,3881820.4016000004,15814900467.673468,1590164272.8233907
Netherlands,NLD,2029,2180666298.5544,1611,3513053406971.138,390311.15806,3881820.4016000004,13637042387.090954,1371183943.6015332
Netherlands,NLD,2047,2508616507.74623,1611,4041381193979.177,390311.15806,3881820.4016000004,15687915969.430937,1577396173.983918
Netherlands,NLD,2030,2198047203.87,1611,3541054045434.57,390311.15806,3881820.4016000004,13745735836.73613,1382112905.2266147
Netherlands,NLD,2046,2488473768.9936,1611,4008931241848.6895,390311.15806,3881820.4016000004,15561951083.21987,1564730595.588876
Netherlands,NLD,2031,2214223611.54961,1611,3567114238206.422,390311.15806,3881820.4016000004,13846896824.707533,1392284489.246663
Netherlands,NLD,2045,2468492764.776,1611,3976741844054.136,390311.15806,3881820.4016000004,15436997622.145754,1552166714.4584298
Netherlands,NLD,2032,2230519068.61312,1611,3593366219535.7363,390311.15806,3881820.4016000004,13948802301.414087,1402530930.4806776
Netherlands,NLD,2044,2448410410.05266,1611,3944389170594.8354,390311.15806,3881820.4016000004,15311410354.265137,1539539105.014193
Netherlands,NLD,2033,2246934451.19794,1611,3619811400879.8813,390311.15806,3881820.4016000004,14051457745.8798,1412852779.8362174
Netherlands,NLD,2043,2428491434.77162,1611,3912299701417.0796,390311.15806,3881820.4016000004,15186844798.13441,1527014227.1378925
Netherlands,NLD,2034,2263470641.88936,1611,3646451204083.759,390311.15806,3881820.4016000004,14154868677.451223,1423250592.2752135
Netherlands,NLD,2042,2408734509.76393,1611,3880471295229.691,390311.15806,3881820.4016000004,15063292641.645794,1514591245.0596888
Netherlands,NLD,2035,2280128529.768,1611,3673287061456.248,390311.15806,3881820.4016000004,14259040656.09418,1433724926.8438025
Netherlands,NLD,2041,2389138316.67409,1611,3848901828161.959,390311.15806,3881820.4016000004,14940745640.314632,1502269329.8091452
Netherlands,NLD,2036,2297768087.08599,1611,3701704388295.53,390311.15806,3881820.4016000004,14369351615.177837,1444816526.591412
Netherlands,NLD,2040,2369701547.872,1611,3817589193621.7925,390311.15806,3881820.4016000004,14819195616.728767,1490047659.1598632
Netherlands,NLD,2037,2315544107.75607,1611,3730341557595.029,390311.15806,3881820.4016000004,14480515963.208708,1455993933.30426
Netherlands,NLD,2039,2351509770.15729,1611,3788282239723.394,390311.15806,3881820.4016000004,14705431285.177216,1478608828.0445683
Netherlands,NLD,2038,2333457647.48764,1611,3759200270102.588,390311.15806,3881820.4016000004,14592540302.18446,1467257810.8032057
New Zealand,NZL,2020,424011463.078,3240.92,1374187230918.7517,367489.6482,14047106.88,19303354905.84695,504999582.0512643
New Zealand,NZL,2021,432068810.16089,3240.92,1400300448226.6316,367489.6482,14047106.88,19670170060.351402,514595919.09310716
New Zealand,NZL,2022,440279268.297767,3240.92,1426909886211.599,367489.6482,14047106.88,20043955679.742973,524374612.0970026
New Zealand,NZL,2023,448645747.006442,3240.92,1454024974388.1182,367489.6482,14047106.88,20424844221.41916,534339126.31190354
New Zealand,NZL,2024,457171211.093314,3240.92,1481655321456.5432,367489.6482,14047106.88,20812970659.82082,544492992.8357229
New Zealand,NZL,2025,465858681.704,3240.92,1509810718708.1277,367489.6482,14047106.88,21208472534.262688,554839809.866639
New Zealand,NZL,2026,474811090.706032,3240.92,1538824760090.9932,367489.6482,14047106.88,21616035874.588543,565502169.7272885
