Country,iso3c,year,operational_3.1,average_3.2
Sri Lanka,LKA,2045,13017693.586610245,0.018536493841333053
Sri Lanka,LKA,2046,13377337.782580161,0.018536493841333053
Sri Lanka,LKA,2047,13746917.989628714,0.018536493841333053
Sri Lanka,LKA,2048,14126708.713273466,0.018536493841333053
Sri Lanka,LKA,2049,14516992.042888189,0.018536493841333053
Sri Lanka,LKA,2050,14929482.158038434,0.018536493841333053
Lesotho,LSO,2020,119999.99840194923,0.017601718866519712
Lesotho,LSO,2021,122308.07609990673,0.017601718866519712
Lesotho,LSO,2022,124660.54732062054,0.017601718866519712
Lesotho,LSO,2023,127058.26592826705,0.017601718866519712
Lesotho,LSO,2024,129502.10221023006,0.017601718866519712
Lesotho,LSO,2025,133752.84910222437,0.017601718866519712
Lesotho,LSO,2026,137721.04307103524,0.017601718866519712
Lesotho,LSO,2027,141806.9658469692,0.017601718866519712
Lesotho,LSO,2028,146014.1102209873,0.017601718866519712
Lesotho,LSO,2029,150346.07260855017,0.017601718866519712
Lesotho,LSO,2030,156582.06089248287,0.017601718866519712
Lesotho,LSO,2031,162108.74830485162,0.017601718866519712
Lesotho,LSO,2032,167830.5045110524,0.017601718866519712
Lesotho,LSO,2033,173754.21461811016,0.017601718866519712
Lesotho,LSO,2034,179887.0067483357,0.017601718866519712
Lesotho,LSO,2035,187581.602187785,0.017601718866519712
Lesotho,LSO,2036,194748.17902825365,0.017601718866519712
Lesotho,LSO,2037,202188.55576706692,0.017601718866519712
Lesotho,LSO,2038,209913.1929610573,0.017601718866519712
Lesotho,LSO,2039,217932.9508138426,0.017601718866519712
Lesotho,LSO,2040,227911.53101294715,0.017601718866519712
Lesotho,LSO,2041,236770.97791448637,0.017601718866519712
Lesotho,LSO,2042,245974.81195191268,0.017601718866519712
Lesotho,LSO,2043,255536.4202475469,0.017601718866519712
Lesotho,LSO,2044,265469.7103120322,0.017601718866519712
Lesotho,LSO,2045,277767.58463353734,0.017601718866519712
Lesotho,LSO,2046,288497.14911359857,0.017601718866519712
Lesotho,LSO,2047,299641.1735965563,0.017601718866519712
Lesotho,LSO,2048,311215.6677810634,0.017601718866519712
Lesotho,LSO,2049,323237.2597860042,0.017601718866519712
Lesotho,LSO,2050,338094.0752873298,0.017601718866519712
Lithuania,LTU,2020,1799999.9999999998,0.012063270033679073
Lithuania,LTU,2021,1856050.3277849318,0.012063270033679073
Lithuania,LTU,2022,1913846.010705863,0.012063270033679073
Lithuania,LTU,2023,1973441.3975002787,0.012063270033679073
Lithuania,LTU,2024,2034892.5292748585,0.012063270033679073
Lithuania,LTU,2025,2098257.192204283,0.012063270033679073
Lithuania,LTU,2026,2124687.104106162,0.012063270033679073
Lithuania,LTU,2027,2151449.930507625,0.012063270033679073
Lithuania,LTU,2028,2178549.864841644,0.012063270033679073
Lithuania,LTU,2029,2205991.1533622025,0.012063270033679073
Lithuania,LTU,2030,2252485.94091374,0.012063270033679073
Lithuania,LTU,2031,2273699.08711181,0.012063270033679073
Lithuania,LTU,2032,2295112.011503141,0.012063270033679073
Lithuania,LTU,2033,2316726.5955307838,0.012063270033679073
Lithuania,LTU,2034,2338544.7383565786,0.012063270033679073
Lithuania,LTU,2035,2365058.5769634894,0.012063270033679073
Lithuania,LTU,2036,2379719.3648035005,0.012063270033679073
Lithuania,LTU,2037,2394471.0335638337,0.012063270033679073
Lithuania,LTU,2038,2409314.1466072346,0.012063270033679073
Lithuania,LTU,2039,2424249.2707886817,0.012063270033679073
Lithuania,LTU,2040,2443224.689718139,0.012063270033679073
Lithuania,LTU,2041,2450434.828828501,0.012063270033679073
Lithuania,LTU,2042,2457666.245599574,0.012063270033679073
Lithuania,LTU,2043,2464919.002823329,0.012063270033679073
Lithuania,LTU,2044,2472193.163477043,0.012063270033679073
Lithuania,LTU,2045,2483048.7138666436,0.012063270033679073
Lithuania,LTU,2046,2482124.6777371475,0.012063270033679073
Lithuania,LTU,2047,2481200.985476366,0.012063270033679073
Lithuania,LTU,2048,2480277.6369563327,0.012063270033679073
Lithuania,LTU,2049,2479354.6320491284,0.012063270033679073
Lithuania,LTU,2050,2481592.190313194,0.012063270033679073
Luxembourg,LUX,2020,1800000,0.01801583631312183
Luxembourg,LUX,2021,1840315.0401759585,0.01801583631312183
Luxembourg,LUX,2022,1881533.0261654672,0.01801583631312183
Luxembourg,LUX,2023,1923674.1814667194,0.01801583631312183
Luxembourg,LUX,2024,1966759.1825285451,0.01801583631312183
Luxembourg,LUX,2025,2010809.1688952532,0.01801583631312183
Luxembourg,LUX,2026,2036098.9285040859,0.01801583631312183
Luxembourg,LUX,2027,2061706.7550637592,0.01801583631312183
Luxembourg,LUX,2028,2087636.6488726854,0.01801583631312183
Luxembourg,LUX,2029,2113892.660540657,0.01801583631312183
Luxembourg,LUX,2030,2158405.357830669,0.01801583631312183
Luxembourg,LUX,2031,2173676.490710677,0.01801583631312183
Luxembourg,LUX,2032,2189055.6697918293,0.01801583631312183
Luxembourg,LUX,2033,2204543.659521769,0.01801583631312183
Luxembourg,LUX,2034,2220141.2297567567,0.01801583631312183
Luxembourg,LUX,2035,2240102.1376812523,0.01801583631312183
Luxembourg,LUX,2036,2250321.535207708,0.01801583631312183
Luxembourg,LUX,2037,2260587.5538609633,0.01801583631312183
Luxembourg,LUX,2038,2270900.4063276714,0.01801583631312183
Luxembourg,LUX,2039,2281260.3062647674,0.01801583631312183
Luxembourg,LUX,2040,2295376.2910805047,0.01801583631312183
Luxembourg,LUX,2041,2301252.607548441,0.01801583631312183
Luxembourg,LUX,2042,2307143.9677786417,0.01801583631312183
Luxembourg,LUX,2043,2313050.410284143,0.01801583631312183
Luxembourg,LUX,2044,2318971.973676576,0.01801583631312183
Luxembourg,LUX,2045,2328246.681619256,0.01801583631312183
Luxembourg,LUX,2046,2334838.094704359,0.01801583631312183
Luxembourg,LUX,2047,2341448.168495306,0.01801583631312183
Luxembourg,LUX,2048,2348076.955821731,0.01801583631312183
Luxembourg,LUX,2049,2354724.5096628335,0.01801583631312183
Luxembourg,LUX,2050,2364401.8651091526,0.01801583631312183
Latvia,LVA,2020,2000000,0.023970508944091078
Latvia,LVA,2021,2051852.0713876553,0.023970508944091078
Latvia,LVA,2022,2105048.4614289063,0.023970508944091078
Latvia,LVA,2023,2159624.0229771496,0.023970508944091078
Latvia,LVA,2024,2215614.5124821034,0.023970508944091078
Latvia,LVA,2025,2273056.613416477,0.023970508944091078
Latvia,LVA,2026,2305869.5308993775,0.023970508944091078
Latvia,LVA,2027,2339156.122265887,0.023970508944091078
Latvia,LVA,2028,2372923.2252788506,0.023970508944091078
Latvia,LVA,2029,2407177.7764082667,0.023970508944091078
Latvia,LVA,2030,2462377.8985323687,0.023970508944091078
Latvia,LVA,2031,2485140.4269037964,0.023970508944091078
Latvia,LVA,2032,2508113.3749261517,0.023970508944091078
Latvia,LVA,2033,2531298.6877449276,0.023970508944091078
Latvia,LVA,2034,2554698.3284867867,0.023970508944091078
Latvia,LVA,2035,2583218.689746215,0.023970508944091078
Latvia,LVA,2036,2600748.766320692,0.023970508944091078
Latvia,LVA,2037,2618397.804400801,0.023970508944091078
Latvia,LVA,2038,2636166.6112756454,0.023970508944091078
Latvia,LVA,2039,2654055.999712705,0.023970508944091078
Latvia,LVA,2040,2676391.2470629197,0.023970508944091078
Latvia,LVA,2041,2686494.8460612637,0.023970508944091078
Latvia,LVA,2042,2696636.586984049,0.023970508944091078
Latvia,LVA,2043,2706816.613820204,0.023970508944091078
Latvia,LVA,2044,2717035.0711022285,0.023970508944091078
Latvia,LVA,2045,2731207.8103692713,0.023970508944091078
Latvia,LVA,2046,2740642.0240331157,0.023970508944091078
Latvia,LVA,2047,2750108.8256190945,0.023970508944091078
Latvia,LVA,2048,2759608.3276933096,0.023970508944091078
Latvia,LVA,2049,2769140.6432106947,0.023970508944091078
Latvia,LVA,2050,2782248.9809678122,0.023970508944091078
Morocco,MAR,2020,18600000,0.05057311758883744
Morocco,MAR,2021,19261917.42175242,0.05057311758883744
Morocco,MAR,2022,19947390.471097276,0.05057311758883744
Morocco,MAR,2023,20657257.421168104,0.05057311758883744
Morocco,MAR,2024,21392386.376689363,0.05057311758883744
Morocco,MAR,2025,22449058.686733272,0.05057311758883744
Morocco,MAR,2026,23180160.452152852,0.05057311758883744
Morocco,MAR,2027,23935072.115299493,0.05057311758883744
Morocco,MAR,2028,24714569.096581914,0.05057311758883744
Morocco,MAR,2029,25519452.06963832,0.05057311758883744
Morocco,MAR,2030,26652767.04639945,0.05057311758883744
Morocco,MAR,2031,27554492.14348026,0.05057311758883744
Morocco,MAR,2032,28486724.697790187,0.05057311758883744
Morocco,MAR,2033,29450496.847560257,0.05057311758883744
Morocco,MAR,2034,30446875.65065837,0.05057311758883744
Morocco,MAR,2035,31704348.924698416,0.05057311758883744
Morocco,MAR,2036,32771576.510710698,0.05057311758883744
Morocco,MAR,2037,33874728.97009133,0.05057311758883744
Morocco,MAR,2038,35015015.601160035,0.05057311758883744
Morocco,MAR,2039,36193686.40947609,0.05057311758883744
Morocco,MAR,2040,37685262.87260233,0.05057311758883744
Morocco,MAR,2041,38915980.32537927,0.05057311758883744
Morocco,MAR,2042,40186890.291969635,0.05057311758883744
Morocco,MAR,2043,41499305.371104345,0.05057311758883744
Morocco,MAR,2044,42854581.028089836,0.05057311758883744
Morocco,MAR,2045,44571586.90608427,0.05057311758883744
Morocco,MAR,2046,45971617.884541,0.05057311758883744
Morocco,MAR,2047,47415625.01185616,0.05057311758883744
Morocco,MAR,2048,48904989.61579906,0.05057311758883744
Morocco,MAR,2049,50441136.41280433,0.05057311758883744
Morocco,MAR,2050,52392935.768511765,0.05057311758883744
Moldova,MDA,2020,3199999.9999999995,0.07147439884163691
Moldova,MDA,2021,3327300.5346789435,0.07147439884163691
Moldova,MDA,2022,3459665.26502337,0.07147439884163691
Moldova,MDA,2023,3597295.6519132573,0.07147439884163691
Moldova,MDA,2024,3740401.170627881,0.07147439884163691
Moldova,MDA,2025,3889199.629669966,0.07147439884163691
Moldova,MDA,2026,4096567.5906527336,0.07147439884163691
Moldova,MDA,2027,4314992.189333938,0.07147439884163691
Moldova,MDA,2028,4545062.953799859,0.07147439884163691
Moldova,MDA,2029,4787400.84514327,0.07147439884163691
Moldova,MDA,2030,5084892.105525149,0.07147439884163691
Moldova,MDA,2031,5302584.902933764,0.07147439884163691
Moldova,MDA,2032,5529597.49574022,0.07147439884163691
Moldova,MDA,2033,5766328.880086288,0.07147439884163691
Moldova,MDA,2034,6013195.133810747,0.07147439884163691
Moldova,MDA,2035,6282557.999109659,0.07147439884163691
Moldova,MDA,2036,6488783.972389468,0.07147439884163691
Moldova,MDA,2037,6701779.346295777,0.07147439884163691
Moldova,MDA,2038,6921766.327489142,0.07147439884163691
Moldova,MDA,2039,7148974.416599361,0.07147439884163691
Moldova,MDA,2040,7395590.293482051,0.07147439884163691
Moldova,MDA,2041,7577456.526889605,0.07147439884163691
Moldova,MDA,2042,7763795.064135168,0.07147439884163691
Moldova,MDA,2043,7954715.884411929,0.07147439884163691
Moldova,MDA,2044,8150331.671430348,0.07147439884163691
Moldova,MDA,2045,8362747.470823281,0.07147439884163691
Moldova,MDA,2046,8520170.2909559,0.07147439884163691
Moldova,MDA,2047,8680556.484595243,0.07147439884163691
Moldova,MDA,2048,8843961.835156538,0.07147439884163691
Moldova,MDA,2049,9010443.176138427,0.07147439884163691
Moldova,MDA,2050,9191763.796252834,0.07147439884163691
Madagascar,MDG,2020,1740000.0043891782,0.03302748051516264
Madagascar,MDG,2021,1822722.8305205468,0.03302748051516264
Madagascar,MDG,2022,1909378.4531725468,0.03302748051516264
Madagascar,MDG,2023,2000153.84478309,0.03302748051516264
Madagascar,MDG,2024,2095244.8668064286,0.03302748051516264
Madagascar,MDG,2025,2224121.4482109845,0.03302748051516264
Madagascar,MDG,2026,2336283.8581967526,0.03302748051516264
Madagascar,MDG,2027,2454102.6167708295,0.03302748051516264
Madagascar,MDG,2028,2577862.9735044083,0.03302748051516264
Madagascar,MDG,2029,2707864.563100116,0.03302748051516264
Madagascar,MDG,2030,2877045.329640487,0.03302748051516264
Madagascar,MDG,2031,3033418.515084987,0.03302748051516264
Madagascar,MDG,2032,3198290.8968661386,0.03302748051516264
Madagascar,MDG,2033,3372124.423355483,0.03302748051516264
Madagascar,MDG,2034,3555406.150745294,0.03302748051516264
Madagascar,MDG,2035,3775729.265214049,0.03302748051516264
Madagascar,MDG,2036,3989578.3979595588,0.03302748051516264
Madagascar,MDG,2037,4215539.482692022,0.03302748051516264
Madagascar,MDG,2038,4454298.514154792,0.03302748051516264
Madagascar,MDG,2039,4706580.340348601,0.03302748051516264
Madagascar,MDG,2040,5009471.021950395,0.03302748051516264
Madagascar,MDG,2041,5296694.103883989,0.03302748051516264
Madagascar,MDG,2042,5600385.41139149,0.03302748051516264
Madagascar,MDG,2043,5921489.166823439,0.03302748051516264
Madagascar,MDG,2044,6261003.730472763,0.03302748051516264
Madagascar,MDG,2045,6667475.110042116,0.03302748051516264
Madagascar,MDG,2046,7045176.374505192,0.03302748051516264
Madagascar,MDG,2047,7444273.781109414,0.03302748051516264
Madagascar,MDG,2048,7865979.3853642475,0.03302748051516264
Madagascar,MDG,2049,8311573.9036876615,0.03302748051516264
Madagascar,MDG,2050,8844431.407660967,0.03302748051516264
Maldives,MDV,2020,60000.0024731442,0.006051310270041738
Maldives,MDV,2021,68246.54435120415,0.006051310270041738
Maldives,MDV,2022,77626.51039832199,0.006051310270041738
Maldives,MDV,2023,88295.6811060057,0.006051310270041738
Maldives,MDV,2024,100431.24780399722,0.006051310270041738
Maldives,MDV,2025,114234.75541638752,0.006051310270041738
Maldives,MDV,2026,120679.37941733039,0.006051310270041738
Maldives,MDV,2027,127487.5808458446,0.006051310270041738
Maldives,MDV,2028,134679.87114616952,0.006051310270041738
Maldives,MDV,2029,142277.91892828947,0.006051310270041738
Maldives,MDV,2030,151478.43190523575,0.006051310270041738
Maldives,MDV,2031,158612.62207955524,0.006051310270041738
Maldives,MDV,2032,166082.811701474,0.006051310270041738
Maldives,MDV,2033,173904.82536019248,0.006051310270041738
Maldives,MDV,2034,182095.23293668224,0.006051310270041738
Maldives,MDV,2035,191141.23646842048,0.006051310270041738
Maldives,MDV,2036,198611.79355172568,0.006051310270041738
Maldives,MDV,2037,206374.32961437665,0.006051310270041738
Maldives,MDV,2038,214440.25635210486,0.006051310270041738
Maldives,MDV,2039,222821.43147493966,0.006051310270041738
Maldives,MDV,2040,231939.70940540353,0.006051310270041738
Maldives,MDV,2041,239357.64238967802,0.006051310270041738
Maldives,MDV,2042,247012.8168963304,0.006051310270041738
Maldives,MDV,2043,254912.82042177743,0.006051310270041738
Maldives,MDV,2044,263065.48312696366,0.006051310270041738
Maldives,MDV,2045,271800.4391779781,0.006051310270041738
Maldives,MDV,2046,278957.8763957723,0.006051310270041738
Maldives,MDV,2047,286303.7934691605,0.006051310270041738
Maldives,MDV,2048,293843.15371879557,0.006051310270041738
Maldives,MDV,2049,301581.05116657616,0.006051310270041738
Maldives,MDV,2050,309759.7474698874,0.006051310270041738
Mexico,MEX,2020,67699999.99999999,0.020308076237552868
Mexico,MEX,2021,69806023.50656094,0.020308076237552868
Mexico,MEX,2022,71977561.56275538,0.020308076237552868
Mexico,MEX,2023,74216652.20671551,0.020308076237552868
Mexico,MEX,2024,76525396.87622218,0.020308076237552868
Mexico,MEX,2025,78905962.3809523,0.020308076237552868
Mexico,MEX,2026,81296473.01203178,0.020308076237552868
Mexico,MEX,2027,83759405.81381766,0.020308076237552868
Mexico,MEX,2028,86296954.8659938,0.020308076237552868
Mexico,MEX,2029,88911380.71940367,0.020308076237552868
Mexico,MEX,2030,92277809.00920391,0.020308076237552868
Mexico,MEX,2031,94255171.6922756,0.020308076237552868
Mexico,MEX,2032,96274906.02701943,0.020308076237552868
Mexico,MEX,2033,98337919.96870372,0.020308076237552868
Mexico,MEX,2034,100445140.92859465,0.020308076237552868
Mexico,MEX,2035,102675438.97869413,0.020308076237552868
Mexico,MEX,2036,104683174.0263076,0.020308076237552868
Mexico,MEX,2037,106730168.70661914,0.020308076237552868
Mexico,MEX,2038,108817190.70994794,0.020308076237552868
Mexico,MEX,2039,110945022.73817563,0.020308076237552868
Mexico,MEX,2040,113193292.98095748,0.020308076237552868
Mexico,MEX,2041,115269574.107318,0.020308076237552868
Mexico,MEX,2042,117383940.0282997,0.020308076237552868
Mexico,MEX,2043,119537089.32540151,0.020308076237552868
Mexico,MEX,2044,121729733.39405808,0.020308076237552868
Mexico,MEX,2045,124041578.66188897,0.020308076237552868
Mexico,MEX,2046,126186898.16611597,0.020308076237552868
Mexico,MEX,2047,128369321.3240119,0.020308076237552868
Mexico,MEX,2048,130589489.84936945,0.020308076237552868
Mexico,MEX,2049,132848056.55452685,0.020308076237552868
Mexico,MEX,2050,135223271.46199274,0.020308076237552868
North Macedonia,MKD,2020,3300000,0.0708068607318249
North Macedonia,MKD,2021,3417789.0649027852,0.0708068607318249
North Macedonia,MKD,2022,3539782.452172442,0.0708068607318249
North Macedonia,MKD,2023,3666130.2294453755,0.0708068607318249
North Macedonia,MKD,2024,3796987.820820589,0.0708068607318249
North Macedonia,MKD,2025,3932516.1980514163,0.0708068607318249
North Macedonia,MKD,2026,4106998.301013591,0.0708068607318249
North Macedonia,MKD,2027,4289222.0133476965,0.0708068607318249
North Macedonia,MKD,2028,4479530.82309434,0.0708068607318249
North Macedonia,MKD,2029,4678283.458540488,0.0708068607318249
North Macedonia,MKD,2030,4926773.49479753,0.0708068607318249
North Macedonia,MKD,2031,5106973.938252631,0.0708068607318249
North Macedonia,MKD,2032,5293765.348362825,0.0708068607318249
North Macedonia,MKD,2033,5487388.794687188,0.0708068607318249
North Macedonia,MKD,2034,5688094.1640851,0.0708068607318249
North Macedonia,MKD,2035,5907355.988778605,0.0708068607318249
North Macedonia,MKD,2036,6089549.6133161755,0.0708068607318249
North Macedonia,MKD,2037,6277362.421272725,0.0708068607318249
North Macedonia,MKD,2038,6470967.718505553,0.0708068607318249
North Macedonia,MKD,2039,6670544.155940452,0.0708068607318249
North Macedonia,MKD,2040,6887404.423762009,0.0708068607318249
North Macedonia,MKD,2041,7068986.577193955,0.0708068607318249
North Macedonia,MKD,2042,7255356.03167813,0.0708068607318249
North Macedonia,MKD,2043,7446639.001442805,0.0708068607318249
North Macedonia,MKD,2044,7642965.028276252,0.0708068607318249
North Macedonia,MKD,2045,7855729.753712054,0.0708068607318249
North Macedonia,MKD,2046,8035761.001234709,0.0708068607318249
North Macedonia,MKD,2047,8219918.058974964,0.0708068607318249
North Macedonia,MKD,2048,8408295.478907466,0.0708068607318249
North Macedonia,MKD,2049,8600989.979872385,0.0708068607318249
North Macedonia,MKD,2050,8809318.8525178,0.0708068607318249
Mali,MLI,2020,120000.00068711652,0.0020559392985292735
Mali,MLI,2021,125065.83998704489,0.0020559392985292735
Mali,MLI,2022,130345.53535085457,0.0020559392985292735
Mali,MLI,2023,135848.1147822683,0.0020559392985292735
Mali,MLI,2024,141582.98740514056,0.0020559392985292735
Mali,MLI,2025,149527.425679936,0.0020559392985292735
Mali,MLI,2026,158354.62709200507,0.0020559392985292735
Mali,MLI,2027,167702.933474717,0.0020559392985292735
Mali,MLI,2028,177603.1077366938,0.0020559392985292735
Mali,MLI,2029,188087.72884397453,0.0020559392985292735
Mali,MLI,2030,201475.86054985053,0.0020559392985292735
Mali,MLI,2031,214112.96437477582,0.0020559392985292735
Mali,MLI,2032,227542.70108706603,0.0020559392985292735
Mali,MLI,2033,241814.786737395,0.0020559392985292735
Mali,MLI,2034,256982.05569985486,0.0020559392985292735
Mali,MLI,2035,275073.4926185851,0.0020559392985292735
Mali,MLI,2036,292709.73325712787,0.0020559392985292735
Mali,MLI,2037,311476.71528736077,0.0020559392985292735
Mali,MLI,2038,331446.9357975853,0.0020559392985292735
Mali,MLI,2039,352697.5400015285,0.0020559392985292735
Mali,MLI,2040,378051.60613991396,0.0020559392985292735
Mali,MLI,2041,402134.43261125113,0.0020559392985292735
Mali,MLI,2042,427751.39495565183,0.0020559392985292735
Mali,MLI,2043,455000.2214393484,0.0020559392985292735
Mali,MLI,2044,483984.8658619102,0.0020559392985292735
Mali,MLI,2045,518509.08729370637,0.0020559392985292735
Mali,MLI,2046,550599.9858192145,0.0020559392985292735
Mali,MLI,2047,584677.0130229098,0.0020559392985292735
Mali,MLI,2048,620863.0918302177,0.0020559392985292735
Mali,MLI,2049,659288.7529543997,0.0020559392985292735
Mali,MLI,2050,705036.6135787402,0.0020559392985292735
Malta,MLT,2020,700000,0.023267076538141584
Malta,MLT,2021,733498.5406702507,0.023267076538141584
Malta,MLT,2022,768600.1559505534,0.023267076538141584
Malta,MLT,2023,805381.5610695113,0.023267076538141584
Malta,MLT,2024,843923.1424674499,0.023267076538141584
Malta,MLT,2025,884309.1334824666,0.023267076538141584
Malta,MLT,2026,910151.8275691586,0.023267076538141584
Malta,MLT,2027,936749.7381433569,0.023267076538141584
Malta,MLT,2028,964124.9353476354,0.023267076538141584
Malta,MLT,2029,992300.1342935304,0.023267076538141584
Malta,MLT,2030,1029852.0694023642,0.023267076538141584
Malta,MLT,2031,1053406.5269877464,0.023267076538141584
Malta,MLT,2032,1077499.7148321874,0.023267076538141584
Malta,MLT,2033,1102143.9546073272,0.023267076538141584
Malta,MLT,2034,1127351.849802264,0.023267076538141584
Malta,MLT,2035,1155329.7620392728,0.023267076538141584
Malta,MLT,2036,1176509.078014856,0.023267076538141584
Malta,MLT,2037,1198076.6497421141,0.023267076538141584
Malta,MLT,2038,1220039.5946618984,0.023267076538141584
Malta,MLT,2039,1242405.160690819,0.023267076538141584
Malta,MLT,2040,1267228.2905599014,0.023267076538141584
Malta,MLT,2041,1286104.9976618723,0.023267076538141584
Malta,MLT,2042,1305262.8933023794,0.023267076538141584
Malta,MLT,2043,1324706.166082419,0.023267076538141584
Malta,MLT,2044,1344439.066996637,0.023267076538141584
Malta,MLT,2045,1366424.9407040128,0.023267076538141584
Malta,MLT,2046,1382896.565045926,0.023267076538141584
Malta,MLT,2047,1399566.7472451932,0.023267076538141584
Malta,MLT,2048,1416437.880825482,0.023267076538141584
Malta,MLT,2049,1433512.3881632895,0.023267076538141584
Malta,MLT,2050,1452642.6097055937,0.023267076538141584
Myanmar,MMR,2020,7100000,0.018601641947665563
Myanmar,MMR,2021,6981530.332011592,0.018601641947665563
Myanmar,MMR,2022,6865037.433351811,0.018601641947665563
Myanmar,MMR,2023,6750488.319907135,0.018601641947665563
Myanmar,MMR,2024,6637850.557932623,0.018601641947665563
Myanmar,MMR,2025,6527092.254868544,0.018601641947665563
Myanmar,MMR,2026,6723347.873638712,0.018601641947665563
Myanmar,MMR,2027,6925504.476552335,0.018601641947665563
Myanmar,MMR,2028,7133739.493504568,0.018601641947665563
Myanmar,MMR,2029,7348235.689325704,0.018601641947665563
Myanmar,MMR,2030,7628293.488437838,0.018601641947665563
Myanmar,MMR,2031,7871617.733356547,0.018601641947665563
Myanmar,MMR,2032,8122703.437408283,0.018601641947665563
Myanmar,MMR,2033,8381798.172502263,0.018601641947665563
Myanmar,MMR,2034,8649157.40749714,0.018601641947665563
Myanmar,MMR,2035,8947037.824381275,0.018601641947665563
Myanmar,MMR,2036,9236228.62539902,0.018601641947665563
Myanmar,MMR,2037,9534766.801607847,0.018601641947665563
Myanmar,MMR,2038,9842954.483720956,0.018601641947665563
Myanmar,MMR,2039,10161103.568077298,0.018601641947665563
Myanmar,MMR,2040,10508090.045524986,0.018601641947665563
Myanmar,MMR,2041,10843469.743518032,0.018601641947665563
Myanmar,MMR,2042,11189553.531534918,0.018601641947665563
Myanmar,MMR,2043,11546683.044874152,0.018601641947665563
Myanmar,MMR,2044,11915210.822580101,0.018601641947665563
Myanmar,MMR,2045,12310064.079935763,0.018601641947665563
Myanmar,MMR,2046,12690442.447329232,0.018601641947665563
Myanmar,MMR,2047,13082574.425544003,0.018601641947665563
Myanmar,MMR,2048,13486823.198659888,0.018601641947665563
Myanmar,MMR,2049,13903563.17306767,0.018601641947665563
Myanmar,MMR,2050,14344156.719946226,0.018601641947665563
Montenegro,MNE,2020,1000000,0.06154463944617957
Montenegro,MNE,2021,1064096.5053081347,0.06154463944617957
Montenegro,MNE,2022,1132301.3726089853,0.06154463944617957
Montenegro,MNE,2023,1204877.9335488253,0.06154463944617957
Montenegro,MNE,2024,1282106.398412192,0.06154463944617957
Montenegro,MNE,2025,1364284.9379836123,0.06154463944617957
Montenegro,MNE,2026,1396390.8704400347,0.06154463944617957
Montenegro,MNE,2027,1429252.3568648382,0.06154463944617957
Montenegro,MNE,2028,1462887.1778286365,0.06154463944617957
Montenegro,MNE,2029,1497313.5323350118,0.06154463944617957
Montenegro,MNE,2030,1545385.1224495424,0.06154463944617957
Montenegro,MNE,2031,1575748.2762054747,0.06154463944617957
Montenegro,MNE,2032,1606707.9939457579,0.06154463944617957
Montenegro,MNE,2033,1638275.996738313,0.06154463944617957
Montenegro,MNE,2034,1670464.2359422538,0.06154463944617957
Montenegro,MNE,2035,1706524.8478830461,0.06154463944617957
Montenegro,MNE,2036,1735553.894755123,0.06154463944617957
Montenegro,MNE,2037,1765076.7437323069,0.06154463944617957
Montenegro,MNE,2038,1795101.794694898,0.06154463944617957
Montenegro,MNE,2039,1825637.590410378,0.06154463944617957
Montenegro,MNE,2040,1859697.6810181118,0.06154463944617957
Montenegro,MNE,2041,1887011.7126044063,0.06154463944617957
Montenegro,MNE,2042,1914726.9149450182,0.06154463944617957
Montenegro,MNE,2043,1942849.1801754104,0.06154463944617957
Montenegro,MNE,2044,1971384.486970903,0.06154463944617957
Montenegro,MNE,2045,2003210.8860657052,0.06154463944617957
Montenegro,MNE,2046,2028949.0035316967,0.06154463944617957
Montenegro,MNE,2047,2055017.8154319597,0.06154463944617957
Montenegro,MNE,2048,2081421.570671217,0.06154463944617957
Montenegro,MNE,2049,2108164.572745951,0.06154463944617957
Montenegro,MNE,2050,2137973.8143109605,0.06154463944617957
Mongolia,MNG,2020,7100000,0.12855288673439574
Mongolia,MNG,2021,7412758.4480136605,0.12855288673439574
Mongolia,MNG,2022,7739294.057548999,0.12855288673439574
Mongolia,MNG,2023,8080213.719261729,0.12855288673439574
Mongolia,MNG,2024,8436151.057635672,0.12855288673439574
Mongolia,MNG,2025,8807767.608620873,0.12855288673439574
Mongolia,MNG,2026,9275520.356113961,0.12855288673439574
Mongolia,MNG,2027,9768113.976176532,0.12855288673439574
Mongolia,MNG,2028,10286867.689173011,0.12855288673439574
Mongolia,MNG,2029,10833170.775099004,0.12855288673439574
Mongolia,MNG,2030,11497581.83663079,0.12855288673439574
Mongolia,MNG,2031,12078470.627522454,0.12855288673439574
Mongolia,MNG,2032,12688707.484135952,0.12855288673439574
Mongolia,MNG,2033,13329775.14976934,0.12855288673439574
Mongolia,MNG,2034,14003231.279904293,0.12855288673439574
Mongolia,MNG,2035,14746962.312926685,0.12855288673439574
Mongolia,MNG,2036,15409604.77838339,0.12855288673439574
Mongolia,MNG,2037,16102022.530960856,0.12855288673439574
Mongolia,MNG,2038,16825553.498379298,0.12855288673439574
Mongolia,MNG,2039,17581595.72702638,0.12855288673439574
Mongolia,MNG,2040,18404106.000753034,0.12855288673439574
Mongolia,MNG,2041,19141082.10340072,0.12855288673439574
Mongolia,MNG,2042,19907569.76047282,0.12855288673439574
Mongolia,MNG,2043,20704750.735993177,0.12855288673439574
Mongolia,MNG,2044,21533854.116677888,0.12855288673439574
Mongolia,MNG,2045,22422685.370642327,0.12855288673439574
Mongolia,MNG,2046,23244426.516674392,0.12855288673439574
Mongolia,MNG,2047,24096282.63332306,0.12855288673439574
Mongolia,MNG,2048,24979357.366742123,0.12855288673439574
