Country Name,iso3c,Population,year,Average household size (number of members),gdp_ppp,GDP,average_household_size,num_households,gdp_per_capita,avg_m2_capita,residential_building_stock_m2
Albania,ALB,2726912,2029,3.3,51.83568728152804,51835687281.52804,3.3,826336.9696969697,19008.93291808758,19.00893291808758,51835687.28152804
Albania,ALB,2734949,2028,3.3,50.5836028905524,50583602890.5524,3.3,828772.4242424243,18495.263674222955,18.495263674222954,50583602.890552394
Albania,ALB,2742216,2027,3.3,49.36176243776573,49361762437.765724,3.3,830974.5454545455,18000.683548548226,18.000683548548228,49361762.437765725
Albania,ALB,2748885,2026,3.3,48.16943538471247,48169435384.71247,3.3,832995.4545454546,17523.26320843268,17.52326320843268,48169435.38471247
Albania,ALB,2755010,2025,3.3,47.005908839,47005908839,3.3,834851.5151515153,17061.973945285135,17.061973945285136,47005908.839
Albania,ALB,2760772,2024,3.3,45.193879503279845,45193879503.27985,3.3,836597.5757575758,16370.0151636136,16.3700151636136,45193879.50327985
Albania,ALB,2766215,2023,3.3,43.451702030753246,43451702030.75324,3.3,838246.9696969697,15707.998847071989,15.70799884707199,43451702.03075324
Albania,ALB,2775634,2022,3.3,41.776683704091944,41776683704.09194,3.3,841101.2121212122,15051.222064613685,15.051222064613684,41776683.70409194
Albania,ALB,2811666,2021,3.3,40.16623560744523,40166235607.44523,3.3,852020,14285.564361999337,14.285564361999336,40166235.607445225
Albania,ALB,2837849,2020,3.3,38.617868625,38617868625,3.3,859954.2424242424,13608.147799618655,13.608147799618655,38617868.625
Algeria,DZA,43451666,2020,4.94,467.312398673,467312398673,4.94,8795883.805668015,10754.763664827029,10.75476366482703,467312398.67300004
Algeria,DZA,44177969,2021,4.94,481.3049100145795,481304910014.57947,4.94,8942908.70445344,10894.681691106702,10.894681691106701,481304910.0145794
Algeria,DZA,44903225,2022,4.94,495.71639242176775,495716392421.76776,4.94,9089721.659919027,11039.661236398226,11.039661236398226,495716392.4217677
Algeria,DZA,45606480,2023,4.94,510.5593909445227,510559390944.5227,4.94,9232080.971659917,11194.887019224521,11.194887019224522,510559390.9445228
Algeria,DZA,46278751,2024,4.94,525.8468262632251,525846826263.2251,4.94,9368168.218623482,11362.597626353941,11.362597626353942,525846826.26322514
Algeria,DZA,46922031,2025,4.94,541.5920059360001,541592005936.00006,4.94,9498386.842105262,11542.381998255789,11.542381998255788,541592005.936
Algeria,DZA,47538087,2026,4.94,557.3355917824807,557335591782.4807,4.94,9623094.534412954,11723.980222058171,11.723980222058172,557335591.7824807
Algeria,DZA,48130008,2027,4.94,573.5368293161888,573536829316.1888,4.94,9742916.599190282,11916.408352065697,11.916408352065696,573536829.3161888
Algeria,DZA,48700234,2028,4.94,590.2090220544337,590209022054.4337,4.94,9858346.963562753,12119.2235350334,12.119223535033399,590209022.0544337
Algeria,DZA,49251258,2029,4.94,607.3658602356445,607365860235.6445,4.94,9969890.28340081,12331.986732920497,12.331986732920496,607365860.2356445
Algeria,DZA,49787283,2030,4.94,625.021432061,625021432061,4.94,10078397.368421052,12553.836931832573,12.553836931832572,625021432.061
Algeria,DZA,50311560,2031,4.94,640.2768805977221,640276880597.722,4.94,10184526.315789472,12726.23787848602,12.72623787848602,640276880.597722
Algeria,DZA,50826981,2032,4.94,655.9046823020612,655904682302.0613,4.94,10288862.550607286,12904.65554706193,12.90465554706193,655904682.3020613
Algeria,DZA,51336846,2033,4.94,671.913925525704,671913925525.704,4.94,10392074.089068824,13088.336699253086,13.088336699253086,671913925.525704
Algeria,DZA,51845003,2034,4.94,688.3139204477403,688313920447.7404,4.94,10494939.878542509,13276.379219184159,13.27637921918416,688313920.4477404
Algeria,DZA,52352520,2035,4.94,705.114204489,705114204489,4.94,10597676.113360323,13468.58192287592,13.46858192287592,705114204.4890001
Algeria,DZA,52860879,2036,4.94,721.7933553811492,721793355381.1493,4.94,10700582.793522267,13654.5848089501,13.6545848089501,721793355.3811493
Algeria,DZA,53371371,2037,4.94,738.8670438853787,738867043885.3788,4.94,10803921.255060729,13843.883528593988,13.843883528593988,738867043.8853788
Algeria,DZA,53883769,2038,4.94,756.3446026067089,756344602606.7089,4.94,10907645.546558704,14036.594259148964,14.036594259148965,756344602.6067089
Algeria,DZA,54398757,2039,4.94,774.2355849086214,774235584908.6213,4.94,11011894.129554655,14232.596985784461,14.232596985784461,774235584.9086213
Algeria,DZA,54917437,2040,4.94,792.549770135,792549770135,4.94,11116890.080971658,14431.65984120854,14.43165984120854,792549770.135
Algeria,DZA,55440658,2041,4.94,812.1793549905113,812179354990.5114,4.94,11222805.263157893,14649.525894705495,14.649525894705496,812179354.9905114
Algeria,DZA,55965060,2042,4.94,832.2951182743302,832295118274.3302,4.94,11328959.51417004,14871.691699684236,14.871691699684236,832295118.2743303
Algeria,DZA,56488986,2043,4.94,852.9091014771908,852909101477.1908,4.94,11435017.40890688,15098.679616539599,15.098679616539599,852909101.4771907
Algeria,DZA,57012291,2044,4.94,874.033644329096,874033644329.096,4.94,11540949.5951417,15330.617819394347,15.330617819394346,874033644.329096
Algeria,DZA,57533658,2045,4.94,895.681392186,895681392186,4.94,11646489.47368421,15567.954886268486,15.567954886268486,895681392.186
Algeria,DZA,58050507,2046,4.94,919.0623167522385,919062316752.2385,4.94,11751114.777327934,15832.115243235317,15.832115243235318,919062316.7522385
Algeria,DZA,58559198,2047,4.94,943.0535784744584,943053578474.4584,4.94,11854088.663967611,16104.277563269537,16.104277563269537,943053578.4744583
Algeria,DZA,59055401,2048,4.94,967.6711096329639,967671109632.9639,4.94,11954534.615384614,16385.818964009133,16.385818964009133,967671109.6329639
Algeria,DZA,59535713,2049,4.94,992.9312584053281,992931258405.3281,4.94,12051763.765182186,16677.90991946847,16.677909919468473,992931258.4053282
Algeria,DZA,60001113,2050,4.94,1018.850799723,1018850799723,4.94,12145974.291497976,16980.531673187463,16.980531673187464,1018850799.723
Angola,AGO,33428486,2020,4.82,197.96953807300002,197969538073.00003,4.82,6935370.539419087,5922.180803312481,5.9221808033124805,197969538.073
Angola,AGO,34503774,2021,4.82,203.9292831530677,203929283153.0677,4.82,7158459.336099585,5910.34717399516,5.91034717399516,203929283.15306768
Angola,AGO,35588987,2022,4.82,210.06844250951912,210068442509.5191,4.82,7383607.261410788,5902.624947136571,5.902624947136571,210068442.50951913
Angola,AGO,36684202,2023,4.82,216.39241729326554,216392417293.26553,4.82,7610830.290456431,5898.7903646715695,5.898790364671569,216392417.29326552
Angola,AGO,37804634,2024,4.82,222.90677125337805,222906771253.37805,4.82,7843285.062240663,5896.281690053607,5.896281690053607,222906771.25337806
Angola,AGO,38942791,2025,4.82,229.61723563200002,229617235632.00003,4.82,8079417.219917012,5896.270650760497,5.896270650760497,229617235.63200003
Angola,AGO,40099526,2026,4.82,238.95976912351213,238959769123.51215,4.82,8319403.734439833,5959.166926898641,5.95916692689864,238959769.12351212
Angola,AGO,41274799,2027,4.82,248.68242622290492,248682426222.90494,4.82,8563236.307053942,6025.042695493319,6.025042695493319,248682426.22290495
