Country,iso3c,year,residential_building_stock_m2,Region,period,residential,total_building_stock_m2
Djibouti,DJI,2043,18559445.61547782,Africa,2040,0.7308401113976266,25394672.960663788
Djibouti,DJI,2044,19405141.320803516,Africa,2040,0.7308401113976266,26551828.530174643
Djibouti,DJI,2045,20289372.726,Africa,2045,0.7256345586793843,27960868.846882876
Djibouti,DJI,2046,21110672.96671989,Africa,2045,0.7256345586793843,29092706.120750606
Djibouti,DJI,2047,21965218.89199178,Africa,2045,0.7256345586793843,30270359.410620257
Djibouti,DJI,2048,22854356.264895387,Africa,2045,0.7256345586793843,31495683.318183027
Djibouti,DJI,2049,23779485.32410003,Africa,2045,0.7256345586793843,32770607.518166453
Djibouti,DJI,2050,24742062.988999996,Africa,2050,0.7205461095530795,34337931.55075991
Denmark,DNK,2020,322935353.919,Europe,2020,0.7,461336219.8842858
Denmark,DNK,2021,329277859.47050744,Europe,2020,0.7,470396942.10072494
Denmark,DNK,2022,335744932.91519463,Europe,2020,0.7,479635618.4502781
Denmark,DNK,2023,342339020.7877763,Europe,2020,0.7,489055743.98253757
Denmark,DNK,2024,349062617.67332727,Europe,2020,0.7,498660882.3904676
Denmark,DNK,2025,355918267.151,Europe,2025,0.7,508454667.35857147
Denmark,DNK,2026,360170866.42213714,Europe,2025,0.7,514529809.1744817
Denmark,DNK,2027,364474276.79860365,Europe,2025,0.7,520677538.28371954
Denmark,DNK,2028,368829105.3840228,Europe,2025,0.7,526898721.9771754
Denmark,DNK,2029,373235966.5358411,Europe,2025,0.7,533194237.90834445
Denmark,DNK,2030,377695481.95199996,Europe,2030,0.6941862049680265,544083819.6567104
Denmark,DNK,2031,382033569.9817274,Europe,2030,0.6941862049680265,550332990.2663846
Denmark,DNK,2032,386421483.88614196,Europe,2030,0.6941862049680265,556653936.826561
Denmark,DNK,2033,390859795.94910955,Europe,2030,0.6941862049680265,563047483.7325702
Denmark,DNK,2034,395349085.02756345,Europe,2030,0.6941862049680265,569514464.8484808
Denmark,DNK,2035,399889936.627,Europe,2035,0.6928682466025001,577151483.8324199
Denmark,DNK,2036,404703274.7227338,Europe,2035,0.6928682466025001,584098458.4114054
Denmark,DNK,2037,409574549.31924415,Europe,2035,0.6928682466025001,591129051.3421636
Denmark,DNK,2038,414504457.77833146,Europe,2035,0.6928682466025001,598244269.1101321
Denmark,DNK,2039,419493705.8557016,Europe,2035,0.6928682466025001,605445130.3154696
Denmark,DNK,2040,424543007.80200005,Europe,2040,0.6917487240457084,613724309.1957589
Denmark,DNK,2041,430142457.3960462,Europe,2040,0.6917487240457084,621818938.6463166
Denmark,DNK,2042,435815760.13377875,Europe,2040,0.6917487240457084,630020331.0602442
Denmark,DNK,2043,441563890.09072804,Europe,2040,0.6917487240457084,638329894.572456
Denmark,DNK,2044,447387834.18985486,Europe,2040,0.6917487240457084,646749055.8902614
Denmark,DNK,2045,453288592.37100005,Europe,2045,0.6907569705299672,656220076.9732732
Denmark,DNK,2046,459487377.9654977,Europe,2045,0.6907569705299672,665193979.3136892
Denmark,DNK,2047,465770932.8294923,Europe,2045,0.6907569705299672,674290601.0374972
Denmark,DNK,2048,472140416.1947301,Europe,2045,0.6907569705299672,683511620.3496164
Denmark,DNK,2049,478597003.145616,Europe,2045,0.6907569705299672,692858738.4046571
Denmark,DNK,2050,485141884.8360001,Europe,2050,0.6898773160141096,703229217.1005051
Dominican Republic,DOM,2020,183435681.33800003,Latin and South America,2020,0.69,265848813.5333334
Dominican Republic,DOM,2021,195335324.6786485,Latin and South America,2020,0.69,283094673.4473167
Dominican Republic,DOM,2022,208006908.95577005,Latin and South America,2020,0.69,301459288.3416957
Dominican Republic,DOM,2023,221500510.6962274,Latin and South America,2020,0.69,321015232.8930832
Dominican Republic,DOM,2024,235869454.93777815,Latin and South America,2020,0.69,341839789.7648959
Dominican Republic,DOM,2025,251170525.96300003,Latin and South America,2025,0.69,364015255.0188407
Dominican Republic,DOM,2026,262194242.1825464,Latin and South America,2025,0.69,379991655.3370238
Dominican Republic,DOM,2027,273701782.36520773,Latin and South America,2025,0.69,396669249.80464894
Dominican Republic,DOM,2028,285714381.2400557,Latin and South America,2025,0.69,414078813.3913851
Dominican Republic,DOM,2029,298254205.51504904,Latin and South America,2025,0.69,432252471.7609407
Dominican Republic,DOM,2030,311344394.78099996,Latin and South America,2030,0.6849692167754552,454537791.12392443
Dominican Republic,DOM,2031,323742462.0873133,Latin and South America,2030,0.6849692167754552,472637972.85862803
Dominican Republic,DOM,2032,336634233.7143355,Latin and South America,2030,0.6849692167754552,491458923.21857446
Dominican Republic,DOM,2033,350039369.4969638,Latin and South America,2030,0.6849692167754552,511029343.9824943
Dominican Republic,DOM,2034,363978312.14578027,Latin and South America,2030,0.6849692167754552,531379079.8646922
Dominican Republic,DOM,2035,378472318.422,Latin and South America,2035,0.6844493776447149,552958817.3845313
Dominican Republic,DOM,2036,392133668.4435117,Latin and South America,2035,0.6844493776447149,572918438.1654316
Dominican Republic,DOM,2037,406288139.0324361,Latin and South America,2035,0.6844493776447149,593598522.1150026
Dominican Republic,DOM,2038,420953529.88599366,Latin and South America,2035,0.6844493776447149,615025075.0969386
Dominican Republic,DOM,2039,436148283.1998973,Latin and South America,2035,0.6844493776447149,637225041.6834973
Dominican Republic,DOM,2040,451891506.86,Latin and South America,2040,0.6839727127465678,660686454.9396713
Dominican Republic,DOM,2041,466600816.2913364,Latin and South America,2040,0.6839727127465678,682192151.2301996
Dominican Republic,DOM,2042,481788921.5855344,Latin and South America,2040,0.6839727127465678,704397869.3987044
Dominican Republic,DOM,2043,497471407.8031545,Latin and South America,2040,0.6839727127465678,727326395.5304639
Dominican Republic,DOM,2044,513664367.30678636,Latin and South America,2040,0.6839727127465678,751001257.4099784
Dominican Republic,DOM,2045,530384416.2740001,Latin and South America,2045,0.6835372013487429,775940819.6473513
Dominican Republic,DOM,2046,545962195.9284334,Latin and South America,2045,0.6835372013487429,798730771.1286979
Dominican Republic,DOM,2047,561997506.4067677,Latin and South America,2045,0.6835372013487429,822190080.2148658
Dominican Republic,DOM,2048,578503785.7251686,Latin and South America,2045,0.6835372013487429,846338406.4300754
Dominican Republic,DOM,2049,595494866.5842009,Latin and South America,2045,0.6835372013487429,871195986.7132052
Dominican Republic,DOM,2050,612984987.9610001,Latin and South America,2050,0.6831450139550765,897298487.7868257
Algeria,DZA,2020,467312398.67300004,Africa,2020,0.76,614884735.0960526
Algeria,DZA,2021,481304910.0145794,Africa,2020,0.76,633295934.2297097
Algeria,DZA,2022,495716392.4217677,Africa,2020,0.76,652258411.0812733
Algeria,DZA,2023,510559390.9445228,Africa,2020,0.76,671788672.2954247
Algeria,DZA,2024,525846826.26322514,Africa,2020,0.76,691903718.7674015
Algeria,DZA,2025,541592005.936,Africa,2025,0.75,722122674.5813333
Algeria,DZA,2026,557335591.7824807,Africa,2025,0.75,743114122.3766409
Algeria,DZA,2027,573536829.3161888,Africa,2025,0.75,764715772.4215851
Algeria,DZA,2028,590209022.0544337,Africa,2025,0.75,786945362.7392449
Algeria,DZA,2029,607365860.2356445,Africa,2025,0.75,809821146.9808593
Algeria,DZA,2030,625021432.061,Africa,2030,0.7414956504672269,842919889.9105681
Algeria,DZA,2031,640276880.597722,Africa,2030,0.7414956504672269,863493778.0070248
Algeria,DZA,2032,655904682.3020613,Africa,2030,0.7414956504672269,884569831.109281
Algeria,DZA,2033,671913925.525704,Africa,2030,0.7414956504672269,906160306.0008802
Algeria,DZA,2034,688313920.4477404,Africa,2030,0.7414956504672269,928277758.6274769
Algeria,DZA,2035,705114204.4890001,Africa,2035,0.7361776186790023,957804457.2371781
Algeria,DZA,2036,721793355.3811493,Africa,2035,0.7361776186790023,980460879.3681283
Algeria,DZA,2037,738867043.8853788,Africa,2035,0.7361776186790023,1003653228.7020657
Algeria,DZA,2038,756344602.6067089,Africa,2035,0.7361776186790023,1027394182.3494909
Algeria,DZA,2039,774235584.9086213,Africa,2035,0.7361776186790023,1051696717.2920989
Algeria,DZA,2040,792549770.135,Africa,2040,0.7308401113976266,1084436606.276799
Algeria,DZA,2041,812179354.9905114,Africa,2040,0.7308401113976266,1111295538.277634
Algeria,DZA,2042,832295118.2743303,Africa,2040,0.7308401113976266,1138819702.551199
Algeria,DZA,2043,852909101.4771907,Africa,2040,0.7308401113976266,1167025575.3288155
Algeria,DZA,2044,874033644.329096,Africa,2040,0.7308401113976266,1195930040.9191175
Algeria,DZA,2045,895681392.186,Africa,2045,0.7256345586793843,1234342247.7232778
Algeria,DZA,2046,919062316.7522385,Africa,2045,0.7256345586793843,1266563597.0051954
Algeria,DZA,2047,943053578.4744583,Africa,2045,0.7256345586793843,1299626054.457446
Algeria,DZA,2048,967671109.6329639,Africa,2045,0.7256345586793843,1333551576.4217088
Algeria,DZA,2049,992931258.4053282,Africa,2045,0.7256345586793843,1368362692.3894162
Algeria,DZA,2050,1018850799.723,Africa,2050,0.7205461095530795,1413998058.1602817
Ecuador,ECU,2020,181114730.231,Latin and South America,2020,0.69,262485116.27681163
Ecuador,ECU,2021,186584116.71233475,Latin and South America,2020,0.69,270411763.3512098
Ecuador,ECU,2022,192218670.25901005,Latin and South America,2020,0.69,278577782.98407257
Ecuador,ECU,2023,198023378.66253898,Latin and South America,2020,0.69,286990403.85875213
Ecuador,ECU,2024,204003380.33807212,Latin and South America,2020,0.69,295657072.9537277
Ecuador,ECU,2025,210163968.87300003,Latin and South America,2025,0.69,304585462.1347827
Ecuador,ECU,2026,216126938.21261296,Latin and South America,2025,0.69,313227446.68494636
Ecuador,ECU,2027,222259094.5138913,Latin and South America,2025,0.69,322114629.7302773
Ecuador,ECU,2028,228565238.1080739,Latin and South America,2025,0.69,331253968.2725709
Ecuador,ECU,2029,235050305.52590218,Latin and South America,2025,0.69,340652616.7042061
Ecuador,ECU,2030,241719373.36200005,Latin and South America,2030,0.6849692167754552,352890856.1758621
Ecuador,ECU,2031,249094781.0749136,Latin and South America,2030,0.6849692167754552,363658358.6158021
Ecuador,ECU,2032,256695229.24765927,Latin and South America,2030,0.6849692167754552,374754402.038783
Ecuador,ECU,2033,264527584.37637287,Latin and South America,2030,0.6849692167754552,386189010.9772475
Ecuador,ECU,2034,272598922.4696008,Latin and South America,2030,0.6849692167754552,397972515.83491737
Ecuador,ECU,2035,280916535.441,Latin and South America,2035,0.6844493776447149,410427044.8863182
Ecuador,ECU,2036,289885883.6052482,Latin and South America,2035,0.6844493776447149,423531517.5576398
Ecuador,ECU,2037,299141612.94091874,Latin and South America,2035,0.6844493776447149,437054401.2623789
Ecuador,ECU,2038,308692867.27583987,Latin and South America,2035,0.6844493776447149,451009055.39295655
Ecuador,ECU,2039,318549082.3899501,Latin and South America,2035,0.6844493776447149,465409265.89212716
Ecuador,ECU,2040,328719995.337,Latin and South America,2040,0.6839727127465678,480603961.5483908
Ecuador,ECU,2041,339308793.1725722,Latin and South America,2040,0.6839727127465678,496085277.7445468
Ecuador,ECU,2042,350238679.59780467,Latin and South America,2040,0.6839727127465678,512065281.3639051
Ecuador,ECU,2043,361520641.83030236,Latin and South America,2040,0.6839727127465678,528560036.23094314
Ecuador,ECU,2044,373166021.0102422,Latin and South America,2040,0.6839727127465678,545586123.6214423
Ecuador,ECU,2045,385186523.6010001,Latin and South America,2045,0.6835372013487429,563519473.1771104
Ecuador,ECU,2046,397366773.75012195,Latin and South America,2045,0.6835372013487429,581338913.1799195
Ecuador,ECU,2047,409932184.03493124,Latin and South America,2045,0.6835372013487429,599721834.0509641
Ecuador,ECU,2048,422894933.8711469,Latin and South America,2045,0.6835372013487429,618686054.0094943
Ecuador,ECU,2049,436267587.8082368,Latin and South America,2045,0.6835372013487429,638249954.7170244
Ecuador,ECU,2050,450063107.70800006,Latin and South America,2050,0.6831450139550765,658810499.2560132
"Egypt, Arab Rep.",EGY,2020,1271728656.582,Africa,2020,0.76,1673327179.713158
"Egypt, Arab Rep.",EGY,2021,1337018335.0138884,Africa,2020,0.76,1759234651.3340635
"Egypt, Arab Rep.",EGY,2022,1405659940.8303466,Africa,2020,0.76,1849552553.7241402
"Egypt, Arab Rep.",EGY,2023,1477825559.688117,Africa,2020,0.76,1944507315.3791013
"Egypt, Arab Rep.",EGY,2024,1553696112.003725,Africa,2020,0.76,2044336989.4785855
"Egypt, Arab Rep.",EGY,2025,1633461806.5240004,Africa,2025,0.75,2177949075.365334
"Egypt, Arab Rep.",EGY,2026,1716610436.856235,Africa,2025,0.75,2288813915.8083134
"Egypt, Arab Rep.",EGY,2027,1803991608.5913444,Africa,2025,0.75,2405322144.7884593
"Egypt, Arab Rep.",EGY,2028,1895820772.1421063,Africa,2025,0.75,2527761029.5228086
"Egypt, Arab Rep.",EGY,2029,1992324345.0627751,Africa,2025,0.75,2656432460.0837
"Egypt, Arab Rep.",EGY,2030,2093740270.3129997,Africa,2030,0.7414956504672269,2823671681.67973
"Egypt, Arab Rep.",EGY,2031,2193777224.2780714,Africa,2030,0.7414956504672269,2958584076.5158114
"Egypt, Arab Rep.",EGY,2032,2298593850.4405513,Africa,2030,0.7414956504672269,3099942459.530511
"Egypt, Arab Rep.",EGY,2033,2408418517.0724554,Africa,2030,0.7414956504672269,3248054814.016612
"Egypt, Arab Rep.",EGY,2034,2523490503.668474,Africa,2030,0.7414956504672269,3403243838.420882
"Egypt, Arab Rep.",EGY,2035,2644060522.274,Africa,2035,0.7361776186790023,3591606774.216397
"Egypt, Arab Rep.",EGY,2036,2759770501.142242,Africa,2035,0.7361776186790023,3748783488.004398
"Egypt, Arab Rep.",EGY,2037,2880544206.4633765,Africa,2035,0.7361776186790023,3912838604.944588
"Egypt, Arab Rep.",EGY,2038,3006603238.1879053,Africa,2035,0.7361776186790023,4084073139.2825503
"Egypt, Arab Rep.",EGY,2039,3138178893.9738436,Africa,2035,0.7361776186790023,4262801278.3178525
"Egypt, Arab Rep.",EGY,2040,3275512593.5799994,Africa,2040,0.7308401113976266,4481845676.636512
"Egypt, Arab Rep.",EGY,2041,3405581710.506442,Africa,2040,0.7308401113976266,4659817732.217457
"Egypt, Arab Rep.",EGY,2042,3540815812.9716926,Africa,2040,0.7308401113976266,4844856977.267424
"Egypt, Arab Rep.",EGY,2043,3681420000.2048874,Africa,2040,0.7308401113976266,5037244046.669389
"Egypt, Arab Rep.",EGY,2044,3827607515.8323693,Africa,2040,0.7308401113976266,5237270719.19003
"Egypt, Arab Rep.",EGY,2045,3979600071.288001,Africa,2045,0.7256345586793843,5484303391.683353
"Egypt, Arab Rep.",EGY,2046,4124132078.492529,Africa,2045,0.7256345586793843,5683483551.277143
"Egypt, Arab Rep.",EGY,2047,4273913231.5238676,Africa,2045,0.7256345586793843,5889897580.542689
"Egypt, Arab Rep.",EGY,2048,4429134170.0364685,Africa,2045,0.7256345586793843,6103808200.779816
"Egypt, Arab Rep.",EGY,2049,4589992457.37848,Africa,2045,0.7256345586793843,6325487674.859392
"Egypt, Arab Rep.",EGY,2050,4756692832.048,Africa,2050,0.7205461095530795,6601510672.229361
Eritrea,ERI,2020,6070002.812,Africa,2020,0.76,7986845.805263158
Eritrea,ERI,2021,6241825.466082495,Africa,2020,0.76,8212928.2448453875
Eritrea,ERI,2022,6418511.878118707,Africa,2020,0.76,8445410.365945667
Eritrea,ERI,2023,6600199.72577145,Africa,2020,0.76,8684473.323383488
Eritrea,ERI,2024,6787030.583924371,Africa,2020,0.76,8930303.399900489
Eritrea,ERI,2025,6979150.035000001,Africa,2025,0.75,9305533.38
Eritrea,ERI,2026,7236544.965102316,Africa,2025,0.75,9648726.620136421
Eritrea,ERI,2027,7503432.763205766,Africa,2025,0.75,10004577.017607687
Eritrea,ERI,2028,7780163.531555377,Africa,2025,0.75,10373551.375407169
Eritrea,ERI,2029,8067100.284361446,Africa,2025,0.75,10756133.712481929
Eritrea,ERI,2030,8364619.424000001,Africa,2030,0.7414956504672269,11280739.703232696
Eritrea,ERI,2031,8711136.433358137,Africa,2030,0.7414956504672269,11748061.40517362
Eritrea,ERI,2032,9072008.433862671,Africa,2030,0.7414956504672269,12234742.615342747
Eritrea,ERI,2033,9447830.10273073,Africa,2030,0.7414956504672269,12741585.330645593
Eritrea,ERI,2034,9839220.75258249,Africa,2030,0.7414956504672269,13269424.771922342
Eritrea,ERI,2035,10246825.352,Africa,2035,0.7361776186790023,13918957.996015841
Eritrea,ERI,2036,10722807.649112526,Africa,2035,0.7361776186790023,14565517.039696943
Eritrea,ERI,2037,11220900.125659343,Africa,2035,0.7361776186790023,15242109.840005914
Eritrea,ERI,2038,11742129.83671704,Africa,2035,0.7361776186790023,15950131.515526274
Eritrea,ERI,2039,12287571.545800453,Africa,2035,0.7361776186790023,16691041.990449643
Eritrea,ERI,2040,12858349.941,Africa,2040,0.7308401113976266,17593930.24612491
Eritrea,ERI,2041,13505119.337715587,Africa,2040,0.7308401113976266,18478897.26781551
Eritrea,ERI,2042,14184420.953140981,Africa,2040,0.7308401113976266,19408377.744915117
Eritrea,ERI,2043,14897891.143695572,Africa,2040,0.7308401113976266,20384610.68482612
Eritrea,ERI,2044,15647248.573813323,Africa,2040,0.7308401113976266,21409947.716047235
Eritrea,ERI,2045,16434298.356,Africa,2045,0.7256345586793843,22648174.84149258
Eritrea,ERI,2046,17289064.206572033,Africa,2045,0.7256345586793843,23826131.211332045
Eritrea,ERI,2047,18188287.364871927,Africa,2045,0.7256345586793843,25065354.38165132
Eritrea,ERI,2048,19134280.104148645,Africa,2045,0.7256345586793843,26369030.905821245
Eritrea,ERI,2049,20129474.96151443,Africa,2045,0.7256345586793843,27740513.073342297
Eritrea,ERI,2050,21176430.992999997,Africa,2050,0.7205461095530795,29389418.26517491
Spain,ESP,2020,1703360941.2949998,Europe,2020,0.7,2433372773.278571
Spain,ESP,2021,1757495473.6615613,Europe,2020,0.7,2510707819.516516
Spain,ESP,2022,1813350456.1825783,Europe,2020,0.7,2590500651.689398
Spain,ESP,2023,1870980566.502886,Europe,2020,0.7,2672829380.7184086
Spain,ESP,2024,1930442219.978135,Europe,2020,0.7,2757774599.968765
Spain,ESP,2025,1991793624.9010005,Europe,2025,0.7,2845419464.1442866
Spain,ESP,2026,2029178921.4421744,Europe,2025,0.7,2898827030.631678
Spain,ESP,2027,2067265927.4275389,Europe,2025,0.7,2953237039.1821985
Spain,ESP,2028,2106067813.7073913,Europe,2025,0.7,3008668305.296273
Spain,ESP,2029,2145597998.3444605,Europe,2025,0.7,3065139997.634944
Spain,ESP,2030,2185870151.254,Europe,2030,0.6941862049680265,3148823954.740903
Spain,ESP,2031,2218372490.046438,Europe,2030,0.6941862049680265,3195644733.603737
Spain,ESP,2032,2251358115.564016,Europe,2030,0.6941862049680265,3243161704.240019
Spain,ESP,2033,2284834213.9375563,Europe,2030,0.6941862049680265,3291385218.527633
Spain,ESP,2034,2318808078.150556,Europe,2030,0.6941862049680265,3340325782.269554
Spain,ESP,2035,2353287109.628,Europe,2035,0.6928682466025001,3396442427.788274
Spain,ESP,2036,2388242711.2182436,Europe,2035,0.6928682466025001,3446893003.004629
Spain,ESP,2037,2423717541.455743,Europe,2035,0.6928682466025001,3498092968.3825364
Spain,ESP,2038,2459719312.9352136,Europe,2035,0.6928682466025001,3550053455.3236055
Spain,ESP,2039,2496255852.8138447,Europe,2035,0.6928682466025001,3602785760.5746965
Spain,ESP,2040,2533335104.5130005,Europe,2040,0.6917487240457084,3662218687.8737288
Spain,ESP,2041,2569948954.1809964,Europe,2040,0.6917487240457084,3715148094.745431
Spain,ESP,2042,2607091977.4214587,Europe,2040,0.6917487240457084,3768842481.0873823
Spain,ESP,2043,2644771822.2875795,Europe,2040,0.6917487240457084,3823312903.0142193
Spain,ESP,2044,2682996247.3685265,Europe,2040,0.6917487240457084,3878570576.4326687
Spain,ESP,2045,2721773123.387,Europe,2045,0.6907569705299672,3940276015.309383
Spain,ESP,2046,2762882380.2749352,Europe,2045,0.6907569705299672,3999789358.846684
Spain,ESP,2047,2804612545.271395,Europe,2045,0.6907569705299672,4060201583.0830073
Spain,ESP,2048,2846972996.4802055,Europe,2045,0.6907569705299672,4121526264.578889
Spain,ESP,2049,2889973253.650677,Europe,2045,0.6907569705299672,4183777184.953215
Spain,ESP,2050,2933622980.3170004,Europe,2050,0.6898773160141096,4252383593.7475595
Estonia,EST,2020,47646940.653,Europe,2020,0.7,68067058.07571429
Estonia,EST,2021,49525175.63414558,Europe,2020,0.7,70750250.90592226
Estonia,EST,2022,51477450.3457765,Europe,2020,0.7,73539214.77968071
Estonia,EST,2023,53506683.42253931,Europe,2020,0.7,76438119.17505616
Estonia,EST,2024,55615908.55120384,Europe,2020,0.7,79451297.9302912
Estonia,EST,2025,57808279.006000005,Europe,2025,0.7,82583255.72285715
Estonia,EST,2026,59692969.50226554,Europe,2025,0.7,85275670.7175222
Estonia,EST,2027,61639105.49263312,Europe,2025,0.7,88055864.98947589
Estonia,EST,2028,63648690.249657586,Europe,2025,0.7,90926700.3566537
Estonia,EST,2029,65723792.357451305,Europe,2025,0.7,93891131.93921615
Estonia,EST,2030,67866547.841,Europe,2030,0.6941862049680265,97764183.95425455
Estonia,EST,2031,69284782.15619677,Europe,2030,0.6941862049680265,99807201.09439218
Estonia,EST,2032,70732653.8794655,Europe,2030,0.6941862049680265,101892911.97845595
Estonia,EST,2033,72210782.35554208,Europe,2030,0.6941862049680265,104022208.79463895
Estonia,EST,2034,73719799.87185611,Europe,2030,0.6941862049680265,106196002.37554644
Estonia,EST,2035,75260351.92900002,Europe,2035,0.6928682466025001,108621447.58118354
Estonia,EST,2036,76347036.9260612,Europe,2035,0.6928682466025001,110189833.78215288
Estonia,EST,2037,77449412.57899326,Europe,2035,0.6928682466025001,111780865.92764027
Estonia,EST,2038,78567705.44533801,Europe,2035,0.6928682466025001,113394871.00267197
Estonia,EST,2039,79702145.35390389,Europe,2035,0.6928682466025001,115032180.71361433
Estonia,EST,2040,80852965.452,Europe,2040,0.6917487240457084,116881987.11683856
Estonia,EST,2041,81570752.9767908,Europe,2040,0.6917487240457084,117919629.1100074
Estonia,EST,2042,82294912.79637459,Europe,2040,0.6917487240457084,118966482.96663402
Estonia,EST,2043,83025501.48200607,Europe,2040,0.6917487240457084,120022630.46678208
Estonia,EST,2044,83762576.10716207,Europe,2040,0.6917487240457084,121088154.1165334
Estonia,EST,2045,84506194.252,Europe,2045,0.6907569705299672,122338532.7362887
Estonia,EST,2046,84968001.5431764,Europe,2045,0.6907569705299672,123007085.22418047
Estonia,EST,2047,85432332.50703819,Europe,2045,0.6907569705299672,123679291.20062621
Estonia,EST,2048,85899200.93488744,Europe,2045,0.6907569705299672,124355170.63111687
Estonia,EST,2049,86368620.6933925,Europe,2045,0.6907569705299672,125034743.59025025
Estonia,EST,2050,86840605.725,Europe,2050,0.6898773160141096,125878331.85578158
Ethiopia,ETH,2020,264348199.22699997,Africa,2020,0.76,347826577.9302631
Ethiopia,ETH,2021,279201264.27124196,Africa,2020,0.76,367370084.56742364
Ethiopia,ETH,2022,294888885.94137967,Africa,2020,0.76,388011692.0281311
Ethiopia,ETH,2023,311457955.8897252,Africa,2020,0.76,409813099.8549016
Ethiopia,ETH,2024,328958000.4934117,Africa,2020,0.76,432839474.3334365
Ethiopia,ETH,2025,347441328.89300007,Africa,2025,0.75,463255105.19066674
Ethiopia,ETH,2026,367641277.45229834,Africa,2025,0.75,490188369.9363978
Ethiopia,ETH,2027,389015634.14288706,Africa,2025,0.75,518687512.19051605
Ethiopia,ETH,2028,411632678.07224965,Africa,2025,0.75,548843570.7629995
Ethiopia,ETH,2029,435564658.0381287,Africa,2025,0.75,580752877.3841716
Ethiopia,ETH,2030,460888023.323,Africa,2030,0.7414956504672269,621565376.7255249
Ethiopia,ETH,2031,487990257.66130877,Africa,2030,0.7414956504672269,658116143.1679596
Ethiopia,ETH,2032,516686222.07928544,Africa,2030,0.7414956504672269,696816254.7598413
Ethiopia,ETH,2033,547069634.8857284,Africa,2030,0.7414956504672269,737792102.4095179
Ethiopia,ETH,2034,579239725.4364544,Africa,2030,0.7414956504672269,781177509.3643062
Ethiopia,ETH,2035,613301558.2080002,Africa,2035,0.7361776186790023,833089111.4409441
Ethiopia,ETH,2036,649286457.4480779,Africa,2035,0.7361776186790023,881969841.2091881
Ethiopia,ETH,2037,687382737.2251661,Africa,2035,0.7361776186790023,933718602.3919148
Ethiopia,ETH,2038,727714280.8310399,Africa,2035,0.7361776186790023,988503674.068292
Ethiopia,ETH,2039,770412240.2945465,Africa,2035,0.7361776186790023,1046503208.9361461
Ethiopia,ETH,2040,815615462.8679999,Africa,2040,0.7308401113976266,1115997124.6080797
Ethiopia,ETH,2041,862500886.553347,Africa,2040,0.7308401113976266,1180149902.9711685
Ethiopia,ETH,2042,912081505.5289167,Africa,2040,0.7308401113976266,1247990485.6134565
Ethiopia,ETH,2043,964512252.3319762,Africa,2040,0.7308401113976266,1319730864.9185731
Ethiopia,ETH,2044,1019956965.7527806,Africa,2040,0.7308401113976266,1395595219.59223
Ethiopia,ETH,2045,1078588902.808,Africa,2045,0.7256345586793843,1486407848.0095732
Ethiopia,ETH,2046,1138334439.5335414,Africa,2045,0.7256345586793843,1568743420.3867695
Ethiopia,ETH,2047,1201389419.8750238,Africa,2045,0.7256345586793843,1655639750.7603383
Ethiopia,ETH,2048,1267937161.5771258,Africa,2045,0.7256345586793843,1747349470.0758228
Ethiopia,ETH,2049,1338171136.7788622,Africa,2045,0.7256345586793843,1844139203.0917897
Ethiopia,ETH,2050,1412295534.489,Africa,2050,0.7205461095530795,1960034917.6334875
Finland,FIN,2020,262134850.66500002,Europe,2020,0.7,374478358.0928572
Finland,FIN,2021,265936301.1040437,Europe,2020,0.7,379909001.5772053
Finland,FIN,2022,269792879.7544025,Europe,2020,0.7,385418399.6491465
Finland,FIN,2023,273705386.0792631,Europe,2020,0.7,391007694.3989473
Finland,FIN,2024,277674631.1355389,Europe,2020,0.7,396678044.47934127
Finland,FIN,2025,281701437.742,Europe,2025,0.7,402430625.3457143
Finland,FIN,2026,284619334.6680379,Europe,2025,0.7,406599049.52576846
Finland,FIN,2027,287567455.516748,Europe,2025,0.7,410810650.73821145
Finland,FIN,2028,290546113.3511086,Europe,2025,0.7,415065876.2158695
Finland,FIN,2029,293555624.47684133,Europe,2025,0.7,419365177.82405907
Finland,FIN,2030,296596308.476,Europe,2030,0.6941862049680265,427257566.27454287
Finland,FIN,2031,298459128.29272395,Europe,2030,0.6941862049680265,429941024.69447756
Finland,FIN,2032,300333647.84262204,Europe,2030,0.6941862049680265,432641336.99754965
Finland,FIN,2033,302219940.6077105,Europe,2030,0.6941862049680265,435358609.0372257
Finland,FIN,2034,304118080.53152126,Europe,2030,0.6941862049680265,438092947.33180213
Finland,FIN,2035,306028142.022,Europe,2035,0.6928682466025001,441683023.464588
Finland,FIN,2036,307731308.7807165,Europe,2035,0.6928682466025001,444141162.89739937
Finland,FIN,2037,309443954.33111805,Europe,2035,0.6928682466025001,446612982.8412337
Finland,FIN,2038,311166131.426402,Europe,2035,0.6928682466025001,449098559.43350595
Finland,FIN,2039,312897893.1133575,Europe,2035,0.6928682466025001,451597969.2353655
Finland,FIN,2040,314639292.7340001,Europe,2040,0.6917487240457084,454846220.5955725
Finland,FIN,2041,316223245.5169286,Europe,2040,0.6917487240457084,457136001.1587584
Finland,FIN,2042,317815172.2130858,Europe,2040,0.6917487240457084,459437308.9036383
Finland,FIN,2043,319415112.9646354,Europe,2040,0.6917487240457084,461750201.8601909
Finland,FIN,2044,321023108.1158242,Europe,2040,0.6917487240457084,464074738.3505287
Finland,FIN,2045,322639198.2140001,Europe,2045,0.6907569705299672,467080626.0072377
Finland,FIN,2046,324278438.2659902,Europe,2045,0.6907569705299672,469453732.7899784
