Country,iso3c,year,residential_building_stock_m2,Region,period,residential,total_building_stock_m2
Aruba,ABW,2020,3537075.219,Latin and South America,2020,0.69,5126195.969565217
Aruba,ABW,2021,3729260.1763469423,Latin and South America,2020,0.69,5404724.893256439
Aruba,ABW,2022,3931887.393341642,Latin and South America,2020,0.69,5698387.52658209
Aruba,ABW,2023,4145524.244184748,Latin and South America,2020,0.69,6008006.150992389
Aruba,ABW,2024,4370768.931029322,Latin and South America,2020,0.69,6334447.726129452
Aruba,ABW,2025,4608252.159,Latin and South America,2025,0.69,6678626.317391305
Aruba,ABW,2026,4688377.464307127,Latin and South America,2025,0.69,6794749.948271198
Aruba,ABW,2027,4769895.936552399,Latin and South America,2025,0.69,6912892.661670144
Aruba,ABW,2028,4852831.799220649,Latin and South America,2025,0.69,7033089.564087897
Aruba,ABW,2029,4937209.696978976,Latin and South America,2025,0.69,7155376.372433299
Aruba,ABW,2030,5023054.703000001,Latin and South America,2030,0.6849692167754552,7333256.123021723
Aruba,ABW,2031,5116054.881735568,Latin and South America,2030,0.6849692167754552,7469028.908802335
Aruba,ABW,2032,5210776.927692627,Latin and South America,2030,0.6849692167754552,7607315.482325989
Aruba,ABW,2033,5307252.720667201,Latin and South America,2030,0.6849692167754552,7748162.385532444
Aruba,ABW,2034,5405514.730699082,Latin and South America,2030,0.6849692167754552,7891617.022069918
Aruba,ABW,2035,5505596.029,Latin and South America,2035,0.6844493776447149,8043832.325402236
Aruba,ABW,2036,5610325.952931093,Latin and South America,2035,0.6844493776447149,8196845.721793191
Aruba,ABW,2037,5717048.096579879,Latin and South America,2035,0.6844493776447149,8352769.807831563
Aruba,ABW,2038,5825800.356845867,Latin and South America,2035,0.6844493776447149,8511659.951964969
Aruba,ABW,2039,5936621.351520449,Latin and South America,2035,0.6844493776447149,8673572.575884553
Aruba,ABW,2040,6049550.433,Latin and South America,2040,0.6839727127465678,8844724.826385783
Aruba,ABW,2041,6166554.156027879,Latin and South America,2040,0.6839727127465678,9015789.725390362
Aruba,ABW,2042,6285820.835841389,Latin and South America,2040,0.6839727127465678,9190163.172738256
Aruba,ABW,2043,6407394.240051352,Latin and South America,2040,0.6839727127465678,9367909.158717392
Aruba,ABW,2044,6531318.982773368,Latin and South America,2040,0.6839727127465678,9549092.911245154
Aruba,ABW,2045,6657640.541000001,Latin and South America,2045,0.6835372013487429,9739982.736657593
Aruba,ABW,2046,6789985.509037283,Latin and South America,2045,0.6835372013487429,9933600.535039512
Aruba,ABW,2047,6924961.3176038675,Latin and South America,2045,0.6835372013487429,10131067.195669325
Aruba,ABW,2048,7062620.264282302,Latin and South America,2045,0.6835372013487429,10332459.228768341
Aruba,ABW,2049,7203015.686260956,Latin and South America,2045,0.6835372013487429,10537854.665478485
Aruba,ABW,2050,7346201.981,Latin and South America,2050,0.6831450139550765,10753503.03513023
Afghanistan,AFG,2020,75438655.825,Other Asia,2020,0.69,109331385.2536232
Afghanistan,AFG,2021,78320320.10816266,Other Asia,2020,0.69,113507710.30168502
Afghanistan,AFG,2022,81312060.43854599,Other Asia,2020,0.69,117843565.8529652
Afghanistan,AFG,2023,84418081.58637339,Other Asia,2020,0.69,122345045.77735275
Afghanistan,AFG,2024,87642748.93894234,Other Asia,2020,0.69,127018476.72310485
Afghanistan,AFG,2025,90990594.63600002,Other Asia,2025,0.69,131870427.00869569
Afghanistan,AFG,2026,96736541.88339923,Other Asia,2025,0.69,140197886.78753513
Afghanistan,AFG,2027,102845338.82863776,Other Asia,2025,0.69,149051215.69367793
Afghanistan,AFG,2028,109339898.99624926,Other Asia,2025,0.69,158463621.73369458
Afghanistan,AFG,2029,116244582.87244233,Other Asia,2025,0.69,168470409.96006137
Afghanistan,AFG,2030,123585289.27900001,Other Asia,2030,0.6846531431450565,180507882.73795474
Afghanistan,AFG,2031,131804617.34175314,Other Asia,2030,0.6846531431450565,192512980.71354634
Afghanistan,AFG,2032,140570590.997985,Other Asia,2030,0.6846531431450565,205316505.74516168
Afghanistan,AFG,2033,149919566.18854487,Other Asia,2030,0.6846531431450565,218971559.08737516
Afghanistan,AFG,2034,159890316.7909684,Other Asia,2030,0.6846531431450565,233534773.6176136
Afghanistan,AFG,2035,170524195.43,Other Asia,2035,0.6829701704241671,249680297.63890544
Afghanistan,AFG,2036,182067507.00096384,Other Asia,2035,0.6829701704241671,266581931.22532505
Afghanistan,AFG,2037,194392221.12708026,Other Asia,2035,0.6829701704241671,284627688.79986453
Afghanistan,AFG,2038,207551233.37037638,Other Asia,2035,0.6829701704241671,303895019.66311955
Afghanistan,AFG,2039,221601019.95749772,Other Asia,2035,0.6829701704241671,324466615.8990072
Afghanistan,AFG,2040,236601880.16599998,Other Asia,2040,0.6817642578819798,347043538.04208684
Afghanistan,AFG,2041,252436883.6096122,Other Asia,2040,0.6817642578819798,370270046.7077163
Afghanistan,AFG,2042,269331672.94285166,Other Asia,2040,0.6817642578819798,395051030.9525139
Afghanistan,AFG,2043,287357176.22935,Other Asia,2040,0.6817642578819798,421490526.83118856
Afghanistan,AFG,2044,306589068.52008724,Other Asia,2040,0.6817642578819798,449699533.1972373
Afghanistan,AFG,2045,327108089.554,Other Asia,2045,0.6809576965008283,480364773.3697392
Afghanistan,AFG,2046,348298792.29571825,Other Asia,2045,0.6809576965008283,511483744.2700005
Afghanistan,AFG,2047,370862270.2668724,Other Asia,2045,0.6809576965008283,544618663.0573186
Afghanistan,AFG,2048,394887454.5356543,Other Asia,2045,0.6809576965008283,579900126.7844162
Afghanistan,AFG,2049,420469037.2990406,Other Asia,2045,0.6809576965008283,617467192.8368889
Afghanistan,AFG,2050,447707845.1000001,Other Asia,2050,0.6804366159462483,657971418.0686702
Angola,AGO,2020,197969538.073,Africa,2020,0.76,260486234.30657896
Angola,AGO,2021,203929283.15306768,Africa,2020,0.76,268328004.14877325
Angola,AGO,2022,210068442.50951913,Africa,2020,0.76,276405845.407262
Angola,AGO,2023,216392417.29326552,Africa,2020,0.76,284726864.8595599
Angola,AGO,2024,222906771.25337806,Africa,2020,0.76,293298383.228129
Angola,AGO,2025,229617235.63200003,Africa,2025,0.75,306156314.17600006
Angola,AGO,2026,238959769.12351212,Africa,2025,0.75,318613025.4980162
Angola,AGO,2027,248682426.22290495,Africa,2025,0.75,331576568.2972066
Angola,AGO,2028,258800673.18003446,Africa,2025,0.75,345067564.24004596
Angola,AGO,2029,269330605.5265999,Africa,2025,0.75,359107474.0354665
Angola,AGO,2030,280288973.68,Africa,2030,0.7414956504672269,378004879.06218463
Angola,AGO,2031,292274907.402103,Africa,2030,0.7414956504672269,394169415.8528596
Angola,AGO,2032,304773392.88571304,Africa,2030,0.7414956504672269,411025193.05901664
Angola,AGO,2033,317806348.2653962,Africa,2030,0.7414956504672269,428601770.03754765
Angola,AGO,2034,331396628.9559293,Africa,2030,0.7414956504672269,446929970.1854105
Angola,AGO,2035,345568067.73300004,Africa,2035,0.7361776186790023,469408548.92204905
Angola,AGO,2036,361454492.5171553,Africa,2035,0.7361776186790023,490988157.40384704
Angola,AGO,2037,378071246.6227617,Africa,2035,0.7361776186790023,513559821.7467859
Angola,AGO,2038,395451904.6850828,Africa,2035,0.7361776186790023,537169148.6555676
Angola,AGO,2039,413631584.8295586,Africa,2035,0.7361776186790023,561863841.4623083
Angola,AGO,2040,432647019.629,Africa,2040,0.7308401113976266,591985870.618985
Angola,AGO,2041,453919298.5170564,Africa,2040,0.7308401113976266,621092481.7043786
Angola,AGO,2042,476237487.41618675,Africa,2040,0.7308401113976266,651630199.2585642
Angola,AGO,2043,499653011.3644426,Africa,2040,0.7308401113976266,683669387.5612931
Angola,AGO,2044,524219823.8530988,Africa,2040,0.7308401113976266,717283870.5453697
Angola,AGO,2045,549994531.145,Africa,2045,0.7256345586793843,757949748.3498585
Angola,AGO,2046,577890974.6607465,Africa,2045,0.7256345586793843,796393953.0560353
Angola,AGO,2047,607202362.3564053,Africa,2045,0.7256345586793843,836788098.2150034
Angola,AGO,2048,638000462.055396,Africa,2045,0.7256345586793843,879231087.3623803
Angola,AGO,2049,670360681.7392099,Africa,2045,0.7256345586793843,923826840.5507451
Angola,AGO,2050,704362254.1810001,Africa,2050,0.7205461095530795,977539459.0887216
Albania,ALB,2020,38617868.625,Europe,2020,0.7,55168383.75
Albania,ALB,2021,40166235.607445225,Europe,2020,0.7,57380336.58206461
Albania,ALB,2022,41776683.70409194,Europe,2020,0.7,59680976.720131345
Albania,ALB,2023,43451702.03075324,Europe,2020,0.7,62073860.043933205
Albania,ALB,2024,45193879.50327985,Europe,2020,0.7,64562685.004685506
Albania,ALB,2025,47005908.839,Europe,2025,0.7,67151298.34142858
Albania,ALB,2026,48169435.38471247,Europe,2025,0.7,68813479.12101783
Albania,ALB,2027,49361762.437765725,Europe,2025,0.7,70516803.48252247
Albania,ALB,2028,50583602.890552394,Europe,2025,0.7,72262289.84364629
Albania,ALB,2029,51835687.28152804,Europe,2025,0.7,74050981.83075435
Albania,ALB,2030,53118764.232,Europe,2030,0.6941862049680265,76519475.39701772
Albania,ALB,2031,54275094.53322502,Europe,2030,0.6941862049680265,78185210.45909415
Albania,ALB,2032,55456596.72586851,Europe,2030,0.6941862049680265,79887206.52900727
Albania,ALB,2033,56663818.77111155,Europe,2030,0.6941862049680265,81626252.9643922
Albania,ALB,2034,57897320.5585776,Europe,2030,0.6941862049680265,83403156.30623096
Albania,ALB,2035,59157674.16600001,Europe,2035,0.6928682466025001,85380841.82105531
Albania,ALB,2036,60376722.648281515,Europe,2035,0.6928682466025001,87140265.04222202
Albania,ALB,2037,61620891.780133896,Europe,2035,0.6928682466025001,88935944.28997685
Albania,ALB,2038,62890699.21696139,Europe,2035,0.6928682466025001,90768626.6838577
Albania,ALB,2039,64186673.28137318,Europe,2035,0.6928682466025001,92639074.73912165
Albania,ALB,2040,65509353.183,Europe,2040,0.6917487240457084,94701082.78605421
Albania,ALB,2041,66688451.976848766,Europe,2040,0.6917487240457084,96405601.71447778
Albania,ALB,2042,67888773.29691868,Europe,2040,0.6917487240457084,98140800.17360872
Albania,ALB,2043,69110699.12614578,Europe,2040,0.6917487240457084,99907230.36242157
Albania,ALB,2044,70354618.32275343,Europe,2040,0.6917487240457084,101705454.41888613
Albania,ALB,2045,71620926.744,Europe,2045,0.6907569705299672,103684696.35427712
Albania,ALB,2046,72710716.02383485,Europe,2045,0.6907569705299672,105262370.30666408
Albania,ALB,2047,73817087.61736538,Europe,2045,0.6907569705299672,106864050.26174536
Albania,ALB,2048,74940293.84229423,Europe,2045,0.6907569705299672,108490101.49662049
Albania,ALB,2049,76080590.85560884,Europe,2045,0.6907569705299672,110140894.84647223
Albania,ALB,2050,77238238.71200001,Europe,2050,0.6898773160141096,111959383.09474769
United Arab Emirates,ARE,2020,632241314.7320002,Other Asia,2020,0.69,916291760.4811598
United Arab Emirates,ARE,2021,660832245.7100856,Other Asia,2020,0.69,957727892.3334575
United Arab Emirates,ARE,2022,690716102.8465005,Other Asia,2020,0.69,1001037830.2123196
United Arab Emirates,ARE,2023,721951354.2636079,Other Asia,2020,0.69,1046306310.526968
United Arab Emirates,ARE,2024,754599112.1027734,Other Asia,2020,0.69,1093621901.5982225
United Arab Emirates,ARE,2025,788723252.0910001,Other Asia,2025,0.69,1143077176.9434786
United Arab Emirates,ARE,2026,815111729.6856852,Other Asia,2025,0.69,1181321347.3705583
United Arab Emirates,ARE,2027,842383092.0538559,Other Asia,2025,0.69,1220845060.9476173
United Arab Emirates,ARE,2028,870566878.0546775,Other Asia,2025,0.69,1261691127.6154747
United Arab Emirates,ARE,2029,899693614.8350585,Other Asia,2025,0.69,1303903789.6160269
United Arab Emirates,ARE,2030,929794850.8950001,Other Asia,2030,0.6846531431450565,1358052409.7557611
United Arab Emirates,ARE,2031,953624736.8233414,Other Asia,2030,0.6846531431450565,1392858188.6628368
United Arab Emirates,ARE,2032,978065363.3497955,Other Asia,2030,0.6846531431450565,1428556011.3795812
United Arab Emirates,ARE,2033,1003132383.2592437,Other Asia,2030,0.6846531431450565,1465168740.263435
United Arab Emirates,ARE,2034,1028841850.504715,Other Asia,2030,0.6846531431450565,1502719823.6154678
United Arab Emirates,ARE,2035,1055210230.4890001,Other Asia,2035,0.6829701704241671,1545031212.4666421
United Arab Emirates,ARE,2036,1075982112.6595473,Other Asia,2035,0.6829701704241671,1575445252.5961645
United Arab Emirates,ARE,2037,1097162890.6846278,Other Asia,2035,0.6829701704241671,1606457995.088162
United Arab Emirates,ARE,2038,1118760613.70579,Other Asia,2035,0.6829701704241671,1638081225.4376643
United Arab Emirates,ARE,2039,1140783489.3124611,Other Asia,2035,0.6829701704241671,1670326961.1379416
United Arab Emirates,ARE,2040,1163239886.6610003,Other Asia,2040,0.6817642578819798,1706220109.3891442
United Arab Emirates,ARE,2041,1180510449.2680907,Other Asia,2040,0.6817642578819798,1731552271.3607097
United Arab Emirates,ARE,2042,1198037427.0275378,Other Asia,2040,0.6817642578819798,1757260538.6346464
United Arab Emirates,ARE,2043,1215824626.9218853,Other Asia,2040,0.6817642578819798,1783350495.226983
United Arab Emirates,ARE,2044,1233875912.455749,Other Asia,2040,0.6817642578819798,1809827808.0593443
United Arab Emirates,ARE,2045,1252195204.4950001,Other Asia,2045,0.6809576965008283,1838873708.2046874
United Arab Emirates,ARE,2046,1265464681.327659,Other Asia,2045,0.6809576965008283,1858360200.3918605
United Arab Emirates,ARE,2047,1278874774.4274776,Other Asia,2045,0.6809576965008283,1878053190.380413
United Arab Emirates,ARE,2048,1292426973.9010258,Other Asia,2045,0.6809576965008283,1897954866.4216526
United Arab Emirates,ARE,2049,1306122785.6454885,Other Asia,2045,0.6809576965008283,1918067439.955721
United Arab Emirates,ARE,2050,1319963731.516,Other Asia,2050,0.6804366159462483,1939877573.5788326
Argentina,ARG,2020,890547462.3140001,Latin and South America,2020,0.69,1290648496.1072466
Argentina,ARG,2021,921569916.0995673,Latin and South America,2020,0.69,1335608574.057344
Argentina,ARG,2022,953673045.1771362,Latin and South America,2020,0.69,1382134848.082806
Argentina,ARG,2023,986894495.1531706,Latin and South America,2020,0.69,1430281877.0335808
Argentina,ARG,2024,1021273223.0286814,Latin and South America,2020,0.69,1480106120.3314223
Argentina,ARG,2025,1056849542.8820001,Latin and South America,2025,0.69,1531666004.176812
Argentina,ARG,2026,1066653296.0971656,Latin and South America,2025,0.69,1545874342.1698053
Argentina,ARG,2027,1076547992.7940702,Latin and South America,2025,0.69,1560214482.310247
Argentina,ARG,2028,1086534476.6003208,Latin and South America,2025,0.69,1574687647.246842
Argentina,ARG,2029,1096613598.9693487,Latin and South America,2025,0.69,1589295070.9700706
Argentina,ARG,2030,1106786219.2530003,Latin and South America,2030,0.6849692167754552,1615818918.7877388
Argentina,ARG,2031,1120357999.6739147,Latin and South America,2030,0.6849692167754552,1635632627.3289847
Argentina,ARG,2032,1134096201.7764418,Latin and South America,2030,0.6849692167754552,1655689298.1487346
Argentina,ARG,2033,1148002866.2785454,Latin and South America,2030,0.6849692167754552,1675991910.531186
Argentina,ARG,2034,1162080058.9221516,Latin and South America,2030,0.6849692167754552,1696543480.2935116
Argentina,ARG,2035,1176329870.7800002,Latin and South America,2035,0.6844493776447149,1718651384.8955698
Argentina,ARG,2036,1191688952.4004824,Latin and South America,2035,0.6844493776447149,1741091439.8099813
Argentina,ARG,2037,1207248574.1875317,Latin and South America,2035,0.6844493776447149,1763824489.6092114
Argentina,ARG,2038,1223011354.550205,Latin and South America,2035,0.6844493776447149,1786854359.863335
Argentina,ARG,2039,1238979946.0855515,Latin and South America,2035,0.6844493776447149,1810184926.0920553
Argentina,ARG,2040,1255157036.025,Latin and South America,2040,0.6839727127465678,1835098115.222724
Argentina,ARG,2041,1272184778.6601737,Latin and South America,2040,0.6839727127465678,1859993468.9668765
Argentina,ARG,2042,1289443523.4814703,Latin and South America,2040,0.6839727127465678,1885226558.6788805
Argentina,ARG,2043,1306936404.3164992,Latin and South America,2040,0.6839727127465678,1910801966.1608312
Argentina,ARG,2044,1324666597.5070803,Latin and South America,2040,0.6839727127465678,1936724335.3725848
Argentina,ARG,2045,1342637322.4860003,Latin and South America,2045,0.6835372013487429,1964249085.2534924
Argentina,ARG,2046,1362493580.3818047,Latin and South America,2045,0.6835372013487429,1993298356.9780223
Argentina,ARG,2047,1382643492.3947873,Latin and South America,2045,0.6835372013487429,2022777238.263815
Argentina,ARG,2048,1403091401.3744907,Latin and South America,2045,0.6835372013487429,2052692082.6049218
Argentina,ARG,2049,1423841714.3968432,Latin and South America,2045,0.6835372013487429,2083049337.4571936
Argentina,ARG,2050,1444898903.7140005,Latin and South America,2050,0.6831450139550765,2115069091.03931
Armenia,ARM,2020,37509657.90900001,Europe,2020,0.7,53585225.58428573
Armenia,ARM,2021,39325162.07663135,Europe,2020,0.7,56178802.96661622
Armenia,ARM,2022,41228538.42349408,Europe,2020,0.7,58897912.03356297
Armenia,ARM,2023,43224040.04909657,Europe,2020,0.7,61748628.64156653
Armenia,ARM,2024,45316125.90712756,Europe,2020,0.7,64737322.72446795
Armenia,ARM,2025,47509470.769,Europe,2025,0.7,67870672.52714287
Armenia,ARM,2026,49426555.40586984,Europe,2025,0.7,70609364.86552835
Armenia,ARM,2027,51420997.53473937,Europe,2025,0.7,73458567.90677053
Armenia,ARM,2028,53495918.65658638,Europe,2025,0.7,76422740.93798055
Armenia,ARM,2029,55654566.23004447,Europe,2025,0.7,79506523.18577781
Armenia,ARM,2030,57900318.75400001,Europe,2030,0.6941862049680265,83407475.31372629
Armenia,ARM,2031,59857151.912870035,Europe,2030,0.6941862049680265,86226363.30784906
Armenia,ARM,2032,61880119.35379683,Europe,2030,0.6941862049680265,89140520.09524874
Armenia,ARM,2033,63971456.189796194,Europe,2030,0.6941862049680265,92153165.43598364
Armenia,ARM,2034,66133473.07307539,Europe,2030,0.6941862049680265,95267627.90701297
Armenia,ARM,2035,68368558.748,Europe,2035,0.6928682466025001,98674688.99498172
Armenia,ARM,2036,70261621.58251221,Europe,2035,0.6928682466025001,101406900.84592871
Armenia,ARM,2037,72207101.59475987,Europe,2035,0.6928682466025001,104214765.143055
Armenia,ARM,2038,74206450.16843279,Europe,2035,0.6928682466025001,107100376.63337338
Armenia,ARM,2039,76261158.8747071,Europe,2035,0.6928682466025001,110065888.06552464
Armenia,ARM,2040,78372760.58500002,Europe,2040,0.6917487240457084,113296574.11817852
Armenia,ARM,2041,80090781.55258685,Europe,2040,0.6917487240457084,115780165.20821905
Armenia,ARM,2042,81846463.5139046,Europe,2040,0.6917487240457084,118318199.46876615
Armenia,ARM,2043,83640632.04121093,Europe,2040,0.6917487240457084,120911870.35667628
Armenia,ARM,2044,85474130.80425587,Europe,2040,0.6917487240457084,123562397.49075133
Armenia,ARM,2045,87347821.967,Europe,2045,0.6907569705299672,126452320.70547824
Armenia,ARM,2046,88924510.78743461,Europe,2045,0.6907569705299672,128734872.8731747
Armenia,ARM,2047,90529659.93556257,Europe,2045,0.6907569705299672,131058626.69196923
Armenia,ARM,2048,92163783.14005499,Europe,2045,0.6907569705299672,133424325.88026506
Armenia,ARM,2049,93827403.40274203,Europe,2045,0.6907569705299672,135832727.58109865
Armenia,ARM,2050,95521053.166,Europe,2050,0.6898773160141096,138460927.6876794
Australia,AUS,2020,1244733656.4970002,OECD Pacific,2020,0.7,1778190937.8528576
Australia,AUS,2021,1278110025.7051585,OECD Pacific,2020,0.7,1825871465.2930837
Australia,AUS,2022,1312381351.047671,OECD Pacific,2020,0.7,1874830501.496673
Australia,AUS,2023,1347571629.9365222,OECD Pacific,2020,0.7,1925102328.4807463
Australia,AUS,2024,1383705503.2518613,OECD Pacific,2020,0.7,1976722147.502659
Australia,AUS,2025,1420808272.596,OECD Pacific,2025,0.69,2059142424.052174
Australia,AUS,2026,1445908072.0706794,OECD Pacific,2025,0.69,2095518945.0299704
Australia,AUS,2027,1471451281.0790873,OECD Pacific,2025,0.69,2132538088.5204165
Australia,AUS,2028,1497445732.8317955,OECD Pacific,2025,0.69,2170211207.002602
Australia,AUS,2029,1523899398.9197743,OECD Pacific,2025,0.69,2208549853.5069194
Australia,AUS,2030,1550820391.7590003,OECD Pacific,2030,0.690455277958469,2246083767.140502
Australia,AUS,2031,1575610258.0579813,OECD Pacific,2030,0.690455277958469,2281987419.542551
Australia,AUS,2032,1600796390.4071035,OECD Pacific,2030,0.690455277958469,2318464991.8823442
Australia,AUS,2033,1626385123.1197762,OECD Pacific,2030,0.690455277958469,2355525658.2709527
Australia,AUS,2034,1652382891.7634175,OECD Pacific,2030,0.690455277958469,2393178739.467625
Australia,AUS,2035,1678796234.778,OECD Pacific,2035,0.6886756246137922,2437716937.8101125
Australia,AUS,2036,1704337670.9559734,OECD Pacific,2035,0.6886756246137922,2474804697.6568427
Australia,AUS,2037,1730267698.0471969,OECD Pacific,2035,0.6886756246137922,2512456715.768802
Australia,AUS,2038,1756592228.127124,OECD Pacific,2035,0.6886756246137922,2550681576.8486323
Australia,AUS,2039,1783317263.2183337,OECD Pacific,2035,0.6886756246137922,2589487996.2078147
Australia,AUS,2040,1810448896.6590002,OECD Pacific,2040,0.6871483836942467,2634727723.4731545
Australia,AUS,2041,1838451738.0338657,OECD Pacific,2040,0.6871483836942467,2675479971.5164614
Australia,AUS,2042,1866887709.0742595,OECD Pacific,2040,0.6871483836942467,2716862548.722736
Australia,AUS,2043,1895763509.1470299,OECD Pacific,2040,0.6871483836942467,2758885204.611888
Australia,AUS,2044,1925085941.2404556,OECD Pacific,2040,0.6871483836942467,2801557839.503034
Australia,AUS,2045,1954861913.5670002,OECD Pacific,2045,0.6857058516472339,2850875355.4763193
Australia,AUS,2046,1984618127.1671202,OECD Pacific,2045,0.6857058516472339,2894270367.38797
Australia,AUS,2047,2014827279.2800176,OECD Pacific,2045,0.6857058516472339,2938325922.7552276
Australia,AUS,2048,2045496264.3748312,OECD Pacific,2045,0.6857058516472339,2983052076.1359215
Australia,AUS,2049,2076632081.8658597,OECD Pacific,2045,0.6857058516472339,3028459035.1347876
Australia,AUS,2050,2108241837.7100003,OECD Pacific,2050,0.6844780647732838,3080072169.1619186
Austria,AUT,2020,462685014.52699995,Europe,2020,0.7,660978592.1814286
Austria,AUT,2021,474061620.9755424,Europe,2020,0.7,677230887.1079178
Austria,AUT,2022,485717958.06203806,Europe,2020,0.7,693882797.231483
Austria,AUT,2023,497660903.86829126,Europe,2020,0.7,710944148.3832732
Austria,AUT,2024,509897505.5959772,Europe,2020,0.7,728425007.9942532
Austria,AUT,2025,522434983.725,Europe,2025,0.7,746335691.0357144
Austria,AUT,2026,526209064.6622654,Europe,2025,0.7,751727235.2318078
Austria,AUT,2027,530010409.63690346,Europe,2025,0.7,757157728.0527192
Austria,AUT,2028,533839215.60487396,Europe,2025,0.7,762627450.8641057
Austria,AUT,2029,537695680.9449508,Europe,2025,0.7,768136687.0642155
Austria,AUT,2030,541580005.469,Europe,2030,0.6941862049680265,780165323.9334316
Austria,AUT,2031,546076661.721257,Europe,2030,0.6941862049680265,786642917.7261001
Austria,AUT,2032,550610653.0251161,Europe,2030,0.6941862049680265,793174293.9928871
Austria,AUT,2033,555182289.3678213,Europe,2030,0.6941862049680265,799759899.2814795
Austria,AUT,2034,559791883.3103936,Europe,2030,0.6941862049680265,806400183.8471812
Austria,AUT,2035,564439750.009,Europe,2035,0.6928682466025001,814642253.8148441
Austria,AUT,2036,569443715.1866999,Europe,2035,0.6928682466025001,821864355.8555092
Austria,AUT,2037,574492042.3490034,Europe,2035,0.6928682466025001,829150484.4767271
Austria,AUT,2038,579585124.7811571,Europe,2035,0.6928682466025001,836501207.2975922
Austria,AUT,2039,584723359.2550253,Europe,2035,0.6928682466025001,843917096.9693495
Austria,AUT,2040,589907146.0600001,Europe,2040,0.6917487240457084,852776630.5225899
Austria,AUT,2041,594511264.3178264,Europe,2040,0.6917487240457084,859432397.4185504
Austria,AUT,2042,599151316.8834054,Europe,2040,0.6917487240457084,866140111.3676872
Austria,AUT,2043,603827584.2174902,Europe,2040,0.6917487240457084,872900177.8073267
Austria,AUT,2044,608540348.969779,Europe,2040,0.6917487240457084,879713005.3391595
Austria,AUT,2045,613289895.996,Europe,2045,0.6907569705299672,887851910.5286301
Austria,AUT,2046,617201626.3076693,Europe,2045,0.6907569705299672,893514872.2916769
Austria,AUT,2047,621138306.7027022,Europe,2045,0.6907569705299672,899213953.9701616
Austria,AUT,2048,625100096.3195387,Europe,2045,0.6907569705299672,904949385.946761
Austria,AUT,2049,629087155.3116477,Europe,2045,0.6907569705299672,910721400.0735964
Austria,AUT,2050,633099644.8540001,Europe,2050,0.6898773160141096,917698886.6829935
Azerbaijan,AZE,2020,138515010.224,Other Asia,2020,0.69,200746391.62898552
Azerbaijan,AZE,2021,143156208.86408865,Other Asia,2020,0.69,207472766.46969372
Azerbaijan,AZE,2022,147952919.34929734,Other Asia,2020,0.69,214424520.79608312
Azerbaijan,AZE,2023,152910352.38829175,Other Asia,2020,0.69,221609206.35984313
Azerbaijan,AZE,2024,158033893.28405705,Other Asia,2020,0.69,229034627.9479088
Azerbaijan,AZE,2025,163329107.784,Other Asia,2025,0.69,236708851.8608696
Azerbaijan,AZE,2026,167454954.22427094,Other Asia,2025,0.69,242688339.45546514
Azerbaijan,AZE,2027,171685023.41503423,Other Asia,2025,0.69,248818874.5145424
Azerbaijan,AZE,2028,176021948.12071216,Other Asia,2025,0.69,255104272.6387133
Azerbaijan,AZE,2029,180468427.6118256,Other Asia,2025,0.69,261548445.81424
Azerbaijan,AZE,2030,185027229.34500003,Other Asia,2030,0.6846531431450565,270249587.25092506
Azerbaijan,AZE,2031,188452936.86025092,Other Asia,2030,0.6846531431450565,275253153.72768784
Azerbaijan,AZE,2032,191942070.0238326,Other Asia,2030,0.6846531431450565,280349359.300562
Azerbaijan,AZE,2033,195495803.1370676,Other Asia,2030,0.6846531431450565,285539919.14654535
Azerbaijan,AZE,2034,199115332.24301302,Other Asia,2030,0.6846531431450565,290826580.19847393
Azerbaijan,AZE,2035,202801875.52899998,Other Asia,2035,0.6829701704241671,296941044.14991856
Azerbaijan,AZE,2036,206275016.37186438,Other Asia,2035,0.6829701704241671,302026391.9341524
Azerbaijan,AZE,2037,209807637.46994287,Other Asia,2035,0.6829701704241671,307198830.2792774
Azerbaijan,AZE,2038,213400757.46915877,Other Asia,2035,0.6829701704241671,312459850.6793109
Azerbaijan,AZE,2039,217055412.4605439,Other Asia,2035,0.6829701704241671,317810970.1712726
Azerbaijan,AZE,2040,220772656.27900004,Other Asia,2040,0.6817642578819798,323825506.7299495
Azerbaijan,AZE,2041,224769674.48933718,Other Asia,2040,0.6817642578819798,329688263.7814185
Azerbaijan,AZE,2042,228839057.43379965,Other Asia,2040,0.6817642578819798,335657164.17098236
Azerbaijan,AZE,2043,232982115.25271434,Other Asia,2040,0.6817642578819798,341734129.5897707
Azerbaijan,AZE,2044,237200181.8060792,Other Asia,2040,0.6817642578819798,347921116.5205157
Azerbaijan,AZE,2045,241494615.10300002,Other Asia,2045,0.6809576965008283,354639673.4245683
Azerbaijan,AZE,2046,246284277.94863188,Other Asia,2045,0.6809576965008283,361673389.13149697
Azerbaijan,AZE,2047,251168936.16368458,Other Asia,2045,0.6809576965008283,368846607.43882066
Azerbaijan,AZE,2048,256150473.8307129,Other Asia,2045,0.6809576965008283,376162095.15946245
Azerbaijan,AZE,2049,261230812.40006235,Other Asia,2045,0.6809576965008283,383622673.9816937
Azerbaijan,AZE,2050,266411911.43100002,Other Asia,2050,0.6804366159462483,391530827.68850505
Burundi,BDI,2020,8577313.487000002,Africa,2020,0.76,11285938.798684213
Burundi,BDI,2021,8917090.44563474,Africa,2020,0.76,11733013.744256236
Burundi,BDI,2022,9270327.141026685,Africa,2020,0.76,12197798.869771954
