Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/19/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Heavily indebted poor countries (HIPC),HPC,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39734.98107,,,,,,,,,,52662.49233,,,,,,,,,,,,,,,72874.9165,,,,,,,
Croatia,HRV,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.071552,,,,,,,,,,1624.882709,,,,,,,,,,,,,,,1648.413072,,,,,,,
Haiti,HTI,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.230785,,,,,,,,,,1205.577711,,,,,,,,,,,,,,,1326.104126,,,,,,,
Hungary,HUN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3743.427075,,,,,,,,,,3899.667157,,,,,,,,,,,,,,,3928.833665,,,,,,,
IBRD only,IBD,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817716.3848,,,,,,,,,,985085.3411,,,,,,,,,,,,,,,1177545.87,,,,,,,
IDA & IBRD total,IBT,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956826.8658,,,,,,,,,,1161903.364,,,,,,,,,,,,,,,1416815.699,,,,,,,
IDA total,IDA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139110.481,,,,,,,,,,176818.0225,,,,,,,,,,,,,,,239269.8298,,,,,,,
IDA blend,IDB,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40932.24936,,,,,,,,,,57299.63643,,,,,,,,,,,,,,,88815.32585,,,,,,,
Indonesia,IDN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43593.45194,,,,,,,,,,56810.41511,,,,,,,,,,,,,,,67755.13459,,,,,,,
IDA only,IDX,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98178.23162,,,,,,,,,,119518.386,,,,,,,,,,,,,,,150454.5039,,,,,,,
Isle of Man,IMN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6953025,,,,,,,,,,31.50907463,,,,,,,,,,,,,,,38.31179958,,,,,,,
India,IND,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98799.60601,,,,,,,,,,125554.2977,,,,,,,,,,,,,,,171839.1829,,,,,,,
Not classified,INX,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.4926513,,,,,,,,,,976.5798208,,,,,,,,,,,,,,,1261.38995,,,,,,,
"Iran, Islamic Rep.",IRN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9480.541846,,,,,,,,,,13197.10211,,,,,,,,,,,,,,,16217.10485,,,,,,,
Iraq,IRQ,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488.036377,,,,,,,,,,4482.222287,,,,,,,,,,,,,,,6572.968868,,,,,,,
Iceland,ISL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7148901,,,,,,,,,,94.28706086,,,,,,,,,,,,,,,107.5600307,,,,,,,
Israel,ISR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.581776,,,,,,,,,,2233.687619,,,,,,,,,,,,,,,2743.733632,,,,,,,
Italy,ITA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18122.17972,,,,,,,,,,19312.58304,,,,,,,,,,,,,,,20916.72317,,,,,,,
Jamaica,JAM,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.2656168,,,,,,,,,,900.4417523,,,,,,,,,,,,,,,1022.334202,,,,,,,
Jordan,JOR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.324805,,,,,,,,,,1569.501695,,,,,,,,,,,,,,,2170.090187,,,,,,,
Japan,JPN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50992.76311,,,,,,,,,,52716.86291,,,,,,,,,,,,,,,53452.06098,,,,,,,
Kazakhstan,KAZ,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5659.331297,,,,,,,,,,5709.251321,,,,,,,,,,,,,,,6363.389933,,,,,,,
Kenya,KEN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.43057,,,,,,,,,,2197.790033,,,,,,,,,,,,,,,3416.836892,,,,,,,
Kyrgyz Republic,KGZ,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486.192497,,,,,,,,,,1788.11835,,,,,,,,,,,,,,,2136.338096,,,,,,,
Cambodia,KHM,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.82476,,,,,,,,,,1517.035654,,,,,,,,,,,,,,,1838.753132,,,,,,,
Kiribati,KIR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085727241,,,,,,,,,,1.333440939,,,,,,,,,,,,,,,5.187512818,,,,,,,
St. Kitts and Nevis,KNA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.238609625,,,,,,,,,,10.18673713,,,,,,,,,,,,,,,11.73957624,,,,,,,
"Korea, Rep.",KOR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8036.643562,,,,,,,,,,10324.50824,,,,,,,,,,,,,,,12473.40781,,,,,,,
Kuwait,KWT,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.2975091,,,,,,,,,,636.6046667,,,,,,,,,,,,,,,772.9420165,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81830.42391,,,,,,,,,,99210.91781,,,,,,,,,,,,,,,117022.0078,,,,,,,
Lao PDR,LAO,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.3509245,,,,,,,,,,370.371061,,,,,,,,,,,,,,,542.1731935,,,,,,,
Lebanon,LBN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.830605,,,,,,,,,,1160.218087,,,,,,,,,,,,,,,1871.968346,,,,,,,
Liberia,LBR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.2282873,,,,,,,,,,516.7008009,,,,,,,,,,,,,,,652.5563654,,,,,,,
Libya,LBY,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2116.592507,,,,,,,,,,2510.010889,,,,,,,,,,,,,,,2958.151043,,,,,,,
St. Lucia,LCA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.14321279,,,,,,,,,,60.46926232,,,,,,,,,,,,,,,72.57370006,,,,,,,
Latin America & Caribbean,LCN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93818.81555,,,,,,,,,,113330.8847,,,,,,,,,,,,,,,133009.1864,,,,,,,
Least developed countries: UN classification,LDC,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85982.04559,,,,,,,,,,103897.4626,,,,,,,,,,,,,,,131134.6167,,,,,,,
Low income,LIC,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30458.38114,,,,,,,,,,40588.90241,,,,,,,,,,,,,,,56582.73593,,,,,,,
Liechtenstein,LIE,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.86820184,,,,,,,,,,32.37608683,,,,,,,,,,,,,,,38.35595065,,,,,,,
Sri Lanka,LKA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517.584528,,,,,,,,,,3035.135087,,,,,,,,,,,,,,,3627.830501,,,,,,,
Lower middle income,LMC,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340096.9039,,,,,,,,,,425753.5183,,,,,,,,,,,,,,,547404.0829,,,,,,,
Low & middle income,LMY,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933198.451,,,,,,,,,,1136501.038,,,,,,,,,,,,,,,1389858.924,,,,,,,
Lesotho,LSO,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.6076173,,,,,,,,,,231.5941755,,,,,,,,,,,,,,,249.9415823,,,,,,,
Late-demographic dividend,LTE,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553685.6622,,,,,,,,,,654515.7662,,,,,,,,,,,,,,,762627.5023,,,,,,,
Lithuania,LTU,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.724456,,,,,,,,,,1242.433174,,,,,,,,,,,,,,,1185.850171,,,,,,,
Luxembourg,LUX,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0335327,,,,,,,,,,208.0600102,,,,,,,,,,,,,,,283.4979815,,,,,,,
Latvia,LVA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.5150965,,,,,,,,,,783.9410578,,,,,,,,,,,,,,,676.2682094,,,,,,,
"Macao SAR, China",MAC,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94969192,,,,,,,,,,17.16920578,,,,,,,,,,,,,,,17.76442698,,,,,,,
St. Martin (French part),MAF,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37127776,,,,,,,,,,18.70554393,,,,,,,,,,,,,,,21.50833037,,,,,,,
Morocco,MAR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059.000106,,,,,,,,,,3858.464212,,,,,,,,,,,,,,,4621.348251,,,,,,,
Monaco,MCO,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.776532966,,,,,,,,,,2.776532966,,,,,,,,,,,,,,,2.776532966,,,,,,,
Moldova,MDA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.963556,,,,,,,,,,1568.589936,,,,,,,,,,,,,,,1576.100252,,,,,,,
Madagascar,MDG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.5422974,,,,,,,,,,1127.0916,,,,,,,,,,,,,,,1660.585775,,,,,,,
Maldives,MDV,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.25598904,,,,,,,,,,14.79144265,,,,,,,,,,,,,,,14.35453059,,,,,,,
Middle East & North Africa,MEA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55984.01449,,,,,,,,,,71745.13369,,,,,,,,,,,,,,,90352.0022,,,,,,,
Mexico,MEX,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17098.26637,,,,,,,,,,21841.73249,,,,,,,,,,,,,,,28588.1316,,,,,,,
Marshall Islands,MHL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.307763281,,,,,,,,,,6.569878989,,,,,,,,,,,,,,,8.618052053,,,,,,,
Middle income,MIC,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902740.0699,,,,,,,,,,1095912.135,,,,,,,,,,,,,,,1333276.188,,,,,,,
North Macedonia,MKD,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.7449112,,,,,,,,,,641.0645576,,,,,,,,,,,,,,,701.2678632,,,,,,,
Mali,MLI,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.6946017,,,,,,,,,,1118.293872,,,,,,,,,,,,,,,1505.018657,,,,,,,
Malta,MLT,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.4636681,,,,,,,,,,166.2519305,,,,,,,,,,,,,,,173.5234188,,,,,,,
Myanmar,MMR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340.802819,,,,,,,,,,4901.51056,,,,,,,,,,,,,,,5783.529449,,,,,,,
Middle East & North Africa (excluding high income),MNA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46191.21035,,,,,,,,,,59587.47114,,,,,,,,,,,,,,,74133.22475,,,,,,,
Montenegro,MNE,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.2613494,,,,,,,,,,281.6253665,,,,,,,,,,,,,,,294.6491995,,,,,,,
Mongolia,MNG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.6074818,,,,,,,,,,331.5704328,,,,,,,,,,,,,,,354.9778717,,,,,,,
Northern Mariana Islands,MNP,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.55856573,,,,,,,,,,30.64031681,,,,,,,,,,,,,,,25.55856573,,,,,,,
Mozambique,MOZ,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.517269,,,,,,,,,,2231.822116,,,,,,,,,,,,,,,2943.198864,,,,,,,
Mauritania,MRT,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.9517131,,,,,,,,,,298.9496258,,,,,,,,,,,,,,,373.5388786,,,,,,,
Mauritius,MUS,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.3541444,,,,,,,,,,323.5701257,,,,,,,,,,,,,,,475.8035424,,,,,,,
Malawi,MWI,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.6596635,,,,,,,,,,530.1358039,,,,,,,,,,,,,,,770.8614489,,,,,,,
Malaysia,MYS,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7531.974293,,,,,,,,,,9469.32443,,,,,,,,,,,,,,,11417.6354,,,,,,,
North America,NAC,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157772.4094,,,,,,,,,,178742.827,,,,,,,,,,,,,,,200598.5282,,,,,,,
Namibia,NAM,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0393034,,,,,,,,,,267.3057863,,,,,,,,,,,,,,,342.3176144,,,,,,,
New Caledonia,NCL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71228931,,,,,,,,,,50.13103992,,,,,,,,,,,,,,,89.00013382,,,,,,,
Niger,NER,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.22388,,,,,,,,,,792.1760017,,,,,,,,,,,,,,,1313.950219,,,,,,,
Nigeria,NGA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15004.18909,,,,,,,,,,18771.46891,,,,,,,,,,,,,,,25189.86866,,,,,,,
Nicaragua,NIC,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.7941999,,,,,,,,,,818.2837512,,,,,,,,,,,,,,,992.8293569,,,,,,,
Netherlands,NLD,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6941.632233,,,,,,,,,,7724.295166,,,,,,,,,,,,,,,8322.48914,,,,,,,
Norway,NOR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674.289883,,,,,,,,,,1793.044519,,,,,,,,,,,,,,,2007.78451,,,,,,,
Nepal,NPL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.460217,,,,,,,,,,1888.331119,,,,,,,,,,,,,,,3041.754743,,,,,,,
Nauru,NRU,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.888470976,,,,,,,,,,6.980277998,,,,,,,,,,,,,,,6.980277998,,,,,,,
New Zealand,NZL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.861789,,,,,,,,,,1840.877789,,,,,,,,,,,,,,,1970.292306,,,,,,,
OECD members,OED,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431595.8731,,,,,,,,,,477478.8445,,,,,,,,,,,,,,,526444.5459,,,,,,,
Oman,OMN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.6239754,,,,,,,,,,983.315746,,,,,,,,,,,,,,,1500.494267,,,,,,,
Other small states,OSS,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3995.992219,,,,,,,,,,4934.361583,,,,,,,,,,,,,,,6202.276424,,,,,,,
Pakistan,PAK,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9769.539277,,,,,,,,,,18284.72543,,,,,,,,,,,,,,,39082.02197,,,,,,,
Panama,PAN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.3772688,,,,,,,,,,868.8400232,,,,,,,,,,,,,,,1070.980785,,,,,,,
Peru,PER,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2584.0412,,,,,,,,,,2964.802913,,,,,,,,,,,,,,,3457.867933,,,,,,,
Philippines,PHL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7769.962462,,,,,,,,,,9407.764673,,,,,,,,,,,,,,,12151.46533,,,,,,,
Palau,PLW,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8932018,,,,,,,,,,4.8932018,,,,,,,,,,,,,,,4.8932018,,,,,,,
Papua New Guinea,PNG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.6331353,,,,,,,,,,320.6937924,,,,,,,,,,,,,,,415.3979695,,,,,,,
Poland,POL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12463.98975,,,,,,,,,,13503.10285,,,,,,,,,,,,,,,14773.80472,,,,,,,
Pre-demographic dividend,PRE,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50882.64026,,,,,,,,,,66778.55795,,,,,,,,,,,,,,,93257.70122,,,,,,,
Puerto Rico,PRI,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.069386,,,,,,,,,,2284.459574,,,,,,,,,,,,,,,2390.731346,,,,,,,
"Korea, Dem. People's Rep.",PRK,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224.53079,,,,,,,,,,2475.188733,,,,,,,,,,,,,,,2678.344984,,,,,,,
Portugal,PRT,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3898.833538,,,,,,,,,,4069.336469,,,,,,,,,,,,,,,4165.146685,,,,,,,
Paraguay,PRY,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0666559,,,,,,,,,,1124.887336,,,,,,,,,,,,,,,1320.831273,,,,,,,
West Bank and Gaza,PSE,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.0896804,,,,,,,,,,1211.921054,,,,,,,,,,,,,,,1629.720015,,,,,,,
Pacific island small states,PSS,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.1635082,,,,,,,,,,191.1087748,,,,,,,,,,,,,,,292.5614957,,,,,,,
Post-demographic dividend,PST,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408819.7716,,,,,,,,,,443802.5169,,,,,,,,,,,,,,,479395.7444,,,,,,,
French Polynesia,PYF,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.53763311,,,,,,,,,,77.33339107,,,,,,,,,,,,,,,84.93705086,,,,,,,
Qatar,QAT,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.3405436,,,,,,,,,,416.7205011,,,,,,,,,,,,,,,678.0532012,,,,,,,
Romania,ROU,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5701.550893,,,,,,,,,,5588.374407,,,,,,,,,,,,,,,5124.834377,,,,,,,
Russian Federation,RUS,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51076.66833,,,,,,,,,,52919.54065,,,,,,,,,,,,,,,52886.95487,,,,,,,
Rwanda,RWA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.9455663,,,,,,,,,,991.8849603,,,,,,,,,,,,,,,1506.225743,,,,,,,
South Asia,SAS,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160899.027,,,,,,,,,,202181.0315,,,,,,,,,,,,,,,278597.6042,,,,,,,
Saudi Arabia,SAU,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4925.536531,,,,,,,,,,6050.744982,,,,,,,,,,,,,,,7756.634132,,,,,,,
Sudan,SDN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248.0111,,,,,,,,,,2928.384701,,,,,,,,,,,,,,,3789.644469,,,,,,,
Senegal,SEN,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.244552,,,,,,,,,,1047.24809,,,,,,,,,,,,,,,1566.403821,,,,,,,
Singapore,SGP,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.6863124,,,,,,,,,,427.6370872,,,,,,,,,,,,,,,454.0838427,,,,,,,
Solomon Islands,SLB,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.70497561,,,,,,,,,,21.96598239,,,,,,,,,,,,,,,37.8334884,,,,,,,
Sierra Leone,SLE,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.9897641,,,,,,,,,,487.4739076,,,,,,,,,,,,,,,713.580516,,,,,,,
El Salvador,SLV,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.567405,,,,,,,,,,1259.00123,,,,,,,,,,,,,,,1559.874606,,,,,,,
San Marino,SMR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44028221,,,,,,,,,,18.61122903,,,,,,,,,,,,,,,22.01373734,,,,,,,
