Country Name,iso3c,year,total_building_stock_m2,BEC (toe/m2),BCE (tCO2e/m2),DBE (tCO2e/m2),Building Energy Consumption (toe),Building Carbon Emissions (tCO2e),Direct Building Emissions (tCO2e)
Botswana,BWA,2046,53954112.452880114,0.0036588553897034834,0.1255016360584308,0.00482698600224734,197410.29514488822,6771329.384917009,260435.7455737312
Botswana,BWA,2047,55493913.3161175,0.0036588553897034834,0.1255016360584308,0.00482698600224734,203044.20383241444,6964576.912457485,267868.3427868264
Botswana,BWA,2048,57077658.683131084,0.0036588553897034834,0.1255016360584308,0.00482698600224734,208838.89910443,7163339.54711765,275513.05950452504
Botswana,BWA,2049,58706602.68973687,0.0036588553897034834,0.1255016360584308,0.00482698600224734,214798.96966252476,7367774.684994251,283375.9494228559
Botswana,BWA,2050,60382035.26363636,0.0036588553897034834,0.1255016360584308,0.00482698600224734,220929.13516562167,7578044.214124224,291463.2390047779
Central African Republic,CAF,2020,1598377.3355992844,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2021,1644411.83390519,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2022,1691772.1612172246,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2023,1740496.5024318933,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2024,1790624.1422001307,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2025,1842195.4966010735,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2026,1947548.6111917659,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2027,2058926.753405443,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2028,2176674.487880737,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2029,2301156.0845253053,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2030,2432756.6454382828,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2031,2577495.6020257366,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2032,2730845.9277747157,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2033,2893319.9635268613,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2034,3065460.5322844405,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2035,3247842.7527728095,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2036,3456449.5866417666,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2037,3678455.1021740143,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2038,3914719.88800409,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2039,4166159.8078164565,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2040,4433749.550626118,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2041,4732041.787276147,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2042,5050402.423692489,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2043,5390181.614588199,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2044,5752820.3499083575,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2045,6139856.566010734,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2046,6559333.617522472,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2047,7007469.481313159,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2048,7486222.137010717,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2049,7997683.334065278,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,2050,8544087.730948122,NA,NA,NA,NA,NA,NA
Canada,CAN,2020,1425405164.602449,0.004136389173000104,0.08902731879422712,0.05387941752085613,5896030.49,126900000.00000001,76800000
Canada,CAN,2021,1452960798.504781,0.004136389173000104,0.08902731879422712,0.05387941752085613,6010011.315728761,129353204.20399994,78284681.5040756
Canada,CAN,2022,1481049132.1465385,0.004136389173000104,0.08902731879422712,0.05387941752085613,6126195.594892141,131853833.2375233,79798064.55982497
Canada,CAN,2023,1509680463.5674403,0.004136389173000104,0.08902731879422712,0.05387941752085613,6244625.924190138,134402803.9074351,81340704.01962975
Canada,CAN,2024,1538865289.8867486,0.004136389173000104,0.08902731879422712,0.05387941752085613,6365345.723793212,137001050.7441183,82913165.46216142
Canada,CAN,2025,1568614311.1518366,0.004136389173000104,0.08902731879422712,0.05387941752085613,6488399.253261473,139649526.34410155,84516025.39973994
Canada,CAN,2026,1583849321.528046,0.004136389173000104,0.08902731879422712,0.05387941752085613,6551417.185232169,141005858.46969768,85336878.88473429
Canada,CAN,2027,1599232300.426226,0.004136389173000104,0.08902731879422712,0.05387941752085613,6615047.17259509,142375363.8360708,86165704.82750385
Canada,CAN,2028,1614764684.9759195,0.004136389173000104,0.08902731879422712,0.05387941752085613,6679295.159877316,143758170.3870109,87002580.65975128
Canada,CAN,2029,1630447926.264646,0.004136389173000104,0.08902731879422712,0.05387941752085613,6744167.149341553,145154407.30894917,87847584.56522691
Canada,CAN,2030,1646283489.4734695,0.004136389173000104,0.08902731879422712,0.05387941752085613,6809669.20154689,146564205.04302722,88700795.48703302
Canada,CAN,2031,1663541238.5372083,0.004136389173000104,0.08902731879422712,0.05387941752085613,6881053.9679244915,148100616.17059547,89630632.95430836
Canada,CAN,2032,1680979898.060568,0.004136389173000104,0.08902731879422712,0.05387941752085613,6953187.050368552,149653133.27132562,90570217.77177152
Canada,CAN,2033,1698601364.50144,0.004136389173000104,0.08902731879422712,0.05387941752085613,7026076.293366959,151221925.18177888,91519652.11946902
Canada,CAN,2034,1716407554.1980066,0.004136389173000104,0.08902731879422712,0.05387941752085613,7099729.623640223,152807162.5084056,92479039.2485859
Canada,CAN,2035,1734400403.5771432,0.004136389173000104,0.08902731879422712,0.05387941752085613,7174155.0510035055,154409017.6460985,93448483.49267426
Canada,CAN,2036,1753020401.6227882,0.004136389173000104,0.08902731879422712,0.05387941752085613,7251174.609320794,156066706.14805603,94451718.1416131
Canada,CAN,2037,1771840298.3345692,0.004136389173000104,0.08902731879422712,0.05387941752085613,7329021.026316386,157742191.0922902,95465723.21424654
Canada,CAN,2038,1790862239.7640917,0.004136389173000104,0.08902731879422712,0.05387941752085613,7407703.178894904,159435663.5360214,96490614.33858505
Canada,CAN,2039,1810088395.0023243,0.004136389173000104,0.08902731879422712,0.05387941752085613,7487230.03926075,161147316.58760282,97526508.38398658
Canada,CAN,2040,1829520956.4269383,0.004136389173000104,0.08902731879422712,0.05387941752085613,7567610.675941182,162877345.42854035,98573523.47448304
Canada,CAN,2041,1849809793.5639353,0.004136389173000104,0.08902731879422712,0.05387941752085613,7651533.202207419,164683606.20029992,99666674.20159996
Canada,CAN,2042,1870323627.8024545,0.004136389173000104,0.08902731879422712,0.05387941752085613,7736386.404048349,166509897.8607445,100771947.64149076
Canada,CAN,2043,1891064954.2926798,0.004136389173000104,0.08902731879422712,0.05387941752085613,7822180.602376177,168356442.54640496,101889478.23139401
Canada,CAN,2044,1912036295.855259,0.004136389173000104,0.08902731879422712,0.05387941752085613,7908926.232558916,170223464.8572393,103019401.89941669
Canada,CAN,2045,1933240203.288163,0.004136389173000104,0.08902731879422712,0.05387941752085613,7996633.845689677,172111191.88395172,104161856.08106771
Canada,CAN,2046,1955608937.8256102,0.004136389173000104,0.08902731879422712,0.05387941752085613,8089159.637044087,174102620.3446405,105367070.46862403
Canada,CAN,2047,1978236491.874444,0.004136389173000104,0.08902731879422712,0.05387941752085613,8182756.006623158,176117090.81247962,106586229.90069687
Canada,CAN,2048,2001125860.1297522,0.004136389173000104,0.08902731879422712,0.05387941752085613,8277435.341651226,178154869.8971434,107819495.72971326
Canada,CAN,2049,2024280071.937022,0.004136389173000104,0.08902731879422712,0.05387941752085613,8373210.172680168,180216227.29313827,109067031.17504348
Canada,CAN,2050,2047702191.6930616,0.004136389173000104,0.08902731879422712,0.05387941752085613,8470093.175247762,182301435.81549576,110329001.34460263
Switzerland,CHE,2020,520165862.5026786,0.0016532398067463944,0.02710673847791654,0.023838550150791848,859958.9099999999,14100000.000000002,12400000
Switzerland,CHE,2021,529794365.0236246,0.0016532398067463944,0.02710673847791654,0.023838550150791848,875877.1336469859,14360997.299769247,12629529.540222598
Switzerland,CHE,2022,539601095.4281726,0.0016532398067463944,0.02710673847791654,0.023838550150791848,892090.0107258148,14626825.776168762,12863307.77478671
Switzerland,CHE,2023,549589352.7940787,0.0016532398067463944,0.02710673847791654,0.023838550150791848,908602.9954031587,14897574.856436502,13101413.348922879
Switzerland,CHE,2024,559762497.2665029,0.0016532398067463944,0.02710673847791654,0.023838550150791848,925421.6428047523,15173335.623148566,13343926.363620013
Switzerland,CHE,2025,570123951.1883928,0.0016532398067463944,0.02710673847791654,0.023838550150791848,942551.6108841893,15454200.844860218,13590928.402572105
Switzerland,CHE,2026,576481612.9623768,0.0016532398067463944,0.02710673847791654,0.023838550150791848,953062.3504067697,15626536.319898652,13742485.841612997
Switzerland,CHE,2027,582910171.3600656,0.0016532398067463944,0.02710673847791654,0.023838550150791848,963690.2990498225,15800793.571174815,13895733.353373593
Switzerland,CHE,2028,589410416.9757731,0.0016532398067463944,0.02710673847791654,0.023838550150791848,974436.7638553389,15976994.029122021,14050689.784476101
Switzerland,CHE,2029,595983149.2200228,0.0016532398067463944,0.02710673847791654,0.023838550150791848,985303.066440618,16155159.363152267,14207374.191708375
Switzerland,CHE,2030,602629176.4178572,0.0016532398067463944,0.02710673847791654,0.023838550150791848,996290.543160797,16335311.484321084,14365805.844367476
Switzerland,CHE,2031,609488016.9736077,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1007629.8513956903,16521232.281527542,14529310.658932019
Switzerland,CHE,2032,616424921.6118989,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1019098.218279317,16709269.141403947,14694676.408043185
Switzerland,CHE,2033,623440778.8212342,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1030697.1126962389,16899446.147975806,14861924.271978721
Switzerland,CHE,2034,630536487.202474,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1042428.0202491685,17091787.65938163,15031075.672080299
Switzerland,CHE,2035,637712955.5839286,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1054292.443449246,17286318.31099276,15202152.273497175
Switzerland,CHE,2036,644803303.3206315,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1066014.4885712375,17478514.512809053,15371175.883605123
Switzerland,CHE,2037,651972484.3797363,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1077866.864079922,17672847.62887904,15542078.7658227
Switzerland,CHE,2038,659221375.2616563,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1089851.019040673,17869341.418270197,15714881.814648965
Switzerland,CHE,2039,666550862.2120864,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1101968.4186301525,18068019.90421281,15889606.15689637
Switzerland,CHE,2040,673961841.330357,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1114220.5443154434,18268907.37703707,16066273.154273732
Switzerland,CHE,2041,681188151.3974897,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1126167.3677743196,18464789.07418717,16238537.909214247
Switzerland,CHE,2042,688491942.939068,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1138242.2866910344,18662771.041401953,16412649.71016909
Switzerland,CHE,2043,695874046.721946,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1150446.6745224216,18862875.798061267,16588628.36141558
Switzerland,CHE,2044,703335302.4205726,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1162781.9194517045,19065126.105000805,16766493.879575172
Switzerland,CHE,2045,710876558.7124997,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1175249.424546395,19269544.967101015,16946266.495890252
Switzerland,CHE,2046,717981954.0979363,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1186996.347040271,19462149.061596237,17115648.820127185
Switzerland,CHE,2047,725158369.7511877,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1198860.683067984,19656678.28391775,17286724.164580144
Switzerland,CHE,2048,732406515.5382317,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1210843.6062082264,19853151.876216967,17459509.451424845
Switzerland,CHE,2049,739727108.4203407,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1222946.3017699132,20051589.27297559,17634021.77197853
Switzerland,CHE,2050,747120872.5249999,0.0016532398067463944,0.02710673847791654,0.023838550150791848,1235169.9669094284,20252010.102927994,17810278.38839057
Chile,CHL,2020,290160827.36973685,0.002204620436875411,0.0651362906954932,0.02240136981591036,639694.4899999999,18900000,6500000
Chile,CHL,2021,300904885.4612278,0.002204620436875411,0.0651362906954932,0.02240136981591036,663381.0600434775,19599828.091096617,6740681.618631112
Chile,CHL,2022,312046773.9053535,0.002204620436875411,0.0651362906954932,0.02240136981591036,687944.6950127829,20325569.375689946,6990275.18211559
Chile,CHL,2023,323601223.54107,0.002204620436875411,0.0651362906954932,0.02240136981591036,713417.8708165312,21078183.365988415,7249110.681424586
Chile,CHL,2024,335583510.65997356,0.002204620436875411,0.0651362906954932,0.02240136981591036,739834.265879375,21858665.10296218,7517530.326415565
Chile,CHL,2025,348009477.2032895,0.002204620436875411,0.0651362906954932,0.02240136981591036,767228.8056686994,22668046.47190008,7795888.998272515
Chile,CHL,2026,355321910.2576195,0.002204620436875411,0.0651362906954932,0.02240136981591036,783349.9450235587,23144351.237018254,7959697.515376648
Chile,CHL,2027,362787993.37229764,0.002204620436875411,0.0651362906954932,0.02240136981591036,799809.8244415885,23630664.19713264,8126948.004304877
Chile,CHL,2028,370410955.06796426,0.002204620436875411,0.0651362906954932,0.02240136981591036,816615.5615853736,24127195.64610219,8297712.788342023
Chile,CHL,2029,378194091.7034723,0.002204620436875411,0.0651362906954932,0.02240136981591036,833774.4236750084,24634160.296515387,8472065.7104418
Chile,CHL,2030,386140768.9013158,0.002204620436875411,0.0651362906954932,0.02240136981591036,851293.830630626,25151777.372537367,8650082.165158354
Chile,CHL,2031,392640078.7644077,0.002204620436875411,0.0651362906954932,0.02240136981591036,865622.3419803842,25575118.30909981,8795675.608949669
Chile,CHL,2032,399248781.450269,0.002204620436875411,0.0651362906954932,0.02240136981591036,880192.0229828674,26005584.688366156,8943719.601819048
Chile,CHL,2033,405968718.1989584,0.002204620436875411,0.0651362906954932,0.02240136981591036,895006.9328735382,26443296.441884115,9094255.390065966
Chile,CHL,2034,412801761.2412783,0.002204620436875411,0.0651362906954932,0.02240136981591036,910071.199210686,26888375.519823484,9247324.914225006
Chile,CHL,2035,419749814.32039475,0.002204620436875411,0.0651362906954932,0.02240136981591036,925389.0190254013,27340945.92495253,9402970.82075087
Chile,CHL,2036,426580840.97850746,0.002204620436875411,0.0651362906954932,0.02240136981591036,940448.8400007173,27785893.66310402,9555995.175141595
Chile,CHL,2037,433523036.060314,0.002204620436875411,0.0651362906954932,0.02240136981591036,955753.7451548439,28238082.500017397,9711509.854503337
Chile,CHL,2038,440578208.7255566,0.002204620436875411,0.0651362906954932,0.02240136981591036,971307.7229983226,28697630.277647536,9869555.38649254
Chile,CHL,2039,447748197.57632136,0.002204620436875411,0.0651362906954932,0.02240136981591036,987114.8269508873,29164656.755714394,10030172.958314475
Chile,CHL,2040,455034871.1361842,0.002204620436875411,0.0651362906954932,0.02240136981591036,1003179.1763978007,29639283.642912786,10193404.427456778
Chile,CHL,2041,462267745.8148206,0.002204620436875411,0.0651362906954932,0.02240136981591036,1019124.9197316811,30110406.270544514,10355430.727965046
Chile,CHL,2042,469615588.55290735,0.002204620436875411,0.0651362906954932,0.02240136981591036,1035324.1239990138,30589017.491117302,10520032.470490078
Chile,CHL,2043,477080226.79185385,0.002204620436875411,0.0651362906954932,0.02240136981591036,1051780.818014477,31075236.337386016,10687250.592222704
Chile,CHL,2044,484663517.02063304,0.002204620436875411,0.0651362906954932,0.02240136981591036,1068499.0946316011,31569183.734156072,10857126.681058966
Chile,CHL,2045,492367345.2375,0.002204620436875411,0.0651362906954932,0.02240136981591036,1085483.1117606836,32070982.52835806,11029702.985943248
Chile,CHL,2046,499909050.1923975,0.002204620436875411,0.0651362906954932,0.02240136981591036,1102109.708633135,32562221.214639906,11198647.50768039
Chile,CHL,2047,507566273.19327587,0.002204620436875411,0.0651362906954932,0.02240136981591036,1118990.978950584,33060984.317945335,11370179.791885963
Chile,CHL,2048,515340783.65686905,0.002204620436875411,0.0651362906954932,0.02240136981591036,1136130.8236053232,33567387.0915171,11544339.475918578
Chile,CHL,2049,523234378.10247767,0.002204620436875411,0.0651362906954932,0.02240136981591036,1153533.2032405182,34081546.55395859,11721166.804271473
Chile,CHL,2050,531248880.5671053,0.002204620436875411,0.0651362906954932,0.02240136981591036,1171202.1391654247,34603581.51627432,11900702.63787212
China,CHN,2020,16638948872.7029,0.002518856555221314,0.09396026227142525,0.032039283495520536,41911125.44,1563400000,533100000.00000006
China,CHN,2021,17466020727.415993,0.002518856555221314,0.09396026227142525,0.032039283495520536,43994400.80288312,1641111888.3861563,559598789.6243188
China,CHN,2022,18334203824.076633,0.002518856555221314,0.09396026227142525,0.032039283495520536,46181229.48703911,1722686599.8480082,587414753.9842479
China,CHN,2023,19245541678.257065,0.002518856555221314,0.09396026227142525,0.032039283495520536,48476758.81506282,1808316143.6446793,616613365.8545341
China,CHN,2024,20202179382.511787,0.002518856555221314,0.09396026227142525,0.032039283495520536,50886391.9673967,1898202073.2351873,647263352.4636551
China,CHN,2025,21206368655.46232,0.002518856555221314,0.09396026227142525,0.032039283495520536,53415800.700251065,1992555960.691771,679436857.2628778
China,CHN,2026,21981824012.02116,0.002518856555221314,0.09396026227142525,0.032039283495520536,55369061.50840078,2065417949.3738213,704281891.2697866
China,CHN,2027,22785635520.44105,0.002518856555221314,0.09396026227142525,0.032039283495520536,57393747.39554656,2140944289.5217443,730035436.0650134
China,CHN,2028,23618840082.900276,0.002518856555221314,0.09396026227142525,0.032039283495520536,59492470.16953728,2219232408.736161,756730713.2514057
China,CHN,2029,24482512518.080456,0.002518856555221314,0.09396026227142525,0.032039283495520536,61667937.14445484,2300383297.2622914,784402159.24941
China,CHN,2030,25377766947.663048,0.002518856555221314,0.09396026227142525,0.032039283495520536,63922954.63299987,2384501638.265527,813085469.7194272
China,CHN,2031,26121262111.622498,0.002518856555221314,0.09396026227142525,0.032039283495520536,65795712.300514475,2454360638.868693,836906522.0550725
China,CHN,2032,26886539533.255413,0.002518856555221314,0.09396026227142525,0.032039283495520536,67723336.3505574,2526266306.1157217,861425462.3194906
China,CHN,2033,27674237369.70437,0.002518856555221314,0.09396026227142525,0.032039283495520536,69707434.2094305,2600278601.4191,886662736.6102868
China,CHN,2034,28485012474.270287,0.002518856555221314,0.09396026227142525,0.032039283495520536,71749660.39637661,2676459242.8872557,912639390.0365846
China,CHN,2035,29319540944.155796,0.002518856555221314,0.09396026227142525,0.032039283495520536,73851717.90326655,2754871756.7906694,939377084.2683294
China,CHN,2036,29965480506.59809,0.002518856555221314,0.09396026227142525,0.032039283495520536,75478747.0044011,2815564407.4892373,960072525.0303906
China,CHN,2037,30625650780.19383,0.002518856555221314,0.09396026227142525,0.032039283495520536,77141621.22560997,2877594179.5400915,981223907.5814397
China,CHN,2038,31300365282.10734,0.002518856555221314,0.09396026227142525,0.032039283495520536,78841130.27165772,2940990531.098219,1002841276.7867857
China,CHN,2039,31989944436.60765,0.002518856555221314,0.09396026227142525,0.032039283495520536,80578081.24531479,3005783569.311976,1024934898.8104225
China,CHN,2040,32694715727.23913,0.002518856555221314,0.09396026227142525,0.032039283495520536,82353299.03065367,3072004064.6210804,1047515265.9904683
China,CHN,2041,33318665045.579456,0.002518856555221314,0.09396026227142525,0.032039283495520536,83924937.86128108,3130630506.2164145,1067506155.0876108
China,CHN,2042,33954521876.898502,0.002518856555221314,0.09396026227142525,0.032039283495520536,85526570.00903131,3190375780.8542295,1087878552.3688052
China,CHN,2043,34602513465.3989,0.002518856555221314,0.09396026227142525,0.032039283495520536,87158767.86945382,3251261240.4594045,1108639738.5754821
China,CHN,2044,35262871392.03504,0.002518856555221314,0.09396026227142525,0.032039283495520536,88822114.7617536,3313308644.439151,1129797133.3954916
China,CHN,2045,35935831657.27609,0.002518856555221314,0.09396026227142525,0.032039283495520536,90517205.13725951,3376540167.459448,1151358298.1147704
China,CHN,2046,36543181224.072365,0.002518856555221314,0.09396026227142525,0.032039283495520536,92047031.57489513,3433606892.046062,1170817343.0662377
China,CHN,2047,37160795573.3789,0.002518856555221314,0.09396026227142525,0.032039283495520536,93602713.52724463,3491638098.2894998,1190605264.2945712
China,CHN,2048,37788848189.73532,0.002518856555221314,0.09396026227142525,0.032039283495520536,95184687.9769779,3550650086.8426037,1210727620.120118
China,CHN,2049,38427515489.73416,0.002518856555221314,0.09396026227142525,0.032039283495520536,96793399.29218549,3610659433.854678,1231190062.8040996
China,CHN,2050,39076976871.57537,0.002518856555221314,0.09396026227142525,0.032039283495520536,98429299.3511993,3671682995.6276402,1251998340.1363025
Cote d'Ivoire,CIV,2020,58934419.973799124,0.008651989791817577,0.057691243954068966,0.015271211634900608,509899.99999999994,3400000,900000
Cote d'Ivoire,CIV,2021,62613909.24697462,0.008651989791817577,0.057691243954068966,0.015271211634900608,541734.9036306166,3612274.3132851473,956190.2593990095
Cote d'Ivoire,CIV,2022,66523122.36094522,0.008651989791817577,0.057691243954068966,0.015271211634900608,575557.3755867296,3837801.680711671,1015888.6801883833
Cote d'Ivoire,CIV,2023,70676401.80704917,0.008651989791817577,0.057691243954068966,0.015271211634900608,611491.5069569869,4077409.5384462746,1079314.2895887196
Cote d'Ivoire,CIV,2024,75088985.5303011,0.008651989791817577,0.057691243954068966,0.015271211634900608,649669.1362861028,4331976.982492155,1146699.7894832175
Cote d'Ivoire,CIV,2025,79777062.83580786,0.008651989791817577,0.057691243954068966,0.015271211634900608,690230.3332765991,4602437.9939996805,1218292.410176386
Cote d'Ivoire,CIV,2026,84780092.521939,0.008651989791817577,0.057691243954068966,0.015271211634900608,733516.4950491659,4891069.000131721,1294694.7353289847
Cote d'Ivoire,CIV,2027,90096875.37408759,0.008651989791817577,0.057691243954068966,0.015271211634900608,779517.2460112663,5197800.816705836,1375888.4514809563
Cote d'Ivoire,CIV,2028,95747087.67949596,0.008651989791817577,0.057691243954068966,0.015271211634900608,828402.8251992615,5523768.593209432,1462174.0393789674
Cote d'Ivoire,CIV,2029,101751639.67719257,0.008651989791817577,0.057691243954068966,0.015271211634900608,880354.1477877705,5870178.6673434395,1553870.8237085575
Cote d'Ivoire,CIV,2030,108132752.94235809,0.008651989791817577,0.057691243954068966,0.015271211634900608,935563.4746184143,6238313.029422649,1651318.1548471719
Cote d'Ivoire,CIV,2031,114383454.67163189,0.008651989791817577,0.057691243954068966,0.015271211634900608,989644.4821717876,6598923.787770305,1746773.943821551
Cote d'Ivoire,CIV,2032,120995483.2981241,0.008651989791817577,0.057691243954068966,0.015271211634900608,1046851.686351404,6980379.944292555,1847747.632312735
Cote d'Ivoire,CIV,2033,127989725.61699922,0.008651989791817577,0.057691243954068966,0.015271211634900608,1107365.79949581,7383886.484184653,1954558.1869900548
Cote d'Ivoire,CIV,2034,135388275.80160353,0.008651989791817577,0.057691243954068966,0.015271211634900608,1171377.9801672564,7810718.0477910815,2067543.0126505801
Cote d'Ivoire,CIV,2035,143214505.19694322,0.008651989791817577,0.057691243954068966,0.015271211634900608,1239090.437004158,8262222.957078129,2187059.0180500927
Cote d'Ivoire,CIV,2036,150882731.40837243,0.008651989791817577,0.057691243954068966,0.015271211634900608,1305435.8519067916,8704612.466136677,2304162.12338912
Cote d'Ivoire,CIV,2037,158961542.37969577,0.008651989791817577,0.057691243954068966,0.015271211634900608,1375333.641960705,9170689.120742101,2427535.355490556
Cote d'Ivoire,CIV,2038,167472922.31435353,0.008651989791817577,0.057691243954068966,0.015271211634900608,1448974.0142696449,9661721.216938209,2557514.4397777612
Cote d'Ivoire,CIV,2039,176440032.53010684,0.008651989791817577,0.057691243954068966,0.015271211634900608,1526557.3603184456,10179044.959958257,2694453.077636009
Cote d'Ivoire,CIV,2040,185887274.48602617,0.008651989791817577,0.057691243954068966,0.015271211634900608,1608294.8012818904,10724068.100330316,2838723.9089109655
Cote d'Ivoire,CIV,2041,195054922.15913206,0.008651989791817577,0.057691243954068966,0.015271211634900608,1687613.1953645828,11252961.098724421,2978724.99672117
Cote d'Ivoire,CIV,2042,204674702.79341343,0.008651989791817577,0.057691243954068966,0.015271211634900608,1770843.4392119097,11807938.210081374,3125630.702668599
Cote d'Ivoire,CIV,2043,214768914.82592523,0.008651989791817577,0.057691243954068966,0.015271211634900608,1858178.4586736439,12390285.858973112,3279781.550904647
Cote d'Ivoire,CIV,2044,225360956.41512707,0.008651989791817577,0.057691243954068966,0.015271211634900608,1949820.6943779255,13001353.914267398,3441534.859659017
Cote d'Ivoire,CIV,2045,236475379.67729262,0.008651989791817577,0.057691243954068966,0.015271211634900608,2045982.5709841214,13642558.818093771,3611265.5694954097
Cote d'Ivoire,CIV,2046,247232616.91742158,0.008651989791817577,0.057691243954068966,0.015271211634900608,2139054.077773877,14263157.215985846,3775541.615996253
Cote d'Ivoire,CIV,2047,258479199.6158319,0.008651989791817577,0.057691243954068966,0.015271211634900608,2236359.3964733556,14911986.562089449,3947290.560553089
Cote d'Ivoire,CIV,2048,270237388.03993183,0.008651989791817577,0.057691243954068966,0.015271211634900608,2338091.1226889356,15590331.078922106,4126852.3444205574
Cote d'Ivoire,CIV,2049,282530455.0740789,0.008651989791817577,0.057691243954068966,0.015271211634900608,2444450.6131785056,16299533.408132808,4314582.372741037
Cote d'Ivoire,CIV,2050,295382732.28340614,0.008651989791817577,0.057691243954068966,0.015271211634900608,2555648.3843952143,17040997.267981425,4510852.217995083
Cameroon,CMR,2020,38511130.423246495,0.015128093971719013,0.0285631709043785,0.012983259501990228,582600,1100000,500000
Cameroon,CMR,2021,40151794.7618217,0.015128093971719013,0.0285631709043785,0.012983259501990228,607420.1242900139,1146862.5758994427,521301.17086338304
Cameroon,CMR,2022,41862355.24320781,0.015128093971719013,0.0285631709043785,0.012983259501990228,633297.643996732,1195721.6072715502,543509.8214870682
Cameroon,CMR,2023,43645789.60676624,0.015128093971719013,0.0285631709043785,0.012983259501990228,660277.6066410367,1246662.147794611,566664.6126339141
Cameroon,CMR,2024,45505202.450528234,0.015128093971719013,0.0285631709043785,0.012983259501990228,688406.9788736894,1299772.8746327814,590805.8521058097
Cameroon,CMR,2025,47443830.63567133,0.015128093971719013,0.0285631709043785,0.012983259501990228,717734.7282347573,1355146.2428050688,615975.5649113948
Cameroon,CMR,2026,49956958.687449366,0.015128093971719013,0.0285631709043785,0.012983259501990228,755753.5655650186,1426929.1488525926,648604.1585693603
Cameroon,CMR,2027,52603208.633476056,0.015128093971719013,0.0285631709043785,0.012983259501990228,795786.2834211667,1502514.4383166553,682961.1083257524
Cameroon,CMR,2028,55389632.02001699,0.015128093971719013,0.0285631709043785,0.012983259501990228,837939.5582577535,1582103.5257183812,719137.9662356278
Cameroon,CMR,2029,58323653.91795596,0.015128093971719013,0.0285631709043785,0.012983259501990228,882325.7172448555,1665908.4946264008,757231.1339210912
Cameroon,CMR,2030,61413092.708617225,0.015128093971719013,0.0285631709043785,0.012983259501990228,929063.0375898532,1754152.662802675,797342.1194557614
Cameroon,CMR,2031,64734916.0094241,0.015128093971719013,0.0285631709043785,0.012983259501990228,979315.8926419053,1849034.4694577684,840470.2133898947
Cameroon,CMR,2032,68236416.14386868,0.015128093971719013,0.0285631709043785,0.012983259501990228,1032286.9157177698,1949048.4162196135,885931.0982816424
Cameroon,CMR,2033,71927311.80003959,0.015128093971719013,0.0285631709043785,0.012983259501990228,1088123.1320441328,2054472.0996370513,933850.9543804778
Cameroon,CMR,2034,75817847.3481418,0.015128093971719013,0.0285631709043785,0.012983259501990228,1146979.5194161364,2165598.1314070546,984362.7870032067
