Country Name,iso3c,year,total_building_stock_m2,BEC (toe/m2),BCE (tCO2e/m2),DBE (tCO2e/m2),Building Energy Consumption (toe),Building Carbon Emissions (tCO2e),Direct Building Emissions (tCO2e)
Albania,ALB,2047,44737628.85900932,0.0029951160982800095,0.021363167605420896,0.021363167605420896,133994.39239449514,955737.4635841309,955737.4635841309
Albania,ALB,2048,45418359.90442075,0.0029951160982800095,0.021363167605420896,0.021363167605420896,136033.2609072059,970280.0350014686,970280.0350014686
Albania,ALB,2049,46109449.0033993,0.0029951160982800095,0.021363167605420896,0.021363167605420896,138103.15299290238,985043.8872532267,985043.8872532267
Albania,ALB,2050,46811053.76484849,0.0029951160982800095,0.021363167605420896,0.021363167605420896,140204.54070854877,1000032.3873648272,1000032.3873648272
United Arab Emirates,ARE,2020,258057679.48244902,0.0030574559981411493,0.2638944910943121,0.0038751026592410004,789000,68100000,1000000
United Arab Emirates,ARE,2021,269727447.22860634,0.0030574559981411493,0.2638944910943121,0.0038751026592410004,824679.8013924027,71179587.420561,1045221.548025859
United Arab Emirates,ARE,2022,281924939.9373471,0.0030574559981411493,0.2638944910943121,0.0038751026592410004,861973.0986370252,74398438.55156073,1092488.084457573
United Arab Emirates,ARE,2023,294674022.1484114,0.0030574559981411493,0.2638944910943121,0.0038751026592410004,900952.8565140383,77762851.11356908,1141892.0868365504
United Arab Emirates,ARE,2024,307999637.5929687,0.0030574559981411493,0.2638944910943121,0.0038751026592410004,941695.3393839224,81279407.61982904,1193530.2146817774
United Arab Emirates,ARE,2025,321927857.99632657,0.0030574559981411493,0.2638944910943121,0.0038751026592410004,984280.2603996008,84954988.25502259,1247503.4986053242
