Country,iso3c,Year,extraction_5.4
Egypt,EGY,2043,709698791.1387634
Egypt,EGY,2044,719875656.8491707
Egypt,EGY,2045,730052522.559578
Egypt,EGY,2046,740229388.2699852
Egypt,EGY,2047,750406253.9803925
Egypt,EGY,2048,760583119.6907997
Egypt,EGY,2049,770759985.401207
Egypt,EGY,2050,780936851.1116142
El Salvador,SLV,2021,9828445.911372602
El Salvador,SLV,2022,9981209.717164457
El Salvador,SLV,2023,10133973.522956312
El Salvador,SLV,2024,10286737.328748167
El Salvador,SLV,2025,10439501.134540021
El Salvador,SLV,2026,10592264.940331876
El Salvador,SLV,2027,10745028.746123731
El Salvador,SLV,2028,10897792.551915586
El Salvador,SLV,2029,11050556.35770744
El Salvador,SLV,2030,11203320.163499296
El Salvador,SLV,2031,11356083.96929115
El Salvador,SLV,2032,11508847.775083005
El Salvador,SLV,2033,11661611.58087486
El Salvador,SLV,2034,11814375.386666715
El Salvador,SLV,2035,11967139.19245857
El Salvador,SLV,2036,12119902.998250425
El Salvador,SLV,2037,12272666.80404228
El Salvador,SLV,2038,12425430.609834135
El Salvador,SLV,2039,12578194.41562599
El Salvador,SLV,2040,12730958.221417844
El Salvador,SLV,2041,12883722.0272097
El Salvador,SLV,2042,13036485.833001554
El Salvador,SLV,2043,13189249.638793409
El Salvador,SLV,2044,13342013.444585264
El Salvador,SLV,2045,13494777.250377119
El Salvador,SLV,2046,13647541.056168973
El Salvador,SLV,2047,13800304.861960828
El Salvador,SLV,2048,13953068.667752683
El Salvador,SLV,2049,14105832.473544538
El Salvador,SLV,2050,14258596.279336393
Equatorial Guinea,GNQ,2021,263364.85725490376
Equatorial Guinea,GNQ,2022,270175.6700150836
Equatorial Guinea,GNQ,2023,276986.48277526535
Equatorial Guinea,GNQ,2024,283797.2955354452
Equatorial Guinea,GNQ,2025,290608.10829562694
Equatorial Guinea,GNQ,2026,297418.92105580866
Equatorial Guinea,GNQ,2027,304229.7338159885
Equatorial Guinea,GNQ,2028,311040.54657617025
Equatorial Guinea,GNQ,2029,317851.3593363501
Equatorial Guinea,GNQ,2030,324662.17209653184
Equatorial Guinea,GNQ,2031,331472.9848567117
Equatorial Guinea,GNQ,2032,338283.7976168934
Equatorial Guinea,GNQ,2033,345094.61037707515
Equatorial Guinea,GNQ,2034,351905.423137255
Equatorial Guinea,GNQ,2035,358716.23589743674
Equatorial Guinea,GNQ,2036,365527.0486576166
Equatorial Guinea,GNQ,2037,372337.8614177983
Equatorial Guinea,GNQ,2038,379148.6741779782
Equatorial Guinea,GNQ,2039,385959.4869381599
Equatorial Guinea,GNQ,2040,392770.2996983398
Equatorial Guinea,GNQ,2041,399581.1124585215
Equatorial Guinea,GNQ,2042,406391.9252187032
Equatorial Guinea,GNQ,2043,413202.7379788831
Equatorial Guinea,GNQ,2044,420013.5507390648
Equatorial Guinea,GNQ,2045,426824.3634992447
Equatorial Guinea,GNQ,2046,433635.1762594264
Equatorial Guinea,GNQ,2047,440445.98901960626
Equatorial Guinea,GNQ,2048,447256.801779788
Equatorial Guinea,GNQ,2049,454067.6145399697
Equatorial Guinea,GNQ,2050,460878.4273001496
Eritrea,ERI,2021,3759682.0878431797
Eritrea,ERI,2022,3846929.063318312
Eritrea,ERI,2023,3934176.038793415
Eritrea,ERI,2024,4021423.0142685175
Eritrea,ERI,2025,4108669.98974365
Eritrea,ERI,2026,4195916.965218753
Eritrea,ERI,2027,4283163.940693855
Eritrea,ERI,2028,4370410.916168988
Eritrea,ERI,2029,4457657.89164409
Eritrea,ERI,2030,4544904.867119193
Eritrea,ERI,2031,4632151.842594326
Eritrea,ERI,2032,4719398.818069428
Eritrea,ERI,2033,4806645.793544531
Eritrea,ERI,2034,4893892.769019663
Eritrea,ERI,2035,4981139.744494766
Eritrea,ERI,2036,5068386.719969869
Eritrea,ERI,2037,5155633.695444971
Eritrea,ERI,2038,5242880.670920104
Eritrea,ERI,2039,5330127.646395206
Eritrea,ERI,2040,5417374.621870309
Eritrea,ERI,2041,5504621.597345442
Eritrea,ERI,2042,5591868.572820544
Eritrea,ERI,2043,5679115.548295647
Eritrea,ERI,2044,5766362.523770779
Eritrea,ERI,2045,5853609.499245882
Eritrea,ERI,2046,5940856.474720985
Eritrea,ERI,2047,6028103.450196117
Eritrea,ERI,2048,6115350.42567122
Eritrea,ERI,2049,6202597.4011463225
Eritrea,ERI,2050,6289844.376621455
Estonia,EST,2021,17832619.293103218
Estonia,EST,2022,18343407.779310107
Estonia,EST,2023,18854196.265516996
Estonia,EST,2024,19364984.751724005
Estonia,EST,2025,19875773.237930894
Estonia,EST,2026,20386561.724137783
Estonia,EST,2027,20897350.210344672
Estonia,EST,2028,21408138.69655156
Estonia,EST,2029,21918927.18275845
Estonia,EST,2030,22429715.66896534
Estonia,EST,2031,22940504.15517223
Estonia,EST,2032,23451292.641379118
Estonia,EST,2033,23962081.127586007
Estonia,EST,2034,24472869.613792896
Estonia,EST,2035,24983658.099999785
Estonia,EST,2036,25494446.586206675
Estonia,EST,2037,26005235.072413564
Estonia,EST,2038,26516023.558620453
Estonia,EST,2039,27026812.044827342
Estonia,EST,2040,27537600.53103435
Estonia,EST,2041,28048389.01724124
Estonia,EST,2042,28559177.50344813
Estonia,EST,2043,29069965.989655018
Estonia,EST,2044,29580754.475861907
Estonia,EST,2045,30091542.962068796
Estonia,EST,2046,30602331.448275685
Estonia,EST,2047,31113119.934482574
Estonia,EST,2048,31623908.420689464
Estonia,EST,2049,32134696.906896353
Estonia,EST,2050,32645485.393103242
Ethiopia,ETH,2021,42351348.183529854
Ethiopia,ETH,2022,43455685.9236207
Ethiopia,ETH,2023,44560023.66371107
Ethiopia,ETH,2024,45664361.40380144
Ethiopia,ETH,2025,46768699.14389181
Ethiopia,ETH,2026,47873036.88398266
Ethiopia,ETH,2027,48977374.62407303
Ethiopia,ETH,2028,50081712.3641634
Ethiopia,ETH,2029,51186050.10425377
Ethiopia,ETH,2030,52290387.844344616
Ethiopia,ETH,2031,53394725.584434986
Ethiopia,ETH,2032,54499063.32452536
Ethiopia,ETH,2033,55603401.06461573
Ethiopia,ETH,2034,56707738.80470657
Ethiopia,ETH,2035,57812076.54479694
Ethiopia,ETH,2036,58916414.284887314
Ethiopia,ETH,2037,60020752.024977684
Ethiopia,ETH,2038,61125089.76506853
Ethiopia,ETH,2039,62229427.5051589
Ethiopia,ETH,2040,63333765.24524927
Ethiopia,ETH,2041,64438102.98533964
Ethiopia,ETH,2042,65542440.72543049
Ethiopia,ETH,2043,66646778.46552086
Ethiopia,ETH,2044,67751116.20561123
Ethiopia,ETH,2045,68855453.9457016
Ethiopia,ETH,2046,69959791.68579245
Ethiopia,ETH,2047,71064129.42588282
Ethiopia,ETH,2048,72168467.16597319
Ethiopia,ETH,2049,73272804.90606356
Ethiopia,ETH,2050,74377142.64615393
Ethiopia (Former),ETH,2021,670.0149019607925
Ethiopia (Former),ETH,2022,465.86992458521854
Ethiopia (Former),ETH,2023,261.7249472096446
Ethiopia (Former),ETH,2024,57.57996983407065
Ethiopia (Former),ETH,2025,-146.56500754144508
Ethiopia (Former),ETH,2026,-350.709984917019
Ethiopia (Former),ETH,2027,-554.854962292593
Ethiopia (Former),ETH,2028,-758.9999396681669
Ethiopia (Former),ETH,2029,-963.1449170436827
Ethiopia (Former),ETH,2030,-1167.2898944192566
Ethiopia (Former),ETH,2031,-1371.4348717948305
Ethiopia (Former),ETH,2032,-1575.5798491704045
Ethiopia (Former),ETH,2033,-1779.7248265459202
Ethiopia (Former),ETH,2034,-1983.8698039214942
Ethiopia (Former),ETH,2035,-2188.014781297068
Ethiopia (Former),ETH,2036,-2392.159758672642
Ethiopia (Former),ETH,2037,-2596.304736048216
Ethiopia (Former),ETH,2038,-2800.4497134237317
Ethiopia (Former),ETH,2039,-3004.5946907993057
Ethiopia (Former),ETH,2040,-3208.7396681748796
Ethiopia (Former),ETH,2041,-3412.8846455504536
Ethiopia (Former),ETH,2042,-3617.0296229259693
Ethiopia (Former),ETH,2043,-3821.1746003015433
Ethiopia (Former),ETH,2044,-4025.319577677117
Ethiopia (Former),ETH,2045,-4229.464555052691
Ethiopia (Former),ETH,2046,-4433.609532428207
Ethiopia (Former),ETH,2047,-4637.754509803781
Ethiopia (Former),ETH,2048,-4841.899487179355
Ethiopia (Former),ETH,2049,-5046.044464554929
Ethiopia (Former),ETH,2050,-5250.189441930503
Europe,NA,2021,5025356503.163147
Europe,NA,2022,5065162876.130203
Europe,NA,2023,5104969249.0972595
Europe,NA,2024,5144775622.064331
Europe,NA,2025,5184581995.031387
Europe,NA,2026,5224388367.998444
Europe,NA,2027,5264194740.9655
Europe,NA,2028,5304001113.932556
Europe,NA,2029,5343807486.899612
Europe,NA,2030,5383613859.866669
Europe,NA,2031,5423420232.83374
Europe,NA,2032,5463226605.8007965
Europe,NA,2033,5503032978.767853
Europe,NA,2034,5542839351.734909
Europe,NA,2035,5582645724.701965
Europe,NA,2036,5622452097.669022
Europe,NA,2037,5662258470.636078
Europe,NA,2038,5702064843.603149
Europe,NA,2039,5741871216.570206
Europe,NA,2040,5781677589.537262
Europe,NA,2041,5821483962.504318
Europe,NA,2042,5861290335.4713745
Europe,NA,2043,5901096708.438431
Europe,NA,2044,5940903081.405487
Europe,NA,2045,5980709454.372559
Europe,NA,2046,6020515827.339615
Europe,NA,2047,6060322200.306671
Europe,NA,2048,6100128573.273727
Europe,NA,2049,6139934946.240784
Europe,NA,2050,6179741319.20784
Faroe Islands,FRO,2021,-1460.8219607844949
Faroe Islands,FRO,2022,-3560.2691101059318
Faroe Islands,FRO,2023,-5659.716259427369
Faroe Islands,FRO,2024,-7759.1634087488055
Faroe Islands,FRO,2025,-9858.610558069311
Faroe Islands,FRO,2026,-11958.057707390748
Faroe Islands,FRO,2027,-14057.504856712185
Faroe Islands,FRO,2028,-16156.952006033622
Faroe Islands,FRO,2029,-18256.399155354127
Faroe Islands,FRO,2030,-20355.846304675564
Faroe Islands,FRO,2031,-22455.293453997
Faroe Islands,FRO,2032,-24554.740603318438
Faroe Islands,FRO,2033,-26654.187752639875
Faroe Islands,FRO,2034,-28753.63490196038
Faroe Islands,FRO,2035,-30853.082051281817
Faroe Islands,FRO,2036,-32952.529200603254
Faroe Islands,FRO,2037,-35051.97634992469
Faroe Islands,FRO,2038,-37151.4234992452
Faroe Islands,FRO,2039,-39250.87064856663
Faroe Islands,FRO,2040,-41350.31779788807
Faroe Islands,FRO,2041,-43449.76494720951
Faroe Islands,FRO,2042,-45549.21209653001
Faroe Islands,FRO,2043,-47648.65924585145
Faroe Islands,FRO,2044,-49748.10639517289
Faroe Islands,FRO,2045,-51847.55354449432
Faroe Islands,FRO,2046,-53947.00069381483
Faroe Islands,FRO,2047,-56046.447843136266
Faroe Islands,FRO,2048,-58145.8949924577
Faroe Islands,FRO,2049,-60245.34214177914
Faroe Islands,FRO,2050,-62344.78929110058
Fiji Islands,FJI,2021,1254929.8109803908
Fiji Islands,FJI,2022,1252415.3746003006
Fiji Islands,FJI,2023,1249900.9382202104
Fiji Islands,FJI,2024,1247386.5018401193
Fiji Islands,FJI,2025,1244872.065460029
Fiji Islands,FJI,2026,1242357.6290799389
Fiji Islands,FJI,2027,1239843.1926998477
Fiji Islands,FJI,2028,1237328.7563197576
Fiji Islands,FJI,2029,1234814.3199396674
Fiji Islands,FJI,2030,1232299.8835595772
Fiji Islands,FJI,2031,1229785.447179486
Fiji Islands,FJI,2032,1227271.0107993959
Fiji Islands,FJI,2033,1224756.5744193057
Fiji Islands,FJI,2034,1222242.1380392145
Fiji Islands,FJI,2035,1219727.7016591243
Fiji Islands,FJI,2036,1217213.2652790342
Fiji Islands,FJI,2037,1214698.828898943
Fiji Islands,FJI,2038,1212184.3925188528
Fiji Islands,FJI,2039,1209669.9561387626
Fiji Islands,FJI,2040,1207155.5197586715
Fiji Islands,FJI,2041,1204641.0833785813
Fiji Islands,FJI,2042,1202126.6469984911
Fiji Islands,FJI,2043,1199612.210618401
Fiji Islands,FJI,2044,1197097.7742383098
Fiji Islands,FJI,2045,1194583.3378582196
Fiji Islands,FJI,2046,1192068.9014781294
Fiji Islands,FJI,2047,1189554.4650980383
Fiji Islands,FJI,2048,1187040.0287179481
Fiji Islands,FJI,2049,1184525.592337858
Fiji Islands,FJI,2050,1182011.1559577668
Finland,FIN,2021,102344449.090981
Finland,FIN,2022,104045132.6223836
Finland,FIN,2023,105745816.15378618
Finland,FIN,2024,107446499.68518925
Finland,FIN,2025,109147183.21659184
Finland,FIN,2026,110847866.74799442
Finland,FIN,2027,112548550.27939701
Finland,FIN,2028,114249233.8107996
Finland,FIN,2029,115949917.34220266
Finland,FIN,2030,117650600.87360525
Finland,FIN,2031,119351284.40500784
Finland,FIN,2032,121051967.93641043
Finland,FIN,2033,122752651.46781349
Finland,FIN,2034,124453334.99921608
Finland,FIN,2035,126154018.53061867
Finland,FIN,2036,127854702.06202126
Finland,FIN,2037,129555385.59342432
Finland,FIN,2038,131256069.12482691
Finland,FIN,2039,132956752.6562295
Finland,FIN,2040,134657436.18763208
Finland,FIN,2041,136358119.71903467
Finland,FIN,2042,138058803.25043774
Finland,FIN,2043,139759486.78184032
Finland,FIN,2044,141460170.3132429
Finland,FIN,2045,143160853.8446455
Finland,FIN,2046,144861537.37604856
Finland,FIN,2047,146562220.90745115
Finland,FIN,2048,148262904.43885374
Finland,FIN,2049,149963587.97025633
Finland,FIN,2050,151664271.50165892
France,FRA,2021,409188901.408628
France,FRA,2022,410675769.0269084
France,FRA,2023,412162636.6451888
France,FRA,2024,413649504.2634692
France,FRA,2025,415136371.8817501
France,FRA,2026,416623239.5000305
France,FRA,2027,418110107.1183109
France,FRA,2028,419596974.73659134
France,FRA,2029,421083842.35487175
France,FRA,2030,422570709.97315264
France,FRA,2031,424057577.59143305
France,FRA,2032,425544445.20971346
France,FRA,2033,427031312.82799387
France,FRA,2034,428518180.44627476
France,FRA,2035,430005048.06455517
France,FRA,2036,431491915.6828356
France,FRA,2037,432978783.301116
France,FRA,2038,434465650.9193969
France,FRA,2039,435952518.5376773
France,FRA,2040,437439386.1559577
France,FRA,2041,438926253.7742381
France,FRA,2042,440413121.392519
France,FRA,2043,441899989.0107994
France,FRA,2044,443386856.6290798
France,FRA,2045,444873724.2473602
France,FRA,2046,446360591.8656411
France,FRA,2047,447847459.4839215
France,FRA,2048,449334327.10220194
France,FRA,2049,450821194.72048235
France,FRA,2050,452308062.33876276
French Guiana,GUF,2021,3058422.936470613
French Guiana,GUF,2022,3107619.3480543196
French Guiana,GUF,2023,3156815.7596380264
French Guiana,GUF,2024,3206012.171221748
French Guiana,GUF,2025,3255208.5828054547
French Guiana,GUF,2026,3304404.9943891615
French Guiana,GUF,2027,3353601.405972868
French Guiana,GUF,2028,3402797.817556575
French Guiana,GUF,2029,3451994.2291402966
French Guiana,GUF,2030,3501190.6407240033
French Guiana,GUF,2031,3550387.05230771
French Guiana,GUF,2032,3599583.463891417
French Guiana,GUF,2033,3648779.8754751384
French Guiana,GUF,2034,3697976.287058845
French Guiana,GUF,2035,3747172.698642552
French Guiana,GUF,2036,3796369.1102262586
French Guiana,GUF,2037,3845565.5218099654
French Guiana,GUF,2038,3894761.933393687
French Guiana,GUF,2039,3943958.3449773937
French Guiana,GUF,2040,3993154.7565611005
French Guiana,GUF,2041,4042351.168144807
French Guiana,GUF,2042,4091547.579728529
French Guiana,GUF,2043,4140743.9913122356
French Guiana,GUF,2044,4189940.4028959423
French Guiana,GUF,2045,4239136.814479649
French Guiana,GUF,2046,4288333.226063371
French Guiana,GUF,2047,4337529.637647077
French Guiana,GUF,2048,4386726.049230784
French Guiana,GUF,2049,4435922.460814491
French Guiana,GUF,2050,4485118.872398198
French Polynesia,PYF,2021,900667.5215686355
French Polynesia,PYF,2022,909066.6374057401
French Polynesia,PYF,2023,917465.7532428447
French Polynesia,PYF,2024,925864.8690799493
French Polynesia,PYF,2025,934263.984917054
French Polynesia,PYF,2026,942663.1007541586
French Polynesia,PYF,2027,951062.2165912632
French Polynesia,PYF,2028,959461.3324283641
French Polynesia,PYF,2029,967860.4482654687
French Polynesia,PYF,2030,976259.5641025733
French Polynesia,PYF,2031,984658.6799396779
French Polynesia,PYF,2032,993057.7957767826
French Polynesia,PYF,2033,1001456.9116138872
French Polynesia,PYF,2034,1009856.0274509918
French Polynesia,PYF,2035,1018255.1432880964
French Polynesia,PYF,2036,1026654.2591251973
French Polynesia,PYF,2037,1035053.3749623019
French Polynesia,PYF,2038,1043452.4907994065
French Polynesia,PYF,2039,1051851.6066365112
French Polynesia,PYF,2040,1060250.7224736158
French Polynesia,PYF,2041,1068649.8383107204
French Polynesia,PYF,2042,1077048.954147825
French Polynesia,PYF,2043,1085448.0699849296
French Polynesia,PYF,2044,1093847.1858220305
French Polynesia,PYF,2045,1102246.3016591351
French Polynesia,PYF,2046,1110645.4174962398
French Polynesia,PYF,2047,1119044.5333333444
French Polynesia,PYF,2048,1127443.649170449
French Polynesia,PYF,2049,1135842.7650075536
French Polynesia,PYF,2050,1144241.8808446582
Gabon,GAB,2021,2881874.3960784674
Gabon,GAB,2022,2919482.928657651
Gabon,GAB,2023,2957091.4612368345
Gabon,GAB,2024,2994699.993816018
Gabon,GAB,2025,3032308.5263952017
Gabon,GAB,2026,3069917.0589743853
Gabon,GAB,2027,3107525.591553569
Gabon,GAB,2028,3145134.1241327673
Gabon,GAB,2029,3182742.656711951
Gabon,GAB,2030,3220351.1892911345
Gabon,GAB,2031,3257959.721870318
Gabon,GAB,2032,3295568.2544495016
Gabon,GAB,2033,3333176.787028685
Gabon,GAB,2034,3370785.319607869
Gabon,GAB,2035,3408393.8521870524
Gabon,GAB,2036,3446002.384766251
Gabon,GAB,2037,3483610.9173454344
Gabon,GAB,2038,3521219.449924618
Gabon,GAB,2039,3558827.9825038016
Gabon,GAB,2040,3596436.515082985
Gabon,GAB,2041,3634045.0476621687
Gabon,GAB,2042,3671653.5802413523
Gabon,GAB,2043,3709262.112820536
Gabon,GAB,2044,3746870.6453997344
Gabon,GAB,2045,3784479.177978918
Gabon,GAB,2046,3822087.7105581015
Gabon,GAB,2047,3859696.243137285
Gabon,GAB,2048,3897304.7757164687
Gabon,GAB,2049,3934913.3082956523
Gabon,GAB,2050,3972521.840874836
Gambia,GMB,2021,2267313.8250980675
Gambia,GMB,2022,2313985.8892609626
Gambia,GMB,2023,2360657.9534238577
Gambia,GMB,2024,2407330.017586753
Gambia,GMB,2025,2454002.081749648
Gambia,GMB,2026,2500674.145912543
Gambia,GMB,2027,2547346.210075438
Gambia,GMB,2028,2594018.274238333
Gambia,GMB,2029,2640690.338401228
Gambia,GMB,2030,2687362.4025641233
Gambia,GMB,2031,2734034.4667270333
Gambia,GMB,2032,2780706.5308899283
Gambia,GMB,2033,2827378.5950528234
Gambia,GMB,2034,2874050.6592157185
Gambia,GMB,2035,2920722.7233786136
Gambia,GMB,2036,2967394.7875415087
Gambia,GMB,2037,3014066.8517044038
Gambia,GMB,2038,3060738.915867299
Gambia,GMB,2039,3107410.980030194
Gambia,GMB,2040,3154083.044193089
Gambia,GMB,2041,3200755.108355984
Gambia,GMB,2042,3247427.172518879
Gambia,GMB,2043,3294099.2366817743
Gambia,GMB,2044,3340771.3008446693
Gambia,GMB,2045,3387443.3650075644
Gambia,GMB,2046,3434115.4291704595
Gambia,GMB,2047,3480787.4933333546
Gambia,GMB,2048,3527459.5574962497
Gambia,GMB,2049,3574131.6216591448
Gambia,GMB,2050,3620803.68582204
Georgia,GEO,2021,21855750.800492764
Georgia,GEO,2022,22665988.532019854
Georgia,GEO,2023,23476226.263546944
Georgia,GEO,2024,24286463.995074034
Georgia,GEO,2025,25096701.726601124
Georgia,GEO,2026,25906939.458128214
Georgia,GEO,2027,26717177.189655304
Georgia,GEO,2028,27527414.921182394
Georgia,GEO,2029,28337652.652709484
Georgia,GEO,2030,29147890.384236574
Georgia,GEO,2031,29958128.115763664
Georgia,GEO,2032,30768365.847290754
Georgia,GEO,2033,31578603.578817844
Georgia,GEO,2034,32388841.310344934
Georgia,GEO,2035,33199079.041872025
Georgia,GEO,2036,34009316.773399115
Georgia,GEO,2037,34819554.504926205
Georgia,GEO,2038,35629792.236453295
Georgia,GEO,2039,36440029.967980385
Georgia,GEO,2040,37250267.699507475
Georgia,GEO,2041,38060505.431034565
Georgia,GEO,2042,38870743.162561655
Georgia,GEO,2043,39680980.894088745
Georgia,GEO,2044,40491218.625615835
Georgia,GEO,2045,41301456.357142925
Georgia,GEO,2046,42111694.088670015
Georgia,GEO,2047,42921931.820197105
Georgia,GEO,2048,43732169.551724195
Georgia,GEO,2049,44542407.283251286
Georgia,GEO,2050,45352645.014778376
Germany,DEU,2021,589891265.3294115
Germany,DEU,2022,589798151.9710405
Germany,DEU,2023,589705038.6126695
Germany,DEU,2024,589611925.2542983
Germany,DEU,2025,589518811.8959273
Germany,DEU,2026,589425698.5375562
Germany,DEU,2027,589332585.1791852
Germany,DEU,2028,589239471.8208141
Germany,DEU,2029,589146358.4624431
Germany,DEU,2030,589053245.104072
Germany,DEU,2031,588960131.745701
Germany,DEU,2032,588867018.3873299
Germany,DEU,2033,588773905.0289588
Germany,DEU,2034,588680791.6705878
Germany,DEU,2035,588587678.3122168
Germany,DEU,2036,588494564.9538457
Germany,DEU,2037,588401451.5954746
Germany,DEU,2038,588308338.2371036
Germany,DEU,2039,588215224.8787326
Germany,DEU,2040,588122111.5203614
Germany,DEU,2041,588028998.1619904
Germany,DEU,2042,587935884.8036194
Germany,DEU,2043,587842771.4452484
Germany,DEU,2044,587749658.0868772
Germany,DEU,2045,587656544.7285062
Germany,DEU,2046,587563431.3701351
Germany,DEU,2047,587470318.011764
Germany,DEU,2048,587377204.653393
Germany,DEU,2049,587284091.295022
Germany,DEU,2050,587190977.936651
Ghana,GHA,2021,48042943.686275005
Ghana,GHA,2022,49065324.125189066
Ghana,GHA,2023,50087704.56410313
Ghana,GHA,2024,51110085.00301719
Ghana,GHA,2025,52132465.44193101
Ghana,GHA,2026,53154845.88084507
Ghana,GHA,2027,54177226.31975913
Ghana,GHA,2028,55199606.75867319
Ghana,GHA,2029,56221987.19758725
Ghana,GHA,2030,57244367.636501074
Ghana,GHA,2031,58266748.075415134
Ghana,GHA,2032,59289128.514329195
Ghana,GHA,2033,60311508.953243256
Ghana,GHA,2034,61333889.392157316
Ghana,GHA,2035,62356269.83107114
Ghana,GHA,2036,63378650.2699852
Ghana,GHA,2037,64401030.70889926
Ghana,GHA,2038,65423411.14781332
Ghana,GHA,2039,66445791.58672738
Ghana,GHA,2040,67468172.02564144
Ghana,GHA,2041,68490552.46455526
Ghana,GHA,2042,69512932.90346932
Ghana,GHA,2043,70535313.34238338
Ghana,GHA,2044,71557693.78129745
Ghana,GHA,2045,72580074.2202115
Ghana,GHA,2046,73602454.65912533
Ghana,GHA,2047,74624835.09803939
Ghana,GHA,2048,75647215.53695345
Ghana,GHA,2049,76669595.97586751
Ghana,GHA,2050,77691976.41478157
Greece,GRC,2021,71715338.6870591
Greece,GRC,2022,71951167.90805459
Greece,GRC,2023,72186997.12905008
Greece,GRC,2024,72422826.3500455
Greece,GRC,2025,72658655.57104099
Greece,GRC,2026,72894484.79203647
Greece,GRC,2027,73130314.01303196
Greece,GRC,2028,73366143.23402745
Greece,GRC,2029,73601972.45502293
Greece,GRC,2030,73837801.67601842
Greece,GRC,2031,74073630.8970139
Greece,GRC,2032,74309460.11800939
Greece,GRC,2033,74545289.33900487
Greece,GRC,2034,74781118.5600003
Greece,GRC,2035,75016947.78099579
Greece,GRC,2036,75252777.00199127
Greece,GRC,2037,75488606.22298676
Greece,GRC,2038,75724435.44398224
Greece,GRC,2039,75960264.66497773
Greece,GRC,2040,76196093.88597322
Greece,GRC,2041,76431923.1069687
Greece,GRC,2042,76667752.32796419
Greece,GRC,2043,76903581.54895967
Greece,GRC,2044,77139410.7699551
Greece,GRC,2045,77375239.99095058
Greece,GRC,2046,77611069.21194607
Greece,GRC,2047,77846898.43294156
Greece,GRC,2048,78082727.65393704
Greece,GRC,2049,78318556.87493253
Greece,GRC,2050,78554386.09592801
Greenland,GRL,2021,125969.46352941357
Greenland,GRL,2022,128105.58090497926
Greenland,GRL,2023,130241.69828054495
Greenland,GRL,2024,132377.8156561097
Greenland,GRL,2025,134513.9330316754
Greenland,GRL,2026,136650.0504072411
Greenland,GRL,2027,138786.1677828068
Greenland,GRL,2028,140922.28515837248
Greenland,GRL,2029,143058.40253393818
Greenland,GRL,2030,145194.51990950387
Greenland,GRL,2031,147330.63728506956
Greenland,GRL,2032,149466.75466063526
Greenland,GRL,2033,151602.87203620095
Greenland,GRL,2034,153738.9894117657
Greenland,GRL,2035,155875.1067873314
Greenland,GRL,2036,158011.2241628971
Greenland,GRL,2037,160147.3415384628
Greenland,GRL,2038,162283.45891402848
Greenland,GRL,2039,164419.57628959417
Greenland,GRL,2040,166555.69366515987
Greenland,GRL,2041,168691.81104072556
Greenland,GRL,2042,170827.92841629125
Greenland,GRL,2043,172964.04579185694
Greenland,GRL,2044,175100.1631674217
Greenland,GRL,2045,177236.2805429874
Greenland,GRL,2046,179372.3979185531
Greenland,GRL,2047,181508.51529411878
Greenland,GRL,2048,183644.63266968448
Greenland,GRL,2049,185780.75004525017
Greenland,GRL,2050,187916.86742081586
Grenada,GRD,2021,331227.99607843347
Grenada,GRD,2022,336434.9612368047
Grenada,GRD,2023,341641.926395176
Grenada,GRD,2024,346848.89155354723
Grenada,GRD,2025,352055.8567119185
Grenada,GRD,2026,357262.82187028974
Grenada,GRD,2027,362469.787028661
Grenada,GRD,2028,367676.75218703225
Grenada,GRD,2029,372883.71734540164
Grenada,GRD,2030,378090.6825037729
Grenada,GRD,2031,383297.64766214415
Grenada,GRD,2032,388504.6128205154
Grenada,GRD,2033,393711.57797888666
Grenada,GRD,2034,398918.5431372579
Grenada,GRD,2035,404125.5082956292
Grenada,GRD,2036,409332.4734540004
Grenada,GRD,2037,414539.4386123698
Grenada,GRD,2038,419746.4037707411
Grenada,GRD,2039,424953.36892911233
Grenada,GRD,2040,430160.3340874836
Grenada,GRD,2041,435367.29924585484
Grenada,GRD,2042,440574.2644042261
Grenada,GRD,2043,445781.22956259735
Grenada,GRD,2044,450988.1947209686
Grenada,GRD,2045,456195.159879338
Grenada,GRD,2046,461402.12503770925
Grenada,GRD,2047,466609.0901960805
Grenada,GRD,2048,471816.05535445176
Grenada,GRD,2049,477023.020512823
Grenada,GRD,2050,482229.98567119427
Guadeloupe,GLP,2021,1286159.6007843204
Guadeloupe,GLP,2022,1293187.5665761754
Guadeloupe,GLP,2023,1300215.5323680304
Guadeloupe,GLP,2024,1307243.4981598854
Guadeloupe,GLP,2025,1314271.4639517404
Guadeloupe,GLP,2026,1321299.4297435954
Guadeloupe,GLP,2027,1328327.3955354504
Guadeloupe,GLP,2028,1335355.3613273073
Guadeloupe,GLP,2029,1342383.3271191623
Guadeloupe,GLP,2030,1349411.2929110173
Guadeloupe,GLP,2031,1356439.2587028723
Guadeloupe,GLP,2032,1363467.2244947273
Guadeloupe,GLP,2033,1370495.1902865823
Guadeloupe,GLP,2034,1377523.1560784373
Guadeloupe,GLP,2035,1384551.1218702924
Guadeloupe,GLP,2036,1391579.0876621474
Guadeloupe,GLP,2037,1398607.0534540042
Guadeloupe,GLP,2038,1405635.0192458592
Guadeloupe,GLP,2039,1412662.9850377142
Guadeloupe,GLP,2040,1419690.9508295693
Guadeloupe,GLP,2041,1426718.9166214243
Guadeloupe,GLP,2042,1433746.8824132793
Guadeloupe,GLP,2043,1440774.8482051343
Guadeloupe,GLP,2044,1447802.8139969911
Guadeloupe,GLP,2045,1454830.7797888462
Guadeloupe,GLP,2046,1461858.7455807012
