,Country Name,iso3c,Population,year,Average household size (number of members),gdp_ppp,GDP,average_household_size,num_households,gdp_per_capita,avg_m2_capita,residential_building_stock_m2,total_building_stock_m2,,
534,Benin,BEN,14832937,2026,5.19,57.25757401,57257574007,5.19,2857984.008,3860.164309,3.860164309,57257574.01,114515148,,
535,Benin,BEN,15216009,2027,5.19,60.90924809,60909248088,5.19,2931793.642,4002.97135,4.00297135,60909248.09,121818496.2,,
536,Benin,BEN,15603721,2028,5.19,64.7938123,64793812296,5.19,3006497.303,4152.459038,4.152459038,64793812.3,129587624.6,,
537,Benin,BEN,15996447,2029,5.19,68.92611949,68926119490,5.19,3082167.052,4308.8393,4.3088393,68926119.49,137852239,,
538,Benin,BEN,16393827,2030,5.19,73.32196979,73321969794,5.19,3158733.526,4472.53529,4.47253529,73321969.79,146643939.6,,
539,Benin,BEN,16795573,2031,5.19,77.92177434,77921774345,5.19,3236141.233,4639.423397,4.639423397,77921774.34,155843548.7,,
540,Benin,BEN,17201982,2032,5.19,82.81014455,82810144546,5.19,3314447.399,4813.988559,4.813988559,82810144.55,165620289.1,,
541,Benin,BEN,17613873,2033,5.19,88.00518337,88005183370,5.19,3393809.827,4996.356189,4.996356189,88005183.37,176010366.7,,
542,Benin,BEN,18030401,2034,5.19,93.52612947,93526129467,5.19,3474065.703,5187.135298,5.187135298,93526129.47,187052258.9,,
543,Benin,BEN,18450172,2035,5.19,99.39342841,99393428411,5.19,3554946.435,5387.12747,5.38712747,99393428.41,198786856.8,,
544,Benin,BEN,18874268,2036,5.19,105.4286368,1.05429E+11,5.19,3636660.501,5585.83977,5.58583977,105428636.8,210857273.6,,
545,Benin,BEN,19303369,2037,5.19,111.8303055,1.1183E+11,5.19,3719338.921,5793.305069,5.793305069,111830305.5,223660611,,
546,Benin,BEN,19737070,2038,5.19,118.620686,1.18621E+11,5.19,3802903.661,6010.045361,6.010045361,118620686,237241372,,
547,Benin,BEN,20176029,2039,5.19,125.8233811,1.25823E+11,5.19,3887481.503,6236.280742,6.236280742,125823381.1,251646762.2,,
548,Benin,BEN,20620647,2040,5.19,133.4634267,1.33463E+11,5.19,3973149.711,6472.320036,6.472320036,133463426.7,266926853.5,,
549,Benin,BEN,21069601,2041,5.19,141.1992606,1.41199E+11,5.19,4059653.372,6701.5631,6.7015631,141199260.6,282398521.2,,
550,Benin,BEN,21522780,2042,5.19,149.3834804,1.49383E+11,5.19,4146971.098,6940.714926,6.940714926,149383480.4,298766960.8,,
551,Benin,BEN,21980068,2043,5.19,158.0420756,1.58042E+11,5.19,4235080.539,7190.245071,7.190245071,158042075.6,316084151.2,,
552,Benin,BEN,22440979,2044,5.19,167.202542,1.67203E+11,5.19,4323888.054,7450.768615,7.450768615,167202542,334405084,,
553,Benin,BEN,22905813,2045,5.19,176.8939692,1.76894E+11,5.19,4413451.445,7722.667134,7.722667134,176893969.2,353787938.5,,
554,Benin,BEN,23373375,2046,5.19,186.6318031,1.86632E+11,5.19,4503540.462,7984.803353,7.984803353,186631803.1,373263606.1,,
555,Benin,BEN,23842061,2047,5.19,196.9056948,1.96906E+11,5.19,4593846.05,8258.753083,8.258753083,196905694.8,393811389.6,,
556,Benin,BEN,24313238,2048,5.19,207.7451538,2.07745E+11,5.19,4684631.599,8544.528452,8.544528452,207745153.8,415490307.7,,
557,Benin,BEN,24787656,2049,5.19,219.1813141,2.19181E+11,5.19,4776041.618,8842.357427,8.842357427,219181314.1,438362628.3,,
558,Benin,BEN,25264035,2050,5.19,231.2470235,2.31247E+11,5.19,4867829.48,9153.210224,9.153210224,231247023.5,462494046.9,,
559,Bhutan,BTN,772506,2020,4.59,8.373602062,8373602062,4.59,168301.9608,10839.53013,10.83953013,8373602.062,16747204.12,,
560,Bhutan,BTN,777486,2021,4.59,8.64319727,8643197270,4.59,169386.9281,11116.85261,11.11685261,8643197.27,17286394.54,,
561,Bhutan,BTN,782455,2022,4.59,8.921472324,8921472324,4.59,170469.4989,11401.89829,11.40189829,8921472.324,17842944.65,,
562,Bhutan,BTN,787424,2023,4.59,9.208706679,9208706679,4.59,171552.0697,11694.72442,11.69472442,9208706.679,18417413.36,,
563,Bhutan,BTN,792382,2024,4.59,9.505188787,9505188787,4.59,172632.244,11995.71518,11.99571518,9505188.787,19010377.57,,
564,Bhutan,BTN,797335,2025,4.59,9.811216388,9811216388,4.59,173711.329,12305.01155,12.30501155,9811216.388,19622432.78,,
565,Bhutan,BTN,802260,2026,4.59,10.30421119,10304211194,4.59,174784.3137,12843.97975,12.84397975,10304211.19,20608422.39,,
566,Bhutan,BTN,807152,2027,4.59,10.82197804,10821978043,4.59,175850.1089,13407.60853,13.40760853,10821978.04,21643956.09,,
567,Bhutan,BTN,811997,2028,4.59,11.36576168,11365761683,4.59,176905.6645,13997.29517,13.99729517,11365761.68,22731523.37,,
568,Bhutan,BTN,816780,2029,4.59,11.93686941,11936869409,4.59,177947.7124,14614.54665,14.61454665,11936869.41,23873738.82,,
569,Bhutan,BTN,821498,2030,4.59,12.5366742,12536674202,4.59,178975.5991,15260.74829,15.26074829,12536674.2,25073348.4,,
570,Bhutan,BTN,826118,2031,4.59,13.09335993,13093359929,4.59,179982.1351,15849.26116,15.84926116,13093359.93,26186719.86,,
571,Bhutan,BTN,830618,2032,4.59,13.67476505,13674765050,4.59,180962.5272,16463.36228,16.46336228,13674765.05,27349530.1,,
572,Bhutan,BTN,834985,2033,4.59,14.28198722,14281987220,4.59,181913.9434,17104.48358,17.10448358,14281987.22,28563974.44,,
573,Bhutan,BTN,839181,2034,4.59,14.91617283,14916172835,4.59,182828.1046,17774.67892,17.77467892,14916172.83,29832345.67,,
574,Bhutan,BTN,843199,2035,4.59,15.57851919,15578519194,4.59,183703.4858,18475.49534,18.47549534,15578519.19,31157038.39,,
575,Bhutan,BTN,847047,2036,4.59,16.21603641,16216036406,4.59,184541.8301,19144.19909,19.14419909,16216036.41,32432072.81,,
576,Bhutan,BTN,850697,2037,4.59,16.87964263,16879642631,4.59,185337.037,19842.13255,19.84213255,16879642.63,33759285.26,,
577,Bhutan,BTN,854140,2038,4.59,17.57040551,17570405507,4.59,186087.146,20570.87305,20.57087305,17570405.51,35140811.01,,
578,Bhutan,BTN,857356,2039,4.59,18.28943636,18289436359,4.59,186787.7996,21332.3711,21.3323711,18289436.36,36578872.72,,
579,Bhutan,BTN,860331,2040,4.59,19.03789199,19037891994,4.59,187435.9477,22128.56679,22.12856679,19037891.99,38075783.99,,
580,Bhutan,BTN,863045,2041,4.59,19.75426429,19754264292,4.59,188027.2331,22889.03162,22.88903162,19754264.29,39508528.58,,
581,Bhutan,BTN,865481,2042,4.59,20.49759279,20497592793,4.59,188557.9521,23683.46942,23.68346942,20497592.79,40995185.59,,
582,Bhutan,BTN,867621,2043,4.59,21.26889182,21268891825,4.59,189024.183,24514.0353,24.5140353,21268891.82,42537783.65,,
583,Bhutan,BTN,869441,2044,4.59,22.06921388,22069213884,4.59,189420.6972,25383.22196,25.38322196,22069213.88,44138427.77,,
584,Bhutan,BTN,870966,2045,4.59,22.89965107,22899651071,4.59,189752.9412,26292.24455,26.29224455,22899651.07,45799302.14,,
585,Bhutan,BTN,872205,2046,4.59,23.6857545,23685754500,4.59,190022.8758,27156.17831,27.15617831,23685754.5,47371509,,
586,Bhutan,BTN,873151,2047,4.59,24.49884343,24498843432,4.59,190228.976,28057.9687,28.0579687,24498843.43,48997686.86,,
587,Bhutan,BTN,873814,2048,4.59,25.33984423,25339844230,4.59,190373.4205,28999.12822,28.99912822,25339844.23,50679688.46,,
588,Bhutan,BTN,874192,2049,4.59,26.20971506,26209715058,4.59,190455.7734,29981.64597,29.98164597,26209715.06,52419430.12,,
589,Bhutan,BTN,874294,2050,4.59,27.10944697,27109446971,4.59,190477.9956,31007.24353,31.00724353,27109446.97,54218893.94,,
590,Bolivia,BOL,11936162,2020,3.53,91.10179831,91101798312,3.53,3381349.008,7632.419727,7.632419727,91101798.31,182203596.6,,
591,Bolivia,BOL,12079472,2021,3.53,94.46923135,94469231346,3.53,3421946.742,7820.642438,7.820642438,94469231.35,188938462.7,,
592,Bolivia,BOL,12224110,2022,3.53,97.96113618,97961136185,3.53,3462920.68,8013.764289,8.013764289,97961136.18,195922272.4,,
593,Bolivia,BOL,12388571,2023,3.53,101.5821137,1.01582E+11,3.53,3509510.198,8199.663523,8.199663523,101582113.7,203164227.5,,
594,Bolivia,BOL,12567336,2024,3.53,105.3369349,1.05337E+11,3.53,3560151.841,8381.803029,8.381803029,105336934.9,210673869.9,,
595,Bolivia,BOL,12746148,2025,3.53,109.2305472,1.09231E+11,3.53,3610806.799,8569.690793,8.569690793,109230547.2,218461094.3,,
596,Bolivia,BOL,12924657,2026,3.53,112.4996924,1.125E+11,3.53,3661375.921,8704.26909,8.70426909,112499692.4,224999384.8,,
597,Bolivia,BOL,13102178,2027,3.53,115.8666795,1.15867E+11,3.53,3711665.156,8843.314406,8.843314406,115866679.5,231733358.9,,
598,Bolivia,BOL,13278039,2028,3.53,119.3344366,1.19334E+11,3.53,3761484.136,8987.353973,8.987353973,119334436.6,238668873.1,,
599,Bolivia,BOL,13452352,2029,3.53,122.9059797,1.22906E+11,3.53,3810864.589,9136.393373,9.136393373,122905979.7,245811959.3,,
600,Bolivia,BOL,13625507,2030,3.53,126.584415,1.26584E+11,3.53,3859916.997,9290.253564,9.290253564,126584415,253168829.9,,
601,Bolivia,BOL,13797344,2031,3.53,130.8467066,1.30847E+11,3.53,3908596.034,9483.470633,9.483470633,130846706.6,261693413.3,,
602,Bolivia,BOL,13967882,2032,3.53,135.2525162,1.35253E+11,3.53,3956907.082,9683.108449,9.683108449,135252516.2,270505032.4,,
603,Bolivia,BOL,14136814,2033,3.53,139.8066762,1.39807E+11,3.53,4004763.173,9889.546269,9.889546269,139806676.2,279613352.3,,
604,Bolivia,BOL,14303356,2034,3.53,144.5141817,1.44514E+11,3.53,4051942.21,10103.51568,10.10351568,144514181.7,289028363.3,,
605,Bolivia,BOL,14467239,2035,3.53,149.3801961,1.4938E+11,3.53,4098367.989,10325.41151,10.32541151,149380196.1,298760392.2,,
606,Bolivia,BOL,14629061,2036,3.53,154.7333895,1.54733E+11,3.53,4144209.915,10577.12382,10.57712382,154733389.5,309466779.1,,
607,Bolivia,BOL,14788620,2037,3.53,160.2784202,1.60278E+11,3.53,4189410.765,10837.95649,10.83795649,160278420.2,320556840.3,,
608,Bolivia,BOL,14945408,2038,3.53,166.0221627,1.66022E+11,3.53,4233826.629,11108.57346,11.10857346,166022162.7,332044325.4,,
609,Bolivia,BOL,15099347,2039,3.53,171.9717381,1.71972E+11,3.53,4277435.411,11389.34936,11.38934936,171971738.1,343943476.3,,
610,Bolivia,BOL,15250564,2040,3.53,178.1345228,1.78135E+11,3.53,4320273.088,11680.52033,11.68052033,178134522.8,356269045.6,,
611,Bolivia,BOL,15399200,2041,3.53,184.6926376,1.84693E+11,3.53,4362379.603,11993.65146,11.99365146,184692637.6,369385275.1,,
612,Bolivia,BOL,15545347,2042,3.53,191.4921928,1.91492E+11,3.53,4403781.02,12318.29645,12.31829645,191492192.8,382984385.5,,
613,Bolivia,BOL,15688782,2043,3.53,198.5420771,1.98542E+11,3.53,4444414.164,12655.03448,12.65503448,198542077.1,397084154.2,,
614,Bolivia,BOL,15829210,2044,3.53,205.8515066,2.05852E+11,3.53,4484195.467,13004.53444,13.00453444,205851506.6,411703013.2,,
615,Bolivia,BOL,15966827,2045,3.53,213.4300365,2.1343E+11,3.53,4523180.453,13367.09144,13.36709144,213430036.5,426860073,,
616,Bolivia,BOL,16101682,2046,3.53,221.3034966,2.21303E+11,3.53,4561383.003,13744.12292,13.74412292,221303496.6,442606993.2,,
617,Bolivia,BOL,16233225,2047,3.53,229.4674096,2.29467E+11,3.53,4598647.309,14135.66371,14.13566371,229467409.6,458934819.2,,
618,Bolivia,BOL,16361324,2048,3.53,237.9324904,2.37932E+11,3.53,4634935.977,14542.37385,14.54237385,237932490.4,475864980.7,,
619,Bolivia,BOL,16487088,2049,3.53,246.709849,2.4671E+11,3.53,4670563.173,14963.82193,14.96382193,246709849,493419698,,
620,Bolivia,BOL,16609854,2050,3.53,255.8110054,2.55811E+11,3.53,4705341.076,15401.15918,15.40115918,255811005.4,511622010.9,,
621,Bosnia and Herzegovina,BIH,2739014,2050,3.5,81.13670387,81136703873,3.5,782575.4286,29622.59553,29.62259553,81136703.87,162273407.7,,
622,Bosnia and Herzegovina,BIH,2760168,2049,3.5,80.62782761,80627827610,3.5,788619.4286,29211.20294,29.21120294,80627827.61,161255655.2,,
623,Bosnia and Herzegovina,BIH,2781093,2048,3.5,80.12214294,80122142937,3.5,794598,28809.58779,28.80958779,80122142.94,160244285.9,,
624,Bosnia and Herzegovina,BIH,2801773,2047,3.5,79.61962984,79619629836,3.5,800506.5714,28417.58766,28.41758766,79619629.84,159239259.7,,
625,Bosnia and Herzegovina,BIH,2822280,2046,3.5,79.12026842,79120268415,3.5,806365.7143,28034.16685,28.03416685,79120268.42,158240536.8,,
626,Bosnia and Herzegovina,BIH,2842606,2045,3.5,78.62403891,78624038909,3.5,812173.1429,27659.14056,27.65914056,78624038.91,157248077.8,,
627,Bosnia and Herzegovina,BIH,2862709,2044,3.5,77.89707551,77897075513,3.5,817916.8571,27210.96539,27.21096539,77897075.51,155794151,,
628,Bosnia and Herzegovina,BIH,2882595,2043,3.5,77.17683367,77176833672,3.5,823598.5714,26773.38775,26.77338775,77176833.67,154353667.3,,
629,Bosnia and Herzegovina,BIH,2902258,2042,3.5,76.46325124,76463251237,3.5,829216.5714,26346.12472,26.34612472,76463251.24,152926502.5,,
630,Bosnia and Herzegovina,BIH,2921671,2041,3.5,75.75626664,75756266636,3.5,834763.1429,25929.08874,25.92908874,75756266.64,151512533.3,,
631,Bosnia and Herzegovina,BIH,2940837,2040,3.5,75.05581886,75055818864,3.5,840239.1429,25521.92415,25.52192415,75055818.86,150111637.7,,
632,Bosnia and Herzegovina,BIH,2959706,2039,3.5,74.08160162,74081601624,3.5,845630.2857,25030.05421,25.03005421,74081601.62,148163203.2,,
633,Bosnia and Herzegovina,BIH,2978236,2038,3.5,73.12002963,73120029630,3.5,850924.5714,24551.45584,24.55145584,73120029.63,146240059.3,,
634,Bosnia and Herzegovina,BIH,2996445,2037,3.5,72.17093875,72170938746,3.5,856127.1429,24085.52092,24.08552092,72170938.75,144341877.5,,
635,Bosnia and Herzegovina,BIH,3014271,2036,3.5,71.23416697,71234166970,3.5,861220.2857,23632.30346,23.63230346,71234166.97,142468333.9,,
636,Bosnia and Herzegovina,BIH,3031666,2035,3.5,70.3095544,70309554401,3.5,866190.2857,23191.72178,23.19172178,70309554.4,140619108.8,,
637,Bosnia and Herzegovina,BIH,3048617,2034,3.5,69.06954475,69069544754,3.5,871033.4286,22656.02559,22.65602559,69069544.75,138139089.5,,
638,Bosnia and Herzegovina,BIH,3065088,2033,3.5,67.85140445,67851404452,3.5,875739.4286,22136.85364,22.13685364,67851404.45,135702808.9,,
639,Bosnia and Herzegovina,BIH,3081097,2032,3.5,66.6547478,66654747798,3.5,880313.4286,21633.44672,21.63344672,66654747.8,133309495.6,,
640,Bosnia and Herzegovina,BIH,3096667,2031,3.5,65.4791959,65479195898,3.5,884762,21145.0556,21.1450556,65479195.9,130958391.8,,
641,Bosnia and Herzegovina,BIH,3111789,2030,3.5,64.32437654,64324376538,3.5,889082.5714,20671.18835,20.67118835,64324376.54,128648753.1,,
642,Bosnia and Herzegovina,BIH,3126508,2029,3.5,62.82161032,62821610319,3.5,893288,20093.21912,20.09321912,62821610.32,125643220.6,,
643,Bosnia and Herzegovina,BIH,3140867,2028,3.5,61.35395219,61353952194,3.5,897390.5714,19534.08158,19.53408158,61353952.19,122707904.4,,
644,Bosnia and Herzegovina,BIH,3154834,2027,3.5,59.92058196,59920581959,3.5,901381.1429,18993.25985,18.99325985,59920581.96,119841163.9,,
645,Bosnia and Herzegovina,BIH,3168378,2026,3.5,58.52069857,58520698567,3.5,905250.8571,18470.23889,18.47023889,58520698.57,117041397.1,,
646,Bosnia and Herzegovina,BIH,3181557,2025,3.5,57.15351969,57153519689,3.5,909016.2857,17964.00935,17.96400935,57153519.69,114307039.4,,
647,Bosnia and Herzegovina,BIH,3194378,2024,3.5,55.25567357,55255673573,3.5,912679.4286,17297.78804,17.29778804,55255673.57,110511347.1,,
648,Bosnia and Herzegovina,BIH,3210847,2023,3.5,53.42084755,53420847546,3.5,917384.8571,16637.61853,16.63761853,53420847.55,106841695.1,,
649,Bosnia and Herzegovina,BIH,3233526,2022,3.5,51.64694895,51646948955,3.5,923864.5714,15972.33143,15.97233143,51646948.95,103293897.9,,
650,Bosnia and Herzegovina,BIH,3270943,2021,3.5,49.93195464,49931954638,3.5,934555.1429,15265.3087,15.2653087,49931954.64,99863909.28,,
651,Bosnia and Herzegovina,BIH,3318407,2020,3.5,48.27390861,48273908612,3.5,948116.2857,14547.314,14.547314,48273908.61,96547817.22,,
652,Botswana,BWA,2546402,2020,3.3,34.18282131,34182821314,3.3,771636.9697,13423.96892,13.42396892,34182821.31,68365642.63,,
653,Botswana,BWA,2588423,2021,3.3,36.02640371,36026403713,3.3,784370.6061,13918.28295,13.91828295,36026403.71,72052807.43,,
654,Botswana,BWA,2630296,2022,3.3,37.96941606,37969416057,3.3,797059.3939,14435.41566,14.43541566,37969416.06,75938832.11,,
655,Botswana,BWA,2675352,2023,3.3,40.0172209,40017220903,3.3,810712.7273,14957.74048,14.95774048,40017220.9,80034441.81,,
656,Botswana,BWA,2719694,2024,3.3,42.17547003,42175470026,3.3,824149.697,15507.4321,15.5074321,42175470.03,84350940.05,,
657,Botswana,BWA,2763338,2025,3.3,44.45012002,44450120017,3.3,837375.1515,16085.66162,16.08566162,44450120.02,88900240.03,,
658,Botswana,BWA,2806300,2026,3.3,46.05779011,46057790110,3.3,850393.9394,16412.28312,16.41228312,46057790.11,92115580.22,,
659,Botswana,BWA,2848644,2027,3.3,47.72360635,47723606348,3.3,863225.4545,16753.09598,16.75309598,47723606.35,95447212.7,,
660,Botswana,BWA,2890377,2028,3.3,49.44967176,49449671758,3.3,875871.8182,17108.38128,17.10838128,49449671.76,98899343.52,,
661,Botswana,BWA,2931568,2029,3.3,51.23816543,51238165430,3.3,888353.9394,17478.07502,17.47807502,51238165.43,102476330.9,,
662,Botswana,BWA,2972271,2030,3.3,53.09134527,53091345267,3.3,900688.1818,17862.21555,17.86221555,53091345.27,106182690.5,,
663,Botswana,BWA,3012432,2031,3.3,54.97651819,54976518186,3.3,912858.1818,18249.87857,18.24987857,54976518.19,109953036.4,,
664,Botswana,BWA,3052105,2032,3.3,56.92863002,56928630018,3.3,924880.303,18652.25148,18.65225148,56928630.02,113857260,,
665,Botswana,BWA,3091424,2033,3.3,58.95005764,58950057637,3.3,936795.1515,19068.90082,19.06890082,58950057.64,117900115.3,,
666,Botswana,BWA,3130405,2034,3.3,61.04326231,61043262315,3.3,948607.5758,19500.11654,19.50011654,61043262.31,122086524.6,,
667,Botswana,BWA,3169059,2035,3.3,63.21079272,63210792718,3.3,960320.9091,19946.23411,19.94623411,63210792.72,126421585.4,,
668,Botswana,BWA,3207327,2036,3.3,65.3052662,65305266195,3.3,971917.2727,20361.27473,20.36127473,65305266.2,130610532.4,,
669,Botswana,BWA,3244988,2037,3.3,67.46913952,67469139516,3.3,983329.697,20791.79939,20.79179939,67469139.52,134938279,,
670,Botswana,BWA,3282099,2038,3.3,69.70471223,69704712227,3.3,994575.4545,21237.84573,21.23784573,69704712.23,139409424.5,,
671,Botswana,BWA,3318773,2039,3.3,72.01436007,72014360069,3.3,1005688.788,21699.09182,21.69909182,72014360.07,144028720.1,,
672,Botswana,BWA,3355041,2040,3.3,74.4005375,74400537502,3.3,1016679.091,22175.74614,22.17574614,74400537.5,148801075,,
673,Botswana,BWA,3390767,2041,3.3,76.6864084,76686408405,3.3,1027505.152,22616.2424,22.6162424,76686408.4,153372816.8,,
674,Botswana,BWA,3425834,2042,3.3,79.04251006,79042510061,3.3,1038131.515,23072.48689,23.07248689,79042510.06,158085020.1,,
675,Botswana,BWA,3460278,2043,3.3,81.47100023,81471000229,3.3,1048569.091,23544.64012,23.54464012,81471000.23,162942000.5,,
676,Botswana,BWA,3494050,2044,3.3,83.97410296,83974102963,3.3,1058803.03,24033.45772,24.03345772,83974102.96,167948205.9,,
677,Botswana,BWA,3527139,2045,3.3,86.55411065,86554110648,3.3,1068830,24539.46687,24.53946687,86554110.65,173108221.3,,
678,Botswana,BWA,3559380,2046,3.3,89.02428555,89024285547,3.3,1078600,25011.17766,25.01117766,89024285.55,178048571.1,,
679,Botswana,BWA,3590737,2047,3.3,91.56495697,91564956972,3.3,1088102.121,25500.32402,25.50032402,91564956.97,183129913.9,,
680,Botswana,BWA,3621294,2048,3.3,94.17813683,94178136827,3.3,1097361.818,26006.76356,26.00676356,94178136.83,188356273.7,,
681,Botswana,BWA,3650860,2049,3.3,96.86589444,96865894438,3.3,1106321.212,26532.34976,26.53234976,96865894.44,193731788.9,,
682,Botswana,BWA,3679340,2050,3.3,99.63035819,99630358185,3.3,1114951.515,27078.32334,27.07832334,99630358.19,199260716.4,,
683,Brazil,BRA,213196304,2020,3.31,2969.736586,2.96974E+12,3.31,64409759.52,13929.58757,13.92958757,2969736586,5939473172,,
684,Brazil,BRA,214326223,2021,3.31,3038.671106,3.03867E+12,3.31,64751124.77,14177.78498,14.17778498,3038671106,6077342212,,
685,Brazil,BRA,215313498,2022,3.31,3109.205757,3.10921E+12,3.31,65049395.17,14440.36619,14.44036619,3109205757,6218411514,,
686,Brazil,BRA,216422446,2023,3.31,3181.377682,3.18138E+12,3.31,65384424.77,14699.85088,14.69985088,3181377682,6362755364,,
687,Brazil,BRA,217637297,2024,3.31,3255.224886,3.25522E+12,3.31,65751449.24,14957.10952,14.95710952,3255224886,6510449773,,
688,Brazil,BRA,218803058,2025,3.31,3330.786256,3.33079E+12,3.31,66103642.9,15222.75916,15.22275916,3330786256,6661572513,,
689,Brazil,BRA,219927144,2026,3.31,3394.281395,3.39428E+12,3.31,66443245.92,15433.66286,15.43366286,3394281395,6788562791,,
690,Brazil,BRA,221002333,2027,3.31,3458.986949,3.45899E+12,3.31,66768076.44,15651.35943,15.65135943,3458986949,6917973898,,
691,Brazil,BRA,222022547,2028,3.31,3524.925992,3.52493E+12,3.31,67076298.19,15876.43255,15.87643255,3524925992,7049851983,,
692,Brazil,BRA,222989897,2029,3.31,3592.122038,3.59212E+12,3.31,67368548.94,16108.90038,16.10890038,3592122038,7184244075,,
693,Brazil,BRA,223908968,2030,3.31,3660.599049,3.6606E+12,3.31,67646213.9,16348.604,16.348604,3660599049,7321198098,,
694,Brazil,BRA,224778256,2031,3.31,3741.452746,3.74145E+12,3.31,67908838.67,16645.08308,16.64508308,3741452746,7482905492,,
695,Brazil,BRA,225589538,2032,3.31,3824.092303,3.82409E+12,3.31,68153938.97,16951.54987,16.95154987,3824092303,7648184607,,
696,Brazil,BRA,226347402,2033,3.31,3908.557167,3.90856E+12,3.31,68382900.91,17267.95683,17.26795683,3908557167,7817114335,,
697,Brazil,BRA,227053318,2034,3.31,3994.887654,3.99489E+12,3.31,68596168.58,17594.49141,17.59449141,3994887654,7989775308,,
698,Brazil,BRA,227705396,2035,3.31,4083.12497,4.08312E+12,3.31,68793171,17931.6127,17.9316127,4083124970,8166249940,,
699,Brazil,BRA,228304039,2036,3.31,4171.021536,4.17102E+12,3.31,68974029.91,18269.59152,18.26959152,4171021536,8342043072,,
700,Brazil,BRA,228848367,2037,3.31,4260.810233,4.26081E+12,3.31,69138479.46,18618.48651,18.61848651,4260810233,8521620466,,
701,Brazil,BRA,229332682,2038,3.31,4352.531792,4.35253E+12,3.31,69284798.19,18979.11695,18.97911695,4352531792,8705063584,,
702,Brazil,BRA,229759755,2039,3.31,4446.227822,4.44623E+12,3.31,69413823.26,19351.63894,19.35163894,4446227822,8892455643,,
703,Brazil,BRA,230132293,2040,3.31,4541.940826,4.54194E+12,3.31,69526372.51,19736.21679,19.73621679,4541940826,9083881652,,
704,Brazil,BRA,230444491,2041,3.31,4637.750038,4.63775E+12,3.31,69620692.15,20125.23718,20.12523718,4637750038,9275500075,,
705,Brazil,BRA,230694805,2042,3.31,4735.580281,4.73558E+12,3.31,69696315.71,20527.46823,20.52746823,4735580281,9471160561,,
706,Brazil,BRA,230885725,2050,3.31,5579.199699,5.5792E+12,3.31,69753995.47,24164.33367,24.16433367,5579199699,11158399399,,
707,Brazil,BRA,230886445,2043,3.31,4835.474188,4.83547E+12,3.31,69754212.99,20943.08389,20.94308389,4835474188,9670948375,,
708,Brazil,BRA,231027408,2044,3.31,4937.47529,4.93748E+12,3.31,69796800,21371.81615,21.37181615,4937475290,9874950579,,
709,Brazil,BRA,231031649,2049,3.31,5467.284648,5.46728E+12,3.31,69798081.27,23664.65664,23.66465664,5467284648,10934569295,,
710,Brazil,BRA,231122502,2045,3.31,5041.628037,5.04163E+12,3.31,69825529.31,21813.66156,21.81366156,5041628037,10083256074,,
711,Brazil,BRA,231124440,2048,3.31,5357.614538,5.35761E+12,3.31,69826114.8,23180.64908,23.18064908,5357614538,10715229076,,
712,Brazil,BRA,231168894,2047,3.31,5250.144338,5.25014E+12,3.31,69839545.02,22711.29237,22.71129237,5250144338,10500288675,,
713,Brazil,BRA,231169239,2046,3.31,5144.829919,5.14483E+12,3.31,69839649.24,22255.68566,22.25568566,5144829919,10289659837,,
714,Brunei Darussalam,BRN,441725,2020,5,27.09819488,27098194879,5,88345,61346.30116,61.34630116,27098194.88,54196389.76,,
715,Brunei Darussalam,BRN,445373,2021,5,27.6563756,27656375596,5,89074.6,62097.10871,62.09710871,27656375.6,55312751.19,,
716,Brunei Darussalam,BRN,449002,2022,5,28.22605397,28226053968,5,89800.4,62863.98272,62.86398272,28226053.97,56452107.94,,
717,Brunei Darussalam,BRN,452524,2023,5,28.80746683,28807466829,5,90504.8,63659.5337,63.6595337,28807466.83,57614933.66,,
718,Brunei Darussalam,BRN,455858,2024,5,29.40085589,29400855893,5,91171.6,64495.64534,64.49564534,29400855.89,58801711.79,,
719,Brunei Darussalam,BRN,459045,2025,5,30.00646785,30006467849,5,91809,65367.15975,65.36715975,30006467.85,60012935.7,,
720,Brunei Darussalam,BRN,462103,2026,5,30.8294574,30829457400,5,92420.6,66715.55346,66.71555346,30829457.4,61658914.8,,
721,Brunei Darussalam,BRN,465048,2027,5,31.67501914,31675019144,5,93009.6,68111.2899,68.1112899,31675019.14,63350038.29,,
722,Brunei Darussalam,BRN,467894,2028,5,32.54377217,32543772171,5,93578.8,69553.72835,69.55372835,32543772.17,65087544.34,,
723,Brunei Darussalam,BRN,470649,2029,5,33.43635255,33436352549,5,94129.8,71043.07573,71.04307573,33436352.55,66872705.1,,
724,Brunei Darussalam,BRN,473312,2030,5,34.35341379,34353413794,5,94662.4,72580.90603,72.58090603,34353413.79,68706827.59,,
725,Brunei Darussalam,BRN,475868,2031,5,35.13114754,35131147537,5,95173.6,73825.40439,73.82540439,35131147.54,70262295.07,,
726,Brunei Darussalam,BRN,478322,2032,5,35.92648855,35926488549,5,95664.4,75109.42116,75.10942116,35926488.55,71852977.1,,
727,Brunei Darussalam,BRN,480655,2033,5,36.73983544,36739835443,5,96131,76437.01916,76.43701916,36739835.44,73479670.89,,
728,Brunei Darussalam,BRN,482853,2034,5,37.57159586,37571595859,5,96570.6,77811.66496,77.81166496,37571595.86,75143191.72,,
729,Brunei Darussalam,BRN,484918,2035,5,38.42218666,38422186664,5,96983.6,79234.39976,79.23439976,38422186.66,76844373.33,,
