iso3c,year,Total_Access,Urban_Access,Rural_Access,Country Name,BEC (toe/m2),BCE (tCO2e/m2),DBE (tCO2e/m2),total_building_stock_m2,Building Energy Consumption (toe),Building Carbon Emissions (tCO2e),Direct Building Emissions (tCO2e)
IRL,2031,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1450070648.28428,628147.637785938,22729403.049401794,12004966.399331935
IRL,2032,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1479057580.12946,640704.317549614,23183764.123363394,12244945.83980461
IRL,2033,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1508623961.13376,653512.0055113726,23647207.88133067,12489722.472533803
IRL,2034,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1538781374.49368,666575.7193284762,24119915.886279304,12739392.19345738
IRL,2035,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1569541634.954,679900.576961235,24602073.330631714,12994052.815474497
IRL,2036,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1594220835.93788,690591.2159441086,24988912.073118854,13198369.05270362
IRL,2037,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1619288088.40611,701449.9526838204,25381833.401031844,13405897.9230802
IRL,2038,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1644749494.01308,712479.430320411,25780932.955891367,13616689.94149192
IRL,2039,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1670611250.35449,723682.3335541764,26186307.883068085,13830796.417113425
IRL,2040,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1696879652.476,735061.3892991919,26598056.85543023,14048269.465896249
IRL,2041,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1719321096.11223,744782.6672419481,26949819.452667706,14234059.57007097
IRL,2042,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1742059330.62089,754632.5102898967,27306234.15383461,14422306.77139152
IRL,2043,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1765098281.09805,764612.6187324878,27667362.48358198,14613043.565272171
IRL,2044,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1788441924.54964,774724.7153456997,28033266.780231595,14806302.876882885
IRL,2045,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1812094290.578,784970.545689443,28404010.206537526,15002118.0668332
IRL,2046,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1834505340.81952,794678.6576949989,28755296.39683633,15187656.54762482
IRL,2047,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1857193559.40462,804506.8346370424,29110927.114073332,15375489.672926055
IRL,2048,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1880162374.20883,814456.5614169604,29470956.089123387,15565645.8217201
IRL,2049,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1903415255.50188,824529.3413006358,29835437.717377137,15758153.723966798
IRL,2050,100,100,100,Ireland,4.331841614263144e-4,0.015674686661850006,0.00827888380027289,1926955716.472,834726.6961455662,30204427.066959277,15953042.46494328
IRN,2020,96.6,98.8,92.6,"Iran, Islamic Rep.",0.0025172875968486937,0.08200061957207093,0.049662347064775354,2510956637.578,6320800,205899999.99999997,124699999.99999999
IRN,2021,97.565457,99.78766553,93.52485577,"Iran, Islamic Rep.",0.0025172875968486937,0.08200061957207093,0.049662347064775354,2583917533.23226,6504463.557685441,211882838.6481825,128323409.32213871
IRN,2022,98.54056314,100,94.45894866,"Iran, Islamic Rep.",0.0025172875968486937,0.08200061957207093,0.049662347064775354,2658998454.46364,6693463.829461168,218039520.70719752,132052104.09027457
IRN,2023,99.52541486,100,95.40237095,"Iran, Islamic Rep.",0.0025172875968486937,0.08200061957207093,0.049662347064775354,2736261002.87949,6887955.8842893075,224375097.54701433,135889143.5848115
IRN,2024,100,100,96.35521579,"Iran, Islamic Rep.",0.0025172875968486937,0.08200061957207093,0.049662347064775354,2815768570.0458,7088099.296972675,230894767.3153198,139837675.97970074
IRN,2025,100,100,97.31757732,"Iran, Islamic Rep.",0.0025172875968486937,0.08200061957207093,0.049662347064775354,2897586389.498,7294058.279080904,237603879.20243606,143900940.92541903
IRN,2026,100,100,98.28955056,"Iran, Islamic Rep.",0.0025172875968486937,0.08200061957207093,0.049662347064775354,2977304900.94996,7494732.699198163,244140846.53286,147859949.30863354
